,Cas,,,,,,,,,Rétablissements,,,Décès,,,,,,,,,Hospitalisations incidentes,,,,,,,,,,,,,,,,,,,,,,,,,,
Groupe d'âge,Cas F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Cas H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Cas total CUMUL,Taux pour 100 000 CUMUL,Rétablis F CUMUL,Rétablis H CUMUL,Rétablis T CUMUL,Décès F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Décès H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Décès total CUMUL,Taux pour 100 000 CUMUL,Hospit totales INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit totales INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit totales INC T CUMUL,Taux pour 100 000 CUMUL,Hospit SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit SI INC T CUMUL,Taux pour 100 000 CUMUL,Hospit hors SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit hors SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit hors SI INC T CUMUL,Taux pour 100 000 CUMUL
0-9 ans,1827,47.6,418.28,2014,52.4,440.52,1,3842,429.77,1581,1750,3332,0,          . ,0.00,0,          . ,0.00,0,0,0.00,19,31.7,4.35,41,68.3,8.97,0,60,6.71,3,27.3,0.69,8,72.7,1.75,0,11,1.23,16,32.7,3.66,33,67.3,7.22,0,49,5.48
10-19 ans,4311,51.5,1001.07,4055,48.5,905.72,3,8369,952.81,3713,3432,7148,0,0.0,0.00,1,100.0,0.22,0,1,0.11,26,52.0,6.04,24,48.0,5.36,0,50,5.69,3,37.5,0.70,5,62.5,1.12,0,8,0.91,23,54.8,5.34,19,45.2,4.24,0,42,4.78
20-29 ans,8384,54.4,1647.24,7020,45.6,1282.74,34,15438,1461.60,7763,6451,14246,1,33.3,0.20,2,66.7,0.37,0,3,0.28,135,67.5,26.52,65,32.5,11.88,0,200,18.94,18,51.4,3.54,17,48.6,3.11,0,35,3.31,117,70.9,22.99,48,29.1,8.77,0,165,15.62
30-39 ans,7103,55.4,1298.13,5728,44.6,1007.15,23,12854,1151.89,6491,5247,11762,4,66.7,0.73,2,33.3,0.35,0,6,0.54,190,58.5,34.72,135,41.5,23.74,0,325,29.12,24,34.8,4.39,45,65.2,7.91,0,69,6.18,166,64.8,30.34,90,35.2,15.82,0,256,22.94
40-49 ans,7782,56.2,1436.24,6070,43.8,1085.87,20,13872,1260.14,7088,5459,12567,8,36.4,1.48,14,63.6,2.50,0,22,2.00,209,38.0,38.57,341,62.0,61.00,0,550,49.96,46,31.7,8.49,99,68.3,17.71,0,145,13.17,163,40.2,30.08,242,59.8,43.29,0,405,36.79
50-59 ans,6761,53.4,1151.76,5911,46.6,993.38,9,12681,1072.80,6187,5267,11462,47,43.1,8.01,62,56.9,10.42,0,109,9.22,394,40.4,67.12,582,59.6,97.81,0,976,82.57,88,32.5,14.99,183,67.5,30.75,0,271,22.93,306,43.4,52.13,399,56.6,67.05,0,705,59.64
60-69 ans,3828,49.0,660.90,3981,51.0,700.31,4,7813,680.77,3342,3350,6696,139,38.8,24.00,219,61.2,38.52,0,358,31.19,546,40.9,94.27,788,59.1,138.62,0,1334,116.24,129,32.8,22.27,264,67.2,46.44,0,393,34.24,417,44.3,71.99,524,55.7,92.18,0,941,81.99
70-79 ans,3111,51.0,792.42,2991,49.0,828.28,1,6103,809.74,2379,2099,4479,481,43.7,122.52,619,56.3,171.42,0,1100,145.95,863,45.1,219.82,1051,54.9,291.05,0,1914,253.95,161,36.4,41.01,281,63.6,77.82,0,442,58.64,702,47.7,178.81,770,52.3,213.23,0,1472,195.30
80-89 ans,5115,63.8,2700.95,2905,36.2,2100.55,2,8022,2448.16,3328,1367,4696,1253,51.7,661.64,1172,48.3,847.45,1,2426,740.37,1335,55.4,704.94,1073,44.6,775.87,0,2408,734.87,99,48.8,52.28,104,51.2,75.20,0,203,61.95,1236,56.1,652.66,969,43.9,700.67,0,2205,672.92
90 ans et plus,4077,76.1,6999.62,1280,23.9,5240.75,2,5359,6482.40,2412,540,2953,1373,68.2,2357.24,639,31.8,2616.28,0,2012,2433.77,792,68.0,1359.75,373,32.0,1527.19,0,1165,1409.22,16,47.1,27.47,18,52.9,73.70,0,34,41.13,776,68.6,1332.28,355,31.4,1453.49,0,1131,1368.09
Inconnu,42,56.8,         .  ,32,43.2,         .  ,2,76,         .  ,101,85,188,1,14.3,         .  ,6,85.7,         .  ,0,7,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  
Total,52341,55.5,1225.26,41987,44.5,983.94,101,94429,1105.85,44385,35047,79529,3307,54.7,77.41,2736,45.3,64.12,1,6044,70.78,4509,50.2,105.55,4473,49.8,104.82,0,8982,105.19,587,36.4,13.74,1024,63.6,24.00,0,1611,18.87,3922,53.2,91.81,3449,46.8,80.83,0,7371,86.32
Taux standardisés,           .,          . ,1192.31,           .,          . ,1001.61,           .,           .,1101.10,           .,           .,           .,           .,          . ,58.06,           .,          . ,73.12,           .,           .,64.54,           .,          . ,90.40,           .,          . ,110.18,           .,           .,99.66,           .,          . ,12.67,           .,          . ,23.96,           .,           .,18.12,           .,          . ,77.73,           .,          . ,86.22,           .,           .,81.54
