,Cas,,,,,,,,,Rétablissements,,,Décès,,,,,,,,,Hospitalisations incidentes,,,,,,,,,,,,,,,,,,,,,,,,,,
Groupe d'âge,Cas F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Cas H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Cas total CUMUL,Taux pour 100 000 CUMUL,Rétablis F CUMUL,Rétablis H CUMUL,Rétablis T CUMUL,Décès F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Décès H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Décès total CUMUL,Taux pour 100 000 CUMUL,Hospit totales INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit totales INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit totales INC T CUMUL,Taux pour 100 000 CUMUL,Hospit SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit SI INC T CUMUL,Taux pour 100 000 CUMUL,Hospit hors SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit hors SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit hors SI INC T CUMUL,Taux pour 100 000 CUMUL
0-9 ans          ,2331,47.5,533.67,2573,52.5,562.78,3,4907,548.90,1994,2230,4226,0,          . ,0.00,0,          . ,0.00,0,0,0.00,24,35.3,5.49,44,64.7,9.62,0,68,7.61,3,27.3,0.69,8,72.7,1.75,0,11,1.23,21,36.8,4.81,36,63.2,7.87,0,57,6.38
10-19 ans        ,5284,50.9,1227.01,5101,49.1,1139.35,3,10388,1182.67,4668,4454,9125,0,0.0,0.00,1,100.0,0.22,0,1,0.11,28,53.8,6.50,24,46.2,5.36,0,52,5.92,3,37.5,0.70,5,62.5,1.12,0,8,0.91,25,56.8,5.81,19,43.2,4.24,0,44,5.01
20-29 ans        ,9425,54.3,1851.77,7947,45.7,1452.13,33,17405,1647.83,8832,7452,16316,1,33.3,0.20,2,66.7,0.37,0,3,0.28,142,65.7,27.90,74,34.3,13.52,0,216,20.45,18,50.0,3.54,18,50.0,3.29,0,36,3.41,124,68.9,24.36,56,31.1,10.23,0,180,17.04
30-39 ans        ,8126,55.4,1485.09,6539,44.6,1149.75,24,14689,1316.33,7462,6060,13546,5,71.4,0.91,2,28.6,0.35,0,7,0.63,215,58.6,39.29,152,41.4,26.73,0,367,32.89,25,34.2,4.57,48,65.8,8.44,0,73,6.54,190,64.6,34.72,104,35.4,18.29,0,294,26.35
40-49 ans        ,8895,55.9,1641.65,7005,44.1,1253.13,21,15921,1446.27,8211,6403,14635,10,40.0,1.85,15,60.0,2.68,0,25,2.27,221,38.3,40.79,356,61.7,63.69,0,577,52.41,49,31.6,9.04,106,68.4,18.96,0,155,14.08,172,40.8,31.74,250,59.2,44.72,0,422,38.33
50-59 ans        ,7694,53.1,1310.70,6808,46.9,1144.13,10,14512,1227.70,7057,6171,13238,51,44.3,8.69,64,55.7,10.76,0,115,9.73,420,39.7,71.55,637,60.3,107.05,0,1057,89.42,89,31.2,15.16,196,68.8,32.94,0,285,24.11,331,42.9,56.39,441,57.1,74.11,0,772,65.31
60-69 ans        ,4338,48.7,748.96,4561,51.3,802.33,4,8903,775.74,3858,3930,7792,146,38.8,25.21,230,61.2,40.46,0,376,32.76,584,40.8,100.83,846,59.2,148.82,0,1430,124.60,138,33.3,23.83,277,66.7,48.73,0,415,36.16,446,43.9,77.00,569,56.1,100.09,0,1015,88.44
70-79 ans        ,3474,50.9,884.89,3349,49.1,927.42,1,6824,905.40,2679,2398,5078,505,43.8,128.63,649,56.2,179.72,0,1154,153.11,950,45.3,241.98,1146,54.7,317.36,0,2096,278.09,173,36.2,44.07,305,63.8,84.46,0,478,63.42,777,48.0,197.91,841,52.0,232.89,0,1618,214.67
80-89 ans        ,5505,63.6,2906.88,3156,36.4,2282.05,2,8663,2643.78,3567,1525,5093,1290,51.4,681.18,1222,48.6,883.61,1,2513,766.92,1426,55.2,752.99,1155,44.8,835.16,0,2581,787.67,107,47.8,56.50,117,52.2,84.60,0,224,68.36,1319,56.0,696.49,1038,44.0,750.56,0,2357,719.31
