,Cas,,,,,,,,,Rétablissements,,,Décès,,,,,,,,,Hospitalisations incidentes,,,,,,,,,,,,,,,,,,,,,,,,,,
Groupe d'âge,Cas F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Cas H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Cas total CUMUL,Taux pour 100 000 CUMUL,Rétablis F CUMUL,Rétablis H CUMUL,Rétablis T CUMUL,Décès F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Décès H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Décès total CUMUL,Taux pour 100 000 CUMUL,Hospit totales INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit totales INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit totales INC T CUMUL,Taux pour 100 000 CUMUL,Hospit SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit SI INC T CUMUL,Taux pour 100 000 CUMUL,Hospit hors SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit hors SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit hors SI INC T CUMUL,Taux pour 100 000 CUMUL
0-9 ans          ,1346,48.2,308.16,1448,51.8,316.72,2,2796,312.76,1198,1264,2464,0,          . ,0.00,0,          . ,0.00,0,0,0.00,15,31.3,3.43,33,68.8,7.22,0,48,5.37,3,33.3,0.69,6,66.7,1.31,0,9,1.01,12,30.8,2.75,27,69.2,5.91,0,39,4.36
10-19 ans        ,2771,52.7,643.46,2489,47.3,555.94,2,5262,599.08,2210,2005,4217,0,0.0,0.00,1,100.0,0.22,0,1,0.11,20,54.1,4.64,17,45.9,3.80,0,37,4.21,3,50.0,0.70,3,50.0,0.67,0,6,0.68,17,54.8,3.95,14,45.2,3.13,0,31,3.53
20-29 ans        ,6535,55.3,1283.96,5287,44.7,966.08,33,11855,1122.38,5791,4640,10459,1,33.3,0.20,2,66.7,0.37,0,3,0.28,106,69.3,20.83,47,30.7,8.59,0,153,14.49,15,53.6,2.95,13,46.4,2.38,0,28,2.65,91,72.8,17.88,34,27.2,6.21,0,125,11.83
30-39 ans        ,5586,56.3,1020.88,4330,43.7,761.34,21,9937,890.49,5063,3897,8982,4,66.7,0.73,2,33.3,0.35,0,6,0.54,156,60.0,28.51,104,40.0,18.29,0,260,23.30,21,39.6,3.84,32,60.4,5.63,0,53,4.75,135,65.2,24.67,72,34.8,12.66,0,207,18.55
40-49 ans        ,6215,57.3,1147.03,4638,42.7,829.70,21,10874,987.80,5752,4206,9977,6,30.0,1.11,14,70.0,2.50,0,20,1.82,167,40.1,30.82,249,59.9,44.54,0,416,37.79,36,33.6,6.64,71,66.4,12.70,0,107,9.72,131,42.4,24.18,178,57.6,31.84,0,309,28.07
50-59 ans        ,5535,54.7,942.91,4583,45.3,770.20,7,10125,856.56,5103,4136,9246,47,43.1,8.01,62,56.9,10.42,0,109,9.22,294,40.3,50.08,436,59.7,73.27,0,730,61.76,65,31.7,11.07,140,68.3,23.53,0,205,17.34,229,43.6,39.01,296,56.4,49.74,0,525,44.41
60-69 ans        ,3049,49.9,526.41,3067,50.1,539.52,4,6120,533.25,2702,2617,5323,135,38.6,23.31,215,61.4,37.82,0,350,30.50,385,41.1,66.47,551,58.9,96.93,0,936,81.56,84,33.1,14.50,170,66.9,29.91,0,254,22.13,301,44.1,51.97,381,55.9,67.02,0,682,59.42
70-79 ans        ,2622,51.3,667.87,2489,48.7,689.27,0,5111,678.12,1990,1732,3722,456,43.4,116.15,595,56.6,164.77,0,1051,139.45,652,46.3,166.08,756,53.7,209.36,0,1408,186.81,122,41.5,31.08,172,58.5,47.63,0,294,39.01,530,47.6,135.00,584,52.4,161.72,0,1114,147.80
80-89 ans        ,4622,64.3,2440.62,2561,35.7,1851.81,2,7185,2192.72,3162,1303,4466,1209,51.7,638.41,1130,48.3,817.08,1,2340,714.12,1089,57.7,575.04,799,42.3,577.74,0,1888,576.18,68,49.3,35.91,70,50.7,50.62,0,138,42.11,1021,58.3,539.13,729,41.7,527.13,0,1750,534.07
90 ans et plus   ,3783,76.5,6494.87,1165,23.5,4769.90,2,4950,5987.66,2331,516,2848,1340,68.6,2300.59,614,31.4,2513.92,0,1954,2363.61,656,68.7,1126.26,299,31.3,1224.21,0,955,1155.20,11,52.4,18.89,10,47.6,40.94,0,21,25.40,645,69.1,1107.37,289,30.9,1183.26,0,934,1129.79
Inconnu          ,38,53.5,         .  ,33,46.5,         .  ,2,73,         .  ,447,411,860,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  
Total            ,42102,56.7,985.57,32090,43.3,752.01,96,74288,869.98,35749,26727,62564,3198,54.8,74.86,2635,45.2,61.75,1,5834,68.32,3540,51.8,82.87,3291,48.2,77.12,0,6831,80.00,428,38.4,10.02,687,61.6,16.10,0,1115,13.06,3112,54.4,72.85,2604,45.6,61.02,0,5716,66.94
Taux standardisés,           .,          . ,951.63,           .,          . ,768.61,           .,           .,864.31,           .,           .,           .,           .,          . ,56.11,           .,          . ,70.55,           .,           .,62.38,           .,          . ,70.64,           .,          . ,81.46,           .,           .,75.78,           .,          . ,9.27,           .,          . ,16.14,           .,           .,12.60,           .,          . ,61.37,           .,          . ,65.32,           .,           .,63.17
