,Cas,,,,,,,,,Rétablissements,,,Décès,,,,,,,,,Hospitalisations incidentes,,,,,,,,,,,,,,,,,,,,,,,,,,
Groupe d'âge,Cas F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Cas H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Cas total CUMUL,Taux pour 100 000 CUMUL,Rétablis F CUMUL,Rétablis H CUMUL,Rétablis T CUMUL,Décès F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Décès H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Décès total CUMUL,Taux pour 100 000 CUMUL,Hospit totales INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit totales INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit totales INC T CUMUL,Taux pour 100 000 CUMUL,Hospit SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit SI INC T CUMUL,Taux pour 100 000 CUMUL,Hospit hors SI INC F CUMUL,% F CUMUL,Taux pour 100 000 F CUMUL,Hospit hors SI INC H CUMUL,% H CUMUL,Taux pour 100 000 H CUMUL,Sexe inconnu CUMUL,Hospit hors SI INC T CUMUL,Taux pour 100 000 CUMUL
0-9 ans,2048,47.2,468.88,2289,52.8,500.66,2,4339,485.36,1763,1942,3706,0,          . ,0.00,0,          . ,0.00,0,0,0.00,21,33.3,4.81,42,66.7,9.19,0,63,7.05,3,27.3,0.69,8,72.7,1.75,0,11,1.23,18,34.6,4.12,34,65.4,7.44,0,52,5.82
10-19 ans,4763,51.2,1106.03,4536,48.8,1013.16,2,9301,1058.92,4185,3930,8117,0,0.0,0.00,1,100.0,0.22,0,1,0.11,27,52.9,6.27,24,47.1,5.36,0,51,5.81,3,37.5,0.70,5,62.5,1.12,0,8,0.91,24,55.8,5.57,19,44.2,4.24,0,43,4.90
20-29 ans,8905,54.3,1749.60,7491,45.7,1368.81,33,16429,1555.43,8295,6938,15265,1,33.3,0.20,2,66.7,0.37,0,3,0.28,140,66.4,27.51,71,33.6,12.97,0,211,19.98,18,51.4,3.54,17,48.6,3.11,0,35,3.31,122,69.3,23.97,54,30.7,9.87,0,176,16.66
30-39 ans,7578,55.2,1384.94,6139,44.8,1079.41,24,13741,1231.38,6967,5653,12644,5,71.4,0.91,2,28.6,0.35,0,7,0.63,199,58.4,36.37,142,41.6,24.97,0,341,30.56,24,34.3,4.39,46,65.7,8.09,0,70,6.27,175,64.6,31.98,96,35.4,16.88,0,271,24.29
40-49 ans,8338,56.1,1538.85,6522,43.9,1166.73,21,14881,1351.80,7653,5952,13626,9,37.5,1.66,15,62.5,2.68,0,24,2.18,216,38.4,39.86,346,61.6,61.90,0,562,51.05,47,31.3,8.67,103,68.7,18.43,0,150,13.63,169,41.0,31.19,243,59.0,43.47,0,412,37.43
50-59 ans,7193,53.1,1225.35,6358,46.9,1068.50,9,13560,1147.16,6623,5729,12361,48,43.2,8.18,63,56.8,10.59,0,111,9.39,404,39.8,68.82,610,60.2,102.51,0,1014,85.78,88,32.0,14.99,187,68.0,31.43,0,275,23.26,316,42.8,53.83,423,57.2,71.09,0,739,62.52
60-69 ans,4082,48.9,704.76,4274,51.1,751.85,4,8360,728.43,3598,3649,7251,141,38.7,24.34,223,61.3,39.23,0,364,31.72,566,41.0,97.72,816,59.0,143.54,0,1382,120.42,135,33.3,23.31,270,66.7,47.50,0,405,35.29,431,44.1,74.41,546,55.9,96.05,0,977,85.13
70-79 ans,3267,51.0,832.16,3145,49.0,870.93,1,6413,850.87,2530,2235,4766,489,43.7,124.56,630,56.3,174.46,0,1119,148.47,912,45.4,232.30,1099,54.6,304.34,0,2011,266.82,169,36.3,43.05,297,63.7,82.25,0,466,61.83,743,48.1,189.25,802,51.9,222.09,0,1545,204.99
80-89 ans,5280,63.7,2788.07,3007,36.3,2174.31,2,8289,2529.64,3427,1426,4854,1277,51.6,674.31,1196,48.4,864.81,1,2474,755.02,1384,55.5,730.81,1110,44.5,802.62,0,2494,761.12,104,48.4,54.92,111,51.6,80.26,0,215,65.61,1280,56.2,675.90,999,43.8,722.36,0,2279,695.51
90 ans et plus,4198,75.9,7207.36,1334,24.1,5461.84,2,5534,6694.08,2473,559,3033,1393,68.4,2391.58,645,31.6,2640.85,0,2038,2465.22,817,67.4,1402.67,395,32.6,1617.26,0,1212,1466.07,16,47.1,27.47,18,52.9,73.70,0,34,41.13,801,68.0,1375.20,377,32.0,1543.56,0,1178,1424.94
Inconnu,41,56.2,         .  ,32,43.8,         .  ,2,75,         .  ,112,85,199,4,33.3,         .  ,8,66.7,         .  ,0,12,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  ,0,          . ,         .  ,0,          . ,         .  ,0,0,         .  
Total,55693,55.2,1303.72,45127,44.8,1057.52,102,100922,1181.88,47626,38098,85822,3367,54.7,78.82,2785,45.3,65.26,1,6153,72.06,4686,50.2,109.70,4655,49.8,109.09,0,9341,109.39,607,36.4,14.21,1062,63.6,24.89,0,1669,19.55,4079,53.2,95.49,3593,46.8,84.20,0,7672,89.85
Taux standardisés,           .,          . ,1270.99,           .,          . ,1075.83,           .,           .,1177.50,           .,           .,           .,           .,          . ,59.09,           .,          . ,74.34,           .,           .,65.66,           .,          . ,93.95,           .,          . ,114.72,           .,           .,103.61,           .,          . ,13.08,           .,          . ,24.83,           .,           .,18.75,           .,          . ,80.87,           .,          . ,89.89,           .,           .,84.86
