"","Region name","School status","Schools details"
"91","Smoky Lake County","Open","No school status to report"
"92","Special Areas No. 2","Open","No school status to report"
"93","Special Areas No. 3","Open","No school status to report"
"94","Special Areas No. 4","Open","No school status to report"
"95","Starland County","Open","No school status to report"
"96","Strathcona County","Open","No school status to report"
"97","Sturgeon County","Open","No school status to report"
"98","Thorhild County","Open","No school status to report"
"99","Town Of Canmore","Open","No school status to report"
"100","Town Of Cochrane","Open","No school status to report"
"101","Town Of Drumheller","Open","No school status to report"
"102","Town Of High River","Open","No school status to report"
"103","Town Of Hinton","Open","No school status to report"
"104","Town Of Morinville","Open","No school status to report"
"105","Town Of Okotoks","Open","No school status to report"
"106","Town Of Olds","Open","No school status to report"
"107","Town Of Stony Plain","Open","No school status to report"
"108","Town Of Strathmore","Open","No school status to report"
"109","Town Of Sylvan Lake","Open","No school status to report"
"110","Town Of Whitecourt","Open","No school status to report"
"111","Vulcan County","Open","No school status to report"
"112","Westlock County","Open","No school status to report"
"113","Wheatland County","Open","No school status to report"
"114","Woodlands County","Open","No school status to report"
"115","Yellowhead County","Open","No school status to report"
