"","Region name","School status","Schools details"
"75","City Of Calgary","Open (Outbreak, 2-4 cases)","West Ridge School"
"76","City Of Calgary","Open (Outbreak, 2-4 cases)","Ernest Manning High School"
"77","City Of Calgary","Open (Outbreak, 2-4 cases)","Ascension of Our Lord"
"78","City Of Calgary","Open (Outbreak, 2-4 cases)","Bishop Grandin High School"
"79","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Joan of Arc Elementary/Junior High School"
"80","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"81","City Of Calgary","Open (Outbreak, 2-4 cases)","Jennie Elliott School"
"82","City Of Calgary","Open (Outbreak, 2-4 cases)","Westmount Mid/High School"
"83","City Of Calgary","Open (Outbreak, 2-4 cases)","FFCA High School Campus"
"84","City Of Calgary","Open (Outbreak, 2-4 cases)","Catherine Nichols Gunn School"
"85","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Peace Elementary Junior High School"
"86","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Patrick School"
"87","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jean Brebeuf School"
"88","City Of Calgary","Open (Outbreak, 2-4 cases)","Robert Thirsk School"
"89","City Of Calgary","Open (Outbreak, 2-4 cases)","Fairview School"
"90","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"91","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"92","City Of Calgary","Open (Outbreak, 2-4 cases)","Hillhurst School"
"93","City Of Calgary","Open (Outbreak, 2-4 cases)","Don Bosco School"
"94","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. George Stanley School"
"95","City Of Calgary","Open (Outbreak, 2-4 cases)","James Fowler High School"
"96","City Of Calgary","Open (Outbreak, 2-4 cases)","Mother Mary Greene School"
"97","City Of Calgary","Open (Outbreak, 2-4 cases)","Almadina Language Charter Academy Ogden Campus"
"98","City Of Calgary","Open (Outbreak, 2-4 cases)","Thomas B Riley School"
"99","City Of Calgary","Open (Outbreak, 2-4 cases)","Ted Harrison School"
"100","City Of Calgary","Open (Outbreak, 2-4 cases)","Cranston School"
"101","City Of Calgary","Open (Outbreak, 2-4 cases)","Taradale School"
"102","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Alphonsus Elementary Junior High School"
"103","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. E. P. Scarlett High School"
"104","City Of Calgary","Open (Outbreak, 2-4 cases)","Falconridge School"
"105","City Of Edmonton","Open (Outbreak, 2-4 cases)","Michael Strembitsky School"
"106","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"107","City Of Edmonton","Open (Outbreak, 2-4 cases)","John D Bracco School"
"108","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Teresa of Calcutta Elementary School"
"109","City Of Edmonton","Open (Outbreak, 2-4 cases)","Meadowlark Christian School"
"110","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mary Hanley"
"111","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kim Hung School"
"112","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Edmund"
"113","City Of Edmonton","Open (Outbreak, 2-4 cases)","A. Blair McPherson School"
"114","City Of Edmonton","Open (Outbreak, 2-4 cases)","York School"
"115","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Philip"
"116","City Of Edmonton","Open (Outbreak, 2-4 cases)","Overlanders School"
"117","City Of Edmonton","Open (Outbreak, 2-4 cases)","Nebula Academy"
"118","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mee-Yah-Noh School"
"119","City Of Edmonton","Open (Outbreak, 2-4 cases)","Greenview School"
"120","City Of Edmonton","Open (Outbreak, 2-4 cases)","Delwood School"
"121","City Of Fort Saskatchewan","Open (Outbreak, 2-4 cases)","Fort Saskatchewan High School"
"122","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Peace Wapiti Academy"
"123","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Grande Prairie Christian School"
"124","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. Joseph Catholic High School"
"125","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. John Paul II Catholic School / Faculte St. Jean-Paul II"
"126","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Immanuel Christian Secondary School"
"127","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Gilbert Paterson Middle School"
"128","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Catholic Central High School"
"129","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Wilson Middle School"
"130","City Of Lethbridge","Open (Outbreak, 2-4 cases)","General Stewart School"
"131","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Senator Joyce Fairbairn Middle School"
"132","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"133","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Crestwood School"
"134","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Medicine Hat High School"
"135","City Of Red Deer","Open (Outbreak, 2-4 cases)","Holy Family School"
"136","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Prescott Learning Centre"
"137","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Copperhaven School"
"138","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Spruce Grove Composite High School"
"139","City Of St. Albert","Open (Outbreak, 2-4 cases)","Ecole La Mission"
"140","City Of St. Albert","Open (Outbreak, 2-4 cases)","Albert Lacombe Catholic Elementary School"
"141","City Of St. Albert","Open (Outbreak, 2-4 cases)","Vital Grandin Catholic School"
"142","City Of Wetaskiwin","Open (Outbreak, 2-4 cases)","Wetaskiwin Composite High School"
"143","County Of Grande Prairie No. 1","Open (Outbreak, 2-4 cases)","St. Mary's Catholic School"
"144","County Of Newell","Open (Outbreak, 2-4 cases)","Bassano School"
"145","County Of St. Paul No. 19","Open (Outbreak, 2-4 cases)","Glen Avon Protestant School"
"146","Kneehill County","Open (Outbreak, 2-4 cases)","Kneehill Christian School"
"147","Lamont County","Open (Outbreak, 2-4 cases)","Mundare School"
"148","Lethbridge County","Open (Outbreak, 2-4 cases)","St. Catherine's School"
"149","Lethbridge County","Open (Outbreak, 2-4 cases)","Barons School"
"150","Lethbridge County","Open (Outbreak, 2-4 cases)","Kate Andrews High School"
"151","Municipal District Of Greenview No. 16","Open (Outbreak, 2-4 cases)","Sheldon Coates Elementary School"
"152","Municipal District Of Opportunity No. 17","Open (Outbreak, 2-4 cases)","Calling Lake School"
"153","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Glenmary School"
"154","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Christian School Alternative Program"
"155","Municipal District Of Willow Creek No. 26","Open (Outbreak, 2-4 cases)","Willow Creek Composite High School"
"156","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Father Patrick Mercredi Community School"
"157","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"158","Rocky View County","Open (Outbreak, 2-4 cases)","Edge School"
"159","Strathcona County","Open (Outbreak, 2-4 cases)","Strathcona Christian Academy"
"160","Strathcona County","Open (Outbreak, 2-4 cases)","Archbishop Jordan Catholic High School"
"161","Sturgeon County","Open (Outbreak, 2-4 cases)","Gibbons School"
"162","Town Of Cochrane","Open (Outbreak, 2-4 cases)","Cochrane High School"
"163","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"164","Town Of Stony Plain","Open (Outbreak, 2-4 cases)","Memorial Composite High School"
"165","Town Of Whitecourt","Open (Outbreak, 2-4 cases)","Percy Baxter Middle School"
"166","Westlock County","Open (Outbreak, 2-4 cases)","Westlock Elementary School"
"167","Westlock County","Open (Outbreak, 2-4 cases)","St. Mary Catholic School"
"168","Athabasca County","Open","No school status to report"
"169","Beaver County","Open","No school status to report"
"170","Big Lakes County","Open","No school status to report"
"171","Birch Hills County","Open","No school status to report"
"172","Brazeau County","Open","No school status to report"
"173","Camrose County","Open","No school status to report"
"174","Cardston County","Open","No school status to report"
"175","City Of Beaumont","Open","No school status to report"
"176","City Of Camrose","Open","No school status to report"
"177","City Of Cold Lake","Open","No school status to report"
"178","City Of Lacombe","Open","No school status to report"
"179","City Of Leduc","Open","No school status to report"
"180","City Of Lloydminster","Open","No school status to report"
"181","Clear Hills County","Open","No school status to report"
"182","Clearwater County","Open","No school status to report"
"183","County Of Barrhead No. 11","Open","No school status to report"
"184","County Of Forty Mile No. 8","Open","No school status to report"
"185","County Of Minburn No. 27","Open","No school status to report"
"186","County Of Northern Lights","Open","No school status to report"
"187","County Of Paintearth No. 18","Open","No school status to report"
"188","County Of Stettler No. 6","Open","No school status to report"
"189","County Of Two Hills No. 21","Open","No school status to report"
"190","County Of Vermilion River","Open","No school status to report"
"191","County Of Warner No. 5","Open","No school status to report"
"192","Cypress County","Open","No school status to report"
"193","Flagstaff County","Open","No school status to report"
"194","Foothills County","Open","No school status to report"
"195","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"196","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"197","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"198","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"199","I.d. No. 349","Open","No schools listed in this geography."
"200","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"201","I.d. No. 9 (Banff)","Open","No school status to report"
"202","Kananaskis Improvement District","Open","No schools listed in this geography."
"203","Lac La Biche County","Open","No school status to report"
"204","Lac Ste. Anne County","Open","No school status to report"
"205","Lacombe County","Open","No school status to report"
"206","Leduc County","Open","No school status to report"
"207","Mackenzie County","Open","No school status to report"
"208","Mountain View County","Open","No school status to report"
"209","Municipal District Of Acadia No. 34","Open","No school status to report"
"210","Municipal District Of Bighorn No. 8","Open","No school status to report"
"211","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"212","Municipal District Of Fairview No. 136","Open","No school status to report"
"213","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"214","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"215","Municipal District Of Provost No. 52","Open","No school status to report"
"216","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"217","Municipal District Of Smoky River No. 130","Open","No school status to report"
"218","Municipal District Of Spirit River No. 133","Open","No school status to report"
"219","Municipal District Of Wainwright No. 61","Open","No school status to report"
"220","Municipality Of Crowsnest Pass","Open","No school status to report"
"221","Municipality Of Jasper","Open","No school status to report"
"222","Northern Sunrise County","Open","No school status to report"
"223","Parkland County","Open","No school status to report"
"224","Ponoka County","Open","No school status to report"
"225","Red Deer County","Open","No school status to report"
"226","Saddle Hills County","Open","No school status to report"
"227","Smoky Lake County","Open","No school status to report"
"228","Special Areas No. 2","Open","No school status to report"
"229","Special Areas No. 3","Open","No school status to report"
"230","Special Areas No. 4","Open","No school status to report"
"231","Starland County","Open","No school status to report"
"232","Thorhild County","Open","No school status to report"
"233","Town Of Canmore","Open","No school status to report"
"234","Town Of Drumheller","Open","No school status to report"
"235","Town Of High River","Open","No school status to report"
"236","Town Of Hinton","Open","No school status to report"
"237","Town Of Olds","Open","No school status to report"
"238","Town Of Strathmore","Open","No school status to report"
"239","Town Of Sylvan Lake","Open","No school status to report"
"240","Vulcan County","Open","No school status to report"
"241","Wheatland County","Open","No school status to report"
"242","Woodlands County","Open","No school status to report"
"243","Yellowhead County","Open","No school status to report"
