"","Region name","School status","Schools details"
"37","City Of Edmonton","Open (Outbreak, 2-4 cases)","Oliver School"
"38","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Matthew"
"39","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dr. Donald Massey School"
"40","City Of Edmonton","Open (Outbreak, 2-4 cases)","Bishop Savaryn"
"41","City Of Edmonton","Open (Outbreak, 2-4 cases)","Louis St. Laurent"
"42","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"43","City Of St. Albert","Open (Outbreak, 2-4 cases)","Richard S Fowler Catholic Junior High School"
"44","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Springfield Elementary School"
"45","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"46","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Gabriel School"
"47","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Sister Mary Phillps Elementary School"
"48","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Elsie Yanik Catholic School"
"49","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Paul's Elementary School"
"50","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"51","Athabasca County","Open","No school status to report"
"52","Beaver County","Open","No school status to report"
"53","Big Lakes County","Open","No school status to report"
"54","Birch Hills County","Open","No school status to report"
"55","Brazeau County","Open","No school status to report"
"56","Camrose County","Open","No school status to report"
"57","Cardston County","Open","No school status to report"
"58","City Of Airdrie","Open","No school status to report"
"59","City Of Beaumont","Open","No school status to report"
"60","City Of Brooks","Open","No school status to report"
"61","City Of Camrose","Open","No school status to report"
"62","City Of Chestermere","Open","No school status to report"
"63","City Of Cold Lake","Open","No school status to report"
"64","City Of Fort Saskatchewan","Open","No school status to report"
"65","City Of Grande Prairie","Open","No school status to report"
"66","City Of Lacombe","Open","No school status to report"
"67","City Of Leduc","Open","No school status to report"
"68","City Of Lloydminster","Open","No school status to report"
"69","City Of Medicine Hat","Open","No school status to report"
"70","City Of Red Deer","Open","No school status to report"
"71","City Of Spruce Grove","Open","No school status to report"
"72","City Of Wetaskiwin","Open","No school status to report"
"73","Clear Hills County","Open","No school status to report"
"74","Clearwater County","Open","No school status to report"
"75","County Of Barrhead No. 11","Open","No school status to report"
"76","County Of Forty Mile No. 8","Open","No school status to report"
"77","County Of Grande Prairie No. 1","Open","No school status to report"
"78","County Of Minburn No. 27","Open","No school status to report"
"79","County Of Newell","Open","No school status to report"
"80","County Of Northern Lights","Open","No school status to report"
"81","County Of Paintearth No. 18","Open","No school status to report"
"82","County Of St. Paul No. 19","Open","No school status to report"
"83","County Of Stettler No. 6","Open","No school status to report"
"84","County Of Two Hills No. 21","Open","No school status to report"
"85","County Of Vermilion River","Open","No school status to report"
"86","County Of Warner No. 5","Open","No school status to report"
"87","County Of Wetaskiwin No. 10","Open","No school status to report"
"88","Cypress County","Open","No school status to report"
"89","Flagstaff County","Open","No school status to report"
"90","Foothills County","Open","No school status to report"
"91","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"92","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"93","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"94","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"95","I.d. No. 349","Open","No schools listed in this geography."
"96","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"97","I.d. No. 9 (Banff)","Open","No school status to report"
"98","Kananaskis Improvement District","Open","No schools listed in this geography."
"99","Kneehill County","Open","No school status to report"
"100","Lac La Biche County","Open","No school status to report"
"101","Lac Ste. Anne County","Open","No school status to report"
"102","Lacombe County","Open","No school status to report"
"103","Lamont County","Open","No school status to report"
"104","Leduc County","Open","No school status to report"
"105","Lethbridge County","Open","No school status to report"
"106","Mackenzie County","Open","No school status to report"
"107","Mountain View County","Open","No school status to report"
"108","Municipal District Of Acadia No. 34","Open","No school status to report"
"109","Municipal District Of Bighorn No. 8","Open","No school status to report"
"110","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"111","Municipal District Of Fairview No. 136","Open","No school status to report"
"112","Municipal District Of Greenview No. 16","Open","No school status to report"
"113","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"114","Municipal District Of Opportunity No. 17","Open","No school status to report"
"115","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"116","Municipal District Of Provost No. 52","Open","No school status to report"
"117","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"118","Municipal District Of Smoky River No. 130","Open","No school status to report"
"119","Municipal District Of Spirit River No. 133","Open","No school status to report"
"120","Municipal District Of Taber","Open","No school status to report"
"121","Municipal District Of Wainwright No. 61","Open","No school status to report"
"122","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"123","Municipality Of Crowsnest Pass","Open","No school status to report"
"124","Municipality Of Jasper","Open","No school status to report"
"125","Northern Sunrise County","Open","No school status to report"
"126","Parkland County","Open","No school status to report"
"127","Ponoka County","Open","No school status to report"
"128","Red Deer County","Open","No school status to report"
"129","Rocky View County","Open","No school status to report"
"130","Saddle Hills County","Open","No school status to report"
"131","Smoky Lake County","Open","No school status to report"
"132","Special Areas No. 2","Open","No school status to report"
"133","Special Areas No. 3","Open","No school status to report"
"134","Special Areas No. 4","Open","No school status to report"
"135","Starland County","Open","No school status to report"
"136","Strathcona County","Open","No school status to report"
"137","Sturgeon County","Open","No school status to report"
"138","Thorhild County","Open","No school status to report"
"139","Town Of Canmore","Open","No school status to report"
"140","Town Of Cochrane","Open","No school status to report"
"141","Town Of Drumheller","Open","No school status to report"
"142","Town Of High River","Open","No school status to report"
"143","Town Of Hinton","Open","No school status to report"
"144","Town Of Morinville","Open","No school status to report"
"145","Town Of Olds","Open","No school status to report"
"146","Town Of Stony Plain","Open","No school status to report"
"147","Town Of Strathmore","Open","No school status to report"
"148","Town Of Sylvan Lake","Open","No school status to report"
"149","Town Of Whitecourt","Open","No school status to report"
"150","Vulcan County","Open","No school status to report"
"151","Westlock County","Open","No school status to report"
"152","Wheatland County","Open","No school status to report"
"153","Woodlands County","Open","No school status to report"
"154","Yellowhead County","Open","No school status to report"
