Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
54 766,5 417, 521, 61,23 322,8 242,20 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,56,197074,28.41572201,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1804,755459,238.7952225,,
4,Mauricie et Centre-du-Québec,2040,522341,390.5494686,,
5,Estrie,956,493163,193.8507147,,
6,Montréal,27041,2065657,1309.07503,,
7,Outaouais,576,401032,143.6294361,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,187,89998,207.7823952,,
12,Chaudière-Appalaches,513,430309,119.2166559,,
13,Laval,5729,442745,1293.972829,,
14,Lanaudière,4148,520092,797.5512025,,
15,Laurentides,3298,626968,526.0236567,,
16,Montérégie,7739,1432751,540.1496841,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1622,,,,,
10-19 ans,2479,,,,,
20-29 ans,6935,,,,,
30-39 ans,7016,,,,,
40-49 ans,8296,,,,,
50-59 ans,8011,,,,,
60-69 ans,4914,,,,,
70-79 ans,4259,,,,,
80-89 ans,6545,,,,,
90 ans et plus,4614,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,95,,,,,
60-69 ans,319,,,,,
70-79 ans,971,,,,,
80-89 ans,2171,,,,,
90 ans et plus,1832,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,54.58902972,"rgb(28,129,154)",2790,,,
Alberta,173.8668968,"rgb(28,129,154)",7673,,,
Saskatchewan,61.43868064,"rgb(28,129,154)",726,,,
Manitoba,22.72204263,"rgb(28,129,154)",313,,,
Ontario,226.355299,"rgb(28,129,154)",33301,,,
Québec,641.3576743,"rgb(239,117,22)",54766,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,266.8202568,"rgb(179,30,58)",101111,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2966.708323,"rgb(28,129,154)",151626,,,
Alberta,7685.333773,"rgb(28,129,154)",339165,,,
Saskatchewan,4468.098431,"rgb(28,129,154)",52798,,,
Manitoba,4075.956957,"rgb(28,129,154)",56147,,,
Ontario,7569.902773,"rgb(28,129,154)",1113671,,,
Québec,6456.813286,"rgb(239,117,22)",551352,,,
Terre-Neuve et Labrador,3011.326038,"rgb(28,129,154)",15700,,,
Nouveau-Brunswick,4639.015991,"rgb(28,129,154)",36184,,,
Nouvelle-Écosse,5314.095658,"rgb(28,129,154)",51943,,,
Île-du-Prince-Édouard,6099.596606,"rgb(28,129,154)",9647,,,
Canada,6287.883992,"rgb(179,30,58)",2382781,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,641.3576743,"rgb(239,117,22)",54766,,,
Canada,266.8202568,"rgb(179,30,58)",101111,,,
États-Unis,704.5429978,"rgb(28,129,154)",2332056,,,
Italie,394.0916373,"rgb(28,129,154)",238275,,,
France,245.2648824,"rgb(28,129,154)",160093,,,
Espagne,626.7124186,"rgb(28,129,154)",293018,,,
Allemagne,228.2251174,"rgb(28,129,154)",191216,,,
Chine,5.792859216,"rgb(28,129,154)",83378,,,
Royaume-Uni,448.2970726,"rgb(28,129,154)",304331,,,
Suisse,361.564029,"rgb(28,129,154)",31292,,,
Portugal,383.7806885,"rgb(28,129,154)",39133,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,634.377994,"rgb(239,117,22)",5417,,,
Canada,222.1676911,"rgb(179,30,58)",8419,,,
États-Unis,368.6375309,"rgb(28,129,154)",122020,,,
Italie,572.4273031,"rgb(28,129,154)",34610,,,
France,453.9820142,"rgb(28,129,154)",29633,,,
Espagne,605.7562716,"rgb(28,129,154)",28322,,,
Allemagne,106.953669,"rgb(28,129,154)",8961,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,627.9938882,"rgb(28,129,154)",42632,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,150.0484127,"rgb(28,129,154)",1530,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,4,1,,,,
30-39 ans,3,1, ,,,
40-49 ans,13,2,,,,
50-59 ans,49,9,,,,
60-69 ans,77,17,,,,
70-79 ans,139,23,,,,
80-89 ans,161,7,,,,
90 ans et plus,74,1,,,,
