Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
54 263,5 298, 690, 72,22 549,6 812,16 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,49,197074,24.86375676,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1774,755459,234.8241268,,
4,Mauricie et Centre-du-Québec,2033,522341,389.2093479,,
5,Estrie,948,493163,192.228533,,
6,Montréal,26814,2065657,1298.085791,,
7,Outaouais,575,401032,143.3800794,,
8,Abitibi-Témiscamingue,170,147616,115.1636679,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,186,89998,206.6712594,,
12,Chaudière-Appalaches,512,430309,118.9842648,,
13,Laval,5698,442745,1286.971056,,
14,Lanaudière,4138,520092,795.6284657,,
15,Laurentides,3218,626968,513.2638348,,
16,Montérégie,7641,1432751,533.3096958,,
17,Nunavik,16,14260,112.2019635,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1599,,,,,
10-19 ans,2459,,,,,
20-29 ans,6816,,,,,
30-39 ans,6949,,,,,
40-49 ans,8223,,,,,
50-59 ans,7949,,,,,
60-69 ans,4880,,,,,
70-79 ans,4227,,,,,
80-89 ans,6508,,,,,
90 ans et plus,4582,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,93,,,,,
60-69 ans,311,,,,,
70-79 ans,951,,,,,
80-89 ans,2119,,,,,
90 ans et plus,1795,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,53.92378706,"rgb(28,129,154)",2756,,,
Alberta,169.5389185,"rgb(28,129,154)",7482,,,
Saskatchewan,57.8843768,"rgb(28,129,154)",684,,,
Manitoba,22.06869316,"rgb(28,129,154)",304,,,
Ontario,221.2777516,"rgb(28,129,154)",32554,,,
Québec,635.4671052,"rgb(239,117,22)",54263,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,20.89762344,"rgb(28,129,154)",163,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,262.7906801,"rgb(179,30,58)",99584,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2841.818797,"rgb(28,129,154)",145243,,,
Alberta,7077.740007,"rgb(28,129,154)",312351,,,
Saskatchewan,4292.922027,"rgb(28,129,154)",50728,,,
Manitoba,3909.933598,"rgb(28,129,154)",53860,,,
Ontario,6885.480641,"rgb(28,129,154)",1012980,,,
Québec,6243.45289,"rgb(239,117,22)",533133,,,
Terre-Neuve et Labrador,2858.266282,"rgb(28,129,154)",14902,,,
Nouveau-Brunswick,4424.398681,"rgb(28,129,154)",34510,,,
Nouvelle-Écosse,5168.104582,"rgb(28,129,154)",50516,,,
Île-du-Prince-Édouard,5637.400574,"rgb(28,129,154)",8916,,,
Canada,5862.593439,"rgb(179,30,58)",2221618,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,635.4671052,"rgb(239,117,22)",54263,,,
Canada,262.7906801,"rgb(179,30,58)",99584,,,
États-Unis,668.4553714,"rgb(28,129,154)",2212605,,,
Italie,392.8098367,"rgb(28,129,154)",237500,,,
France,241.6232827,"rgb(28,129,154)",157716,,,
Espagne,623.2689202,"rgb(28,129,154)",291408,,,
Allemagne,225.6124449,"rgb(28,129,154)",189027,,,
Chine,5.785008307,"rgb(28,129,154)",83265,,,
Royaume-Uni,440.8139403,"rgb(28,129,154)",299251,,,
Suisse,360.3045864,"rgb(28,129,154)",31183,,,
Portugal,369.4525361,"rgb(28,129,154)",37672,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
