Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
58 414,5 666, 206, 12,50 703,16 440,24 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,65,197074,32.98253448,,
2,Saguenay Lac St-Jean,365,277632,131.4689949,,
3,Capitale-Nationale,1933,755459,255.8709341,,
4,Mauricie et Centre-du-Québec,2073,522341,396.8671806,,
5,Estrie,1011,493163,205.0032139,,
6,Montréal,28424,2065657,1376.027095,,
7,Outaouais,653,401032,162.8298989,,
8,Abitibi-Témiscamingue,177,147616,119.9057013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,196,89998,217.7826174,,
12,Chaudière-Appalaches,535,430309,124.3292611,,
13,Laval,5970,442745,1348.405967,,
14,Lanaudière,4449,520092,855.4255786,,
15,Laurentides,3762,626968,600.0306236,,
16,Montérégie,8613,1432751,601.1512119,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1855,,,,,
10-19 ans,2943,,,,,
20-29 ans,7990,,,,,
30-39 ans,7568,,,,,
40-49 ans,8744,,,,,
50-59 ans,8366,,,,,
60-69 ans,5113,,,,,
70-79 ans,4411,,,,,
80-89 ans,6675,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1903,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,66.89601886,"rgb(28,129,154)",3419,,,
Alberta,228.5444443,"rgb(28,129,154)",10086,,,
Saskatchewan,93.00428378,"rgb(28,129,154)",1099,,,
Manitoba,27.876244,"rgb(28,129,154)",384,,,
