Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
58 728,5 667, 200, 7,50 886,12 774,26 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,66,197074,33.48995809,,
2,Saguenay Lac St-Jean,366,277632,131.829184,,
3,Capitale-Nationale,1944,755459,257.3270025,,
4,Mauricie et Centre-du-Québec,2077,522341,397.6329639,,
5,Estrie,1028,493163,208.4503501,,
6,Montréal,28519,2065657,1380.626116,,
7,Outaouais,659,401032,164.3260388,,
8,Abitibi-Témiscamingue,178,147616,120.5831346,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,197,89998,218.8937532,,
12,Chaudière-Appalaches,546,430309,126.8855636,,
13,Laval,5998,442745,1354.730149,,
14,Lanaudière,4474,520092,860.2324204,,
15,Laurentides,3807,626968,607.2080234,,
16,Montérégie,8681,1432751,605.8973262,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,66.89601886,"rgb(28,129,154)",3419,,,
Alberta,228.5444443,"rgb(28,129,154)",10086,,,
Saskatchewan,99.68976005,"rgb(28,129,154)",1178,,,
Manitoba,28.60218785,"rgb(28,129,154)",394,,,
Ontario,262.9177192,"rgb(28,129,154)",38680,,,
Québec,687.7561534,"rgb(239,117,22)",58728,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,300.9806174,"rgb(179,30,58)",114056,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4185.648094,"rgb(28,129,154)",213925,,,
Alberta,11944.97078,"rgb(28,129,154)",527149,,,
Saskatchewan,6587.817539,"rgb(28,129,154)",77846,,,
Manitoba,5737.715034,"rgb(28,129,154)",79038,,,
Ontario,13445.62439,"rgb(28,129,154)",1978097,,,
Québec,9108.635094,"rgb(239,117,22)",777793,,,
Terre-Neuve et Labrador,4537.512108,"rgb(28,129,154)",23657,,,
Nouveau-Brunswick,5763.25685,"rgb(28,129,154)",44953,,,
Nouvelle-Écosse,6477.318184,"rgb(28,129,154)",63313,,,
Île-du-Prince-Édouard,11805.28332,"rgb(28,129,154)",18671,,,
Canada,10057.8367,"rgb(179,30,58)",3811397,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,687.7561534,"rgb(239,117,22)",58728,,,
Canada,300.9806174,"rgb(179,30,58)",114056,,,
États-Unis,1324.481537,"rgb(28,129,154)",4384069,,,
Italie,407.0634585,"rgb(28,129,154)",246118,,,
France,276.5716096,"rgb(28,129,154)",180528,,,
Espagne,683.3547579,"rgb(28,129,154)",319501,,,
Allemagne,246.9816949,"rgb(28,129,154)",206931,,,
Chine,5.828500953,"rgb(28,129,154)",83891,,,
Royaume-Uni,442.0807698,"rgb(28,129,154)",300111,,,
Suisse,398.3651741,"rgb(28,129,154)",34477,,,
Portugal,493.2866085,"rgb(28,129,154)",50299,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,663.6551766,"rgb(239,117,22)",5667,,,
Canada,234.5968374,"rgb(179,30,58)",8890,,,
États-Unis,453.0024142,"rgb(28,129,154)",149945,,,
Italie,580.6473658,"rgb(28,129,154)",35107,,,
France,462.5459783,"rgb(28,129,154)",30192,,,
Espagne,608.1089723,"rgb(28,129,154)",28432,,,
Allemagne,109.8420506,"rgb(28,129,154)",9203,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,674.0563973,"rgb(28,129,154)",45759,,,
Suisse,228.5483988,"rgb(28,129,154)",1978,,,
Portugal,168.5838048,"rgb(28,129,154)",1719,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,1,0,,,,
20-29 ans,5,1,,,,
30-39 ans,1,0, ,,,
40-49 ans,6,0,,,,
50-59 ans,19,3,,,,
60-69 ans,37,1,,,,
70-79 ans,59,2,,,,
80-89 ans,53,0,,,,
90 ans et plus,18,0,,,,
