Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
59 458,5 678, 177, 18,50 886,17 032,31 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,66,197074,33.48995809,,
2,Saguenay Lac St-Jean,367,277632,132.189373,,
3,Capitale-Nationale,1956,755459,258.9154408,,
4,Mauricie et Centre-du-Québec,2082,522341,398.590193,,
5,Estrie,1058,493163,214.5335315,,
6,Montréal,28843,2065657,1396.311198,,
7,Outaouais,678,401032,169.0638154,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,206,89998,228.8939754,,
12,Chaudière-Appalaches,563,430309,130.836213,,
13,Laval,6057,442745,1368.056105,,
14,Lanaudière,4508,520092,866.7697254,,
15,Laurentides,3897,626968,621.562823,,
16,Montérégie,8806,1432751,614.621801,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,71.23966208,"rgb(28,129,154)",3641,,,
Alberta,245.6977403,"rgb(28,129,154)",10843,,,
Saskatchewan,111.6220658,"rgb(28,129,154)",1319,,,
Manitoba,30.12666994,"rgb(28,129,154)",415,,,
