Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
64 986,5 780, 124, 19,57 268,20 479,12 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,159,197074,80.68035357,,
2,Saguenay Lac St-Jean,382,277632,137.5922084,,
3,Capitale-Nationale,2504,755459,331.4541226,,
4,Mauricie et Centre-du-Québec,2186,522341,418.5005581,,
5,Estrie,1454,493163,294.8315263,,
6,Montréal,30435,2065657,1473.381108,,
7,Outaouais,978,401032,243.8708133,,
8,Abitibi-Témiscamingue,191,147616,129.389768,,
9,Côte-Nord,137,90033,152.1664279,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,220,89998,244.4498767,,
12,Chaudière-Appalaches,747,430309,173.5961832,,
13,Laval,6506,442745,1469.468882,,
14,Lanaudière,4954,520092,952.5237843,,
15,Laurentides,4375,626968,697.8027587,,
16,Montérégie,9684,1432751,675.902512,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,11,18385,59.83138428,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2270,,,,,
10-19 ans,3762,,,,,
20-29 ans,9652,,,,,
30-39 ans,8554,,,,,
40-49 ans,9647,,,,,
50-59 ans,9113,,,,,
60-69 ans,5522,,,,,
70-79 ans,4718,,,,,
80-89 ans,6900,,,,,
90 ans et plus,4777,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.6,"rgb(155,207, 229)",,,,
Femmes,57.4,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1035,,,,,
80-89 ans,2320,,,,,
90 ans et plus,1936,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,136.2182168,"rgb(28,129,154)",6962,,,
Alberta,349.297304,"rgb(28,129,154)",15415,,,
Saskatchewan,144.6263157,"rgb(28,129,154)",1709,,,
Manitoba,102.3580834,"rgb(28,129,154)",1410,,,
Ontario,301.1182772,"rgb(28,129,154)",44300,,,
Québec,761.042797,"rgb(239,117,22)",64986,,,
Terre-Neuve et Labrador,51.9789399,"rgb(28,129,154)",271,,,
Nouveau-Brunswick,24.7438118,"rgb(28,129,154)",193,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,34.77535123,"rgb(28,129,154)",55,,,
Canada,359.9966317,"rgb(179,30,58)",136420,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6871.741412,"rgb(28,129,154)",351209,,,
Alberta,19182.48343,"rgb(28,129,154)",846551,,,
Saskatchewan,11194.11069,"rgb(28,129,154)",132277,,,
Manitoba,10767.63481,"rgb(28,129,154)",148326,,,
Ontario,21341.38744,"rgb(28,129,154)",3139708,,,
Québec,14626.14267,"rgb(239,117,22)",1248937,,,
Terre-Neuve et Labrador,6706.434072,"rgb(28,129,154)",34965,,,
Nouveau-Brunswick,7390.322734,"rgb(28,129,154)",57644,,,
Nouvelle-Écosse,8584.520854,"rgb(28,129,154)",83910,,,
Île-du-Prince-Édouard,19665.77726,"rgb(28,129,154)",31103,,,
Canada,16053.11853,"rgb(179,30,58)",6083297,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,761.042797,"rgb(239,117,22)",64986,,,
Canada,359.9966317,"rgb(179,30,58)",136420,,,
États-Unis,2018.472354,"rgb(28,129,154)",6681197,,,
Italie,473.5169593,"rgb(28,129,154)",286297,,,
France,572.8372724,"rgb(28,129,154)",373911,,,
Espagne,1233.450408,"rgb(28,129,154)",576697,,,
Allemagne,311.2613154,"rgb(28,129,154)",260787,,,
Chine,5.918334806,"rgb(28,129,154)",85184,,,
Royaume-Uni,537.9223122,"rgb(28,129,154)",365174,,,
Suisse,545.1306828,"rgb(28,129,154)",47179,,,
Portugal,627.4867705,"rgb(28,129,154)",63983,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,676.8884632,"rgb(239,117,22)",5780,,,
Canada,241.9857142,"rgb(179,30,58)",9170,,,
États-Unis,598.687048,"rgb(28,129,154)",198167,,,
Italie,588.8508892,"rgb(28,129,154)",35603,,,
France,473.5458462,"rgb(28,129,154)",30910,,,
Espagne,636.23444,"rgb(28,129,154)",29747,,,
Allemagne,112.515594,"rgb(28,129,154)",9427,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,613.1307376,"rgb(28,129,154)",41623,,,
Suisse,233.5168422,"rgb(28,129,154)",2021,,,
Portugal,183.0982918,"rgb(28,129,154)",1867,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,0,0,,,,
20-29 ans,1,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,8,2,,,,
50-59 ans,11,3,,,,
60-69 ans,18,3,,,,
70-79 ans,39,8,,,,
80-89 ans,28,2,,,,
90 ans et plus,15,0,,,,
