Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
54 884,5 424, 515, 56,23 620,7 980,22 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,56,197074,28.41572201,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1810,755459,239.5894417,,
4,Mauricie et Centre-du-Québec,2041,522341,390.7409145,,
5,Estrie,959,493163,194.4590328,,
6,Montréal,27073,2065657,1310.624174,,
7,Outaouais,576,401032,143.6294361,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,187,89998,207.7823952,,
12,Chaudière-Appalaches,514,430309,119.4490471,,
13,Laval,5754,442745,1299.61942,,
14,Lanaudière,4154,520092,798.7048445,,
15,Laurentides,3326,626968,530.4895944,,
16,Montérégie,7756,1432751,541.3362126,,
17,Nunavik,16,14260,112.2019635,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1629,,,,,
10-19 ans,2490,,,,,
20-29 ans,6967,,,,,
30-39 ans,7030,,,,,
40-49 ans,8308,,,,,
50-59 ans,8028,,,,,
60-69 ans,4930,,,,,
70-79 ans,4263,,,,,
80-89 ans,6552,,,,,
90 ans et plus,4613,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,95,,,,,
60-69 ans,320,,,,,
70-79 ans,972,,,,,
80-89 ans,2174,,,,,
90 ans et plus,1834,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
