Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
60 471,5 695, 156, 22,50 886,16 624,8 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,70,197074,35.51965252,,
2,Saguenay Lac St-Jean,370,277632,133.2699401,,
3,Capitale-Nationale,1971,755459,260.9009887,,
4,Mauricie et Centre-du-Québec,2101,522341,402.2276635,,
5,Estrie,1098,493163,222.6444401,,
6,Montréal,29207,2065657,1413.93271,,
7,Outaouais,707,401032,176.2951585,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,578,430309,134.3220802,,
13,Laval,6126,442745,1383.640696,,
14,Lanaudière,4604,520092,885.2279981,,
15,Laurentides,4047,626968,645.487489,,
16,Montérégie,9010,1432751,628.8601439,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,76.9724885,"rgb(28,129,154)",3934,,,
Alberta,258.9989092,"rgb(28,129,154)",11430,,,
Saskatchewan,121.2694619,"rgb(28,129,154)",1433,,,
Manitoba,36.8053534,"rgb(28,129,154)",507,,,
Ontario,271.6657829,"rgb(28,129,154)",39967,,,
Québec,708.1682051,"rgb(239,117,22)",60471,,,
Terre-Neuve et Labrador,51.21172307,"rgb(28,129,154)",267,,,
Nouveau-Brunswick,22.56430506,"rgb(28,129,154)",176,,,
Nouvelle-Écosse,109.5700374,"rgb(28,129,154)",1071,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,314.8849002,"rgb(179,30,58)",119325,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4692.79779,"rgb(28,129,154)",239845,,,
Alberta,13895.32547,"rgb(28,129,154)",613221,,,
Saskatchewan,8021.386754,"rgb(28,129,154)",94786,,,
Manitoba,7009.205694,"rgb(28,129,154)",96553,,,
Ontario,15598.82399,"rgb(28,129,154)",2294872,,,
Québec,10639.70293,"rgb(239,117,22)",908532,,,
Terre-Neuve et Labrador,5107.554209,"rgb(28,129,154)",26629,,,
Nouveau-Brunswick,6142.491022,"rgb(28,129,154)",47911,,,
Nouvelle-Écosse,6862.705981,"rgb(28,129,154)",67080,,,
Île-du-Prince-Édouard,13440.98939,"rgb(28,129,154)",21258,,,
Canada,11656.14838,"rgb(179,30,58)",4417074,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,708.1682051,"rgb(239,117,22)",60471,,,
Canada,314.8849002,"rgb(179,30,58)",119325,,,
États-Unis,1558.942499,"rgb(28,129,154)",5160141,,,
Italie,414.4201665,"rgb(28,129,154)",250566,,,
France,303.217947,"rgb(28,129,154)",197921,,,
Espagne,773.0589588,"rgb(28,129,154)",361442,,,
Allemagne,258.8932853,"rgb(28,129,154)",216911,,,
Chine,5.879080261,"rgb(28,129,154)",84619,,,
Royaume-Uni,457.8631082,"rgb(28,129,154)",310825,,,
Suisse,422.9300829,"rgb(28,129,154)",36603,,,
Portugal,516.5195947,"rgb(28,129,154)",52668,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,666.9342211,"rgb(239,117,22)",5695,,,
Canada,236.9454447,"rgb(179,30,58)",8979,,,
États-Unis,499.0866372,"rgb(28,129,154)",165199,,,
Italie,582.2682233,"rgb(28,129,154)",35205,,,
France,464.5682381,"rgb(28,129,154)",30324,,,
Espagne,609.6275337,"rgb(28,129,154)",28503,,,
Allemagne,110.5343074,"rgb(28,129,154)",9261,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,686.0618162,"rgb(28,129,154)",46574,,,
Suisse,229.4727603,"rgb(28,129,154)",1986,,,
Portugal,172.2124266,"rgb(28,129,154)",1756,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,1,1,,,,
20-29 ans,7,3,,,,
