Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
56 730,5 633, 295, 21,26 025,8 215,13 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,62,197074,31.46026366,,
2,Saguenay Lac St-Jean,351,277632,126.4263485,,
3,Capitale-Nationale,1896,755459,250.9732494,,
4,Mauricie et Centre-du-Québec,2060,522341,394.378385,,
5,Estrie,987,493163,200.1366688,,
6,Montréal,27660,2065657,1339.041283,,
7,Outaouais,627,401032,156.3466257,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,124,90033,137.7272778,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,193,89998,214.44921,,
12,Chaudière-Appalaches,523,430309,121.5405674,,
13,Laval,5874,442745,1326.723057,,
14,Lanaudière,4302,520092,827.1613484,,
15,Laurentides,3621,626968,577.5414375,,
16,Montérégie,8219,1432751,573.6516673,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1754,,,,,
10-19 ans,2780,,,,,
20-29 ans,7372,,,,,
30-39 ans,7268,,,,,
40-49 ans,8528,,,,,
50-59 ans,8227,,,,,
60-69 ans,5051,,,,,
70-79 ans,4375,,,,,
80-89 ans,6643,,,,,
90 ans et plus,4658,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.3,"rgb(155,207, 229)",,,,
Femmes,58.7,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,101,,,,,
60-69 ans,341,,,,,
70-79 ans,1009,,,,,
80-89 ans,2260,,,,,
90 ans et plus,1893,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,60.94796687,"rgb(28,129,154)",3115,,,
Alberta,199.9933834,"rgb(28,129,154)",8826,,,
Saskatchewan,73.70949151,"rgb(28,129,154)",871,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,250.4039777,"rgb(28,129,154)",36839,,,
Québec,664.357829,"rgb(239,117,22)",56730,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
