Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
55 937,5 577, 377, 25,25 378,6 122,5 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,61,197074,30.95284005,,
2,Saguenay Lac St-Jean,332,277632,119.582757,,
3,Capitale-Nationale,1861,755459,246.3403044,,
4,Mauricie et Centre-du-Québec,2050,522341,392.4639268,,
5,Estrie,970,493163,196.6895327,,
6,Montréal,27424,2065657,1327.616347,,
7,Outaouais,606,401032,151.1101358,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,191,89998,212.2269384,,
12,Chaudière-Appalaches,521,430309,121.0757851,,
13,Laval,5835,442745,1317.914375,,
14,Lanaudière,4256,520092,818.3167593,,
15,Laurentides,3519,626968,561.2726646,,
16,Montérégie,7961,1432751,555.6443513,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1710,,,,,
10-19 ans,2618,,,,,
20-29 ans,7163,,,,,
30-39 ans,7174,,,,,
40-49 ans,8448,,,,,
50-59 ans,8150,,,,,
60-69 ans,5005,,,,,
70-79 ans,4334,,,,,
80-89 ans,6612,,,,,
90 ans et plus,4649,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.2,"rgb(155,207, 229)",,,,
Femmes,58.8,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,100,,,,,
60-69 ans,334,,,,,
70-79 ans,999,,,,,
80-89 ans,2240,,,,,
90 ans et plus,1875,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,57.66088551,"rgb(28,129,154)",2947,,,
Alberta,187.145406,"rgb(28,129,154)",8259,,,
Saskatchewan,67.36252037,"rgb(28,129,154)",796,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,243.300849,"rgb(28,129,154)",35794,,,
Québec,655.0711067,"rgb(239,117,22)",55937,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
