Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
55 524,5 527, 422, 33,24 949,6 763,30 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,61,197074,30.95284005,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1845,755459,244.2223867,,
4,Mauricie et Centre-du-Québec,2045,522341,391.5066977,,
5,Estrie,964,493163,195.4728964,,
6,Montréal,27326,2065657,1322.872093,,
7,Outaouais,591,401032,147.369786,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,190,89998,211.1158026,,
12,Chaudière-Appalaches,521,430309,121.0757851,,
13,Laval,5797,442745,1309.331557,,
14,Lanaudière,4220,520092,811.3949071,,
15,Laurentides,3447,626968,549.7888249,,
16,Montérégie,7838,1432751,547.0594681,,
17,Nunavik,16,14260,112.2019635,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1672,,,,,
10-19 ans,2541,,,,,
20-29 ans,7095,,,,,
30-39 ans,7127,,,,,
40-49 ans,8405,,,,,
50-59 ans,8109,,,,,
60-69 ans,4976,,,,,
70-79 ans,4302,,,,,
80-89 ans,6589,,,,,
90 ans et plus,4634,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,98,,,,,
60-69 ans,332,,,,,
70-79 ans,990,,,,,
80-89 ans,2216,,,,,
90 ans et plus,1862,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,57.05434074,"rgb(28,129,154)",2916,,,
Alberta,183.7238106,"rgb(28,129,154)",8108,,,
Saskatchewan,66.43163127,"rgb(28,129,154)",785,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,238.3660439,"rgb(28,129,154)",35068,,,
Québec,650.2345161,"rgb(239,117,22)",55524,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.154036,"rgb(28,129,154)",165,,,
Nouvelle-Écosse,108.6492807,"rgb(28,129,154)",1062,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,275.1564931,"rgb(179,30,58)",104270,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3240.670901,"rgb(28,129,154)",165628,,,
Alberta,8966.687257,"rgb(28,129,154)",395713,,,
Saskatchewan,4922.710817,"rgb(28,129,154)",58170,,,
Manitoba,4514.064073,"rgb(28,129,154)",62182,,,
Ontario,9253.13355,"rgb(28,129,154)",1361305,,,
Québec,7086.729438,"rgb(239,117,22)",605141,,,
Terre-Neuve et Labrador,3393.016409,"rgb(28,129,154)",17690,,,
Nouveau-Brunswick,4905.300432,"rgb(28,129,154)",38261,,,
Nouvelle-Écosse,5592.471075,"rgb(28,129,154)",54664,,,
Île-du-Prince-Édouard,7219.995195,"rgb(28,129,154)",11419,,,
Canada,7322.851877,"rgb(179,30,58)",2774980,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,650.2345161,"rgb(239,117,22)",55524,,,
Canada,275.1564931,"rgb(179,30,58)",104270,,,
États-Unis,825.2912754,"rgb(28,129,154)",2731736,,,
Italie,397.9006522,"rgb(28,129,154)",240578,,,
