Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
57 466,5 655, 251, 18,50 050,15 864,18 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,63,197074,31.96768726,,
2,Saguenay Lac St-Jean,364,277632,131.1088059,,
3,Capitale-Nationale,1910,755459,252.8264274,,
4,Mauricie et Centre-du-Québec,2072,522341,396.6757348,,
5,Estrie,992,493163,201.1505324,,
6,Montréal,27999,2065657,1355.452527,,
7,Outaouais,633,401032,157.8427657,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,124,90033,137.7272778,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,193,89998,214.44921,,
12,Chaudière-Appalaches,529,430309,122.9349142,,
13,Laval,5904,442745,1333.498967,,
14,Lanaudière,4381,520092,842.3509687,,
15,Laurentides,3675,626968,586.1543173,,
16,Montérégie,8395,1432751,585.9357278,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1789,,,,,
10-19 ans,2851,,,,,
20-29 ans,7638,,,,,
30-39 ans,7416,,,,,
40-49 ans,8617,,,,,
50-59 ans,8278,,,,,
60-69 ans,5085,,,,,
70-79 ans,4393,,,,,
80-89 ans,6657,,,,,
90 ans et plus,4666,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.5,"rgb(155,207, 229)",,,,
Femmes,58.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,102,,,,,
60-69 ans,341,,,,,
70-79 ans,1016,,,,,
80-89 ans,2267,,,,,
90 ans et plus,1900,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,62.57194159,"rgb(28,129,154)",3198,,,
Alberta,208.8985952,"rgb(28,129,154)",9219,,,
Saskatchewan,79.63333125,"rgb(28,129,154)",941,,,
Manitoba,24.46430788,"rgb(28,129,154)",337,,,
Ontario,254.4891263,"rgb(28,129,154)",37440,,,
Québec,672.9770316,"rgb(239,117,22)",57466,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
Nouveau-Brunswick,21.53865483,"rgb(28,129,154)",168,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,290.7127176,"rgb(179,30,58)",110165,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3857.703031,"rgb(28,129,154)",197164,,,
Alberta,11008.51864,"rgb(28,129,154)",485822,,,
Saskatchewan,5918.085144,"rgb(28,129,154)",69932,,,
Manitoba,5251.042274,"rgb(28,129,154)",72334,,,
Ontario,12093.64411,"rgb(28,129,154)",1779196,,,
Québec,8647.741974,"rgb(239,117,22)",738437,,,
Terre-Neuve et Labrador,4166.562773,"rgb(28,129,154)",21723,,,
Nouveau-Brunswick,5491.715951,"rgb(28,129,154)",42835,,,
