Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
59 131,5 673, 208, 18,50 886,15 194,29 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,66,197074,33.48995809,,
2,Saguenay Lac St-Jean,367,277632,132.189373,,
3,Capitale-Nationale,1953,755459,258.5183312,,
4,Mauricie et Centre-du-Québec,2081,522341,398.3987472,,
5,Estrie,1049,493163,212.7085771,,
6,Montréal,28701,2065657,1389.436872,,
7,Outaouais,668,401032,166.5702488,,
8,Abitibi-Témiscamingue,179,147616,121.260568,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,204,89998,226.6717038,,
12,Chaudière-Appalaches,557,430309,129.4418662,,
13,Laval,6035,442745,1363.087104,,
14,Lanaudière,4490,520092,863.3087992,,
15,Laurentides,3843,626968,612.9499432,,
16,Montérégie,8747,1432751,610.5038489,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,69.6939512,"rgb(28,129,154)",3562,,,
Alberta,240.259443,"rgb(28,129,154)",10603,,,
Saskatchewan,107.3061254,"rgb(28,129,154)",1268,,,
Manitoba,29.54591486,"rgb(28,129,154)",407,,,
Ontario,264.9976784,"rgb(28,129,154)",38986,,,
Québec,692.4756352,"rgb(239,117,22)",59131,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,304.8650555,"rgb(179,30,58)",115528,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4289.719438,"rgb(28,129,154)",219244,,,
Alberta,12687.81953,"rgb(28,129,154)",559932,,,
Saskatchewan,6964.912251,"rgb(28,129,154)",82302,,,
Manitoba,6128.055044,"rgb(28,129,154)",84415,,,
Ontario,13901.30539,"rgb(28,129,154)",2045136,,,
Québec,9454.937322,"rgb(239,117,22)",807364,,,
Terre-Neuve et Labrador,4667.171751,"rgb(28,129,154)",24333,,,
Nouveau-Brunswick,5850.0525,"rgb(28,129,154)",45630,,,
Nouvelle-Écosse,6546.272624,"rgb(28,129,154)",63987,,,
Île-du-Prince-Édouard,12167.57926,"rgb(28,129,154)",19244,,,
Canada,10443.06898,"rgb(179,30,58)",3957380,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,692.4756352,"rgb(239,117,22)",59131,,,
Canada,304.8650555,"rgb(179,30,58)",115528,,,
États-Unis,1381.007368,"rgb(28,129,154)",4571171,,,
Italie,408.1517485,"rgb(28,129,154)",246776,,,
France,283.7230557,"rgb(28,129,154)",185196,,,
Espagne,705.2134864,"rgb(28,129,154)",329721,,,
Allemagne,249.6170448,"rgb(28,129,154)",209139,,,
Chine,5.84753767,"rgb(28,129,154)",84165,,,
Royaume-Uni,444.0605591,"rgb(28,129,154)",301455,,,
Suisse,404.6623873,"rgb(28,129,154)",35022,,,
Portugal,498.8668403,"rgb(28,129,154)",50868,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,664.357829,"rgb(239,117,22)",5673,,,
Canada,235.3885028,"rgb(179,30,58)",8920,,,
États-Unis,464.9449167,"rgb(28,129,154)",153898,,,
Italie,581.0112318,"rgb(28,129,154)",35129,,,
France,463.2507052,"rgb(28,129,154)",30238,,,
Espagne,608.301466,"rgb(28,129,154)",28441,,,
Allemagne,109.9733407,"rgb(28,129,154)",9214,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,677.0319735,"rgb(28,129,154)",45961,,,
Suisse,228.7794892,"rgb(28,129,154)",1980,,,
Portugal,169.3683717,"rgb(28,129,154)",1727,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,6,1,,,,
30-39 ans,3,0, ,,,
40-49 ans,8,3,,,,
50-59 ans,21,3,,,,
60-69 ans,36,2,,,,
70-79 ans,55,6,,,,
80-89 ans,55,2,,,,
90 ans et plus,23,1,,,,
