Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
63 117,5 767, 102, 18,55 724,17 133,3 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,78,197074,39.57904138,,
2,Saguenay Lac St-Jean,379,277632,136.5116413,,
3,Capitale-Nationale,2171,755459,287.3749601,,
4,Mauricie et Centre-du-Québec,2155,522341,412.5657377,,
5,Estrie,1341,493163,271.9182096,,
6,Montréal,29960,2065657,1450.386003,,
7,Outaouais,877,401032,218.6857907,,
8,Abitibi-Témiscamingue,189,147616,128.0349014,,
9,Côte-Nord,129,90033,143.280797,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,214,89998,237.7830618,,
12,Chaudière-Appalaches,623,430309,144.7796816,,
13,Laval,6361,442745,1436.718653,,
14,Lanaudière,4877,520092,937.7187113,,
15,Laurentides,4283,626968,683.1289635,,
16,Montérégie,9412,1432751,656.9180548,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2148,,,,,
10-19 ans,3487,,,,,
20-29 ans,9212,,,,,
30-39 ans,8277,,,,,
40-49 ans,9392,,,,,
50-59 ans,8926,,,,,
60-69 ans,5402,,,,,
70-79 ans,4629,,,,,
80-89 ans,6828,,,,,
90 ans et plus,4745,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.4,"rgb(155,207, 229)",,,,
Femmes,57.6,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2311,,,,,
90 ans et plus,1934,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,118.1979672,"rgb(28,129,154)",6041,,,
Alberta,324.2584768,"rgb(28,129,154)",14310,,,
Saskatchewan,138.2793446,"rgb(28,129,154)",1634,,,
Manitoba,91.75930315,"rgb(28,129,154)",1264,,,
Ontario,290.1475119,"rgb(28,129,154)",42686,,,
Québec,739.1551753,"rgb(239,117,22)",63117,,,
Terre-Neuve et Labrador,51.59533149,"rgb(28,129,154)",269,,,
Nouveau-Brunswick,24.61560552,"rgb(28,129,154)",192,,,
Nouvelle-Écosse,111.0023254,"rgb(28,129,154)",1085,,,
Île-du-Prince-Édouard,29.08483921,"rgb(28,129,154)",46,,,
Canada,344.8415177,"rgb(179,30,58)",130677,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6208.514049,"rgb(28,129,154)",317312,,,
Alberta,17802.81006,"rgb(28,129,154)",785664,,,
Saskatchewan,10287.0862,"rgb(28,129,154)",121559,,,
Manitoba,10004.15966,"rgb(28,129,154)",137809,,,
Ontario,19989.25762,"rgb(28,129,154)",2940785,,,
Québec,13372.29463,"rgb(239,117,22)",1141870,,,
Terre-Neuve et Labrador,6290.410749,"rgb(28,129,154)",32796,,,
Nouveau-Brunswick,7034.293898,"rgb(28,129,154)",54867,,,
Nouvelle-Écosse,8065.725653,"rgb(28,129,154)",78839,,,
Île-du-Prince-Édouard,18193.83148,"rgb(28,129,154)",28775,,,
Canada,14905.63388,"rgb(179,30,58)",5648460,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,739.1551753,"rgb(239,117,22)",63117,,,
Canada,344.8415177,"rgb(179,30,58)",130677,,,
États-Unis,1914.824241,"rgb(28,129,154)",6338119,,,
Italie,451.3790238,"rgb(28,129,154)",272912,,,
France,459.8818041,"rgb(28,129,154)",300181,,,
Espagne,1044.840807,"rgb(28,129,154)",488513,,,
Allemagne,297.2681806,"rgb(28,129,154)",249063,,,
Chine,5.912637686,"rgb(28,129,154)",85102,,,
Royaume-Uni,501.4449884,"rgb(28,129,154)",340411,,,
Suisse,502.9913496,"rgb(28,129,154)",43532,,,
