Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
57 796,5 658, 247, 15,50 298,10 834,20 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,64,197074,32.47511087,,
2,Saguenay Lac St-Jean,364,277632,131.1088059,,
3,Capitale-Nationale,1913,755459,253.2235369,,
4,Mauricie et Centre-du-Québec,2076,522341,397.4415181,,
5,Estrie,995,493163,201.7588505,,
6,Montréal,28166,2065657,1363.537122,,
7,Outaouais,638,401032,159.089549,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,125,90033,138.8379816,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,196,89998,217.7826174,,
12,Chaudière-Appalaches,530,430309,123.1673054,,
13,Laval,5920,442745,1337.112785,,
14,Lanaudière,4415,520092,848.8882736,,
15,Laurentides,3699,626968,589.9822638,,
16,Montérégie,8462,1432751,590.6120463,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1801,,,,,
10-19 ans,2882,,,,,
20-29 ans,7754,,,,,
30-39 ans,7477,,,,,
40-49 ans,8663,,,,,
50-59 ans,8307,,,,,
60-69 ans,5100,,,,,
70-79 ans,4404,,,,,
80-89 ans,6665,,,,,
90 ans et plus,4668,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.6,"rgb(155,207, 229)",,,,
Femmes,58.4,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,103,,,,,
60-69 ans,340,,,,,
70-79 ans,1018,,,,,
80-89 ans,2267,,,,,
90 ans et plus,1901,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,64.56766956,"rgb(28,129,154)",3300,,,
