Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
62 933,5 767, 100, 20,55 615,15 238,2 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,78,197074,39.57904138,,
2,Saguenay Lac St-Jean,378,277632,136.1514523,,
3,Capitale-Nationale,2153,755459,284.9923027,,
4,Mauricie et Centre-du-Québec,2152,522341,411.9914003,,
5,Estrie,1301,493163,263.807301,,
6,Montréal,29935,2065657,1449.175734,,
7,Outaouais,864,401032,215.4441541,,
8,Abitibi-Témiscamingue,189,147616,128.0349014,,
9,Côte-Nord,128,90033,142.1700932,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,213,89998,236.671926,,
12,Chaudière-Appalaches,620,430309,144.0825082,,
13,Laval,6337,442745,1431.297925,,
14,Lanaudière,4867,520092,935.7959746,,
15,Laurentides,4271,626968,681.2149902,,
16,Montérégie,9379,1432751,654.6147935,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2130,,,,,
10-19 ans,3461,,,,,
20-29 ans,9179,,,,,
30-39 ans,8250,,,,,
40-49 ans,9365,,,,,
50-59 ans,8905,,,,,
60-69 ans,5390,,,,,
70-79 ans,4619,,,,,
80-89 ans,6822,,,,,
90 ans et plus,4740,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.4,"rgb(155,207, 229)",,,,
Femmes,57.6,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2310,,,,,
90 ans et plus,1935,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,116.4565967,"rgb(28,129,154)",5952,,,
Alberta,321.3127325,"rgb(28,129,154)",14180,,,
Saskatchewan,137.4330818,"rgb(28,129,154)",1624,,,
Manitoba,90.30741544,"rgb(28,129,154)",1244,,,
Ontario,289.2502746,"rgb(28,129,154)",42554,,,
Québec,737.0003746,"rgb(239,117,22)",62933,,,
Terre-Neuve et Labrador,51.59533149,"rgb(28,129,154)",269,,,
Nouveau-Brunswick,24.61560552,"rgb(28,129,154)",192,,,
Nouvelle-Écosse,111.0023254,"rgb(28,129,154)",1085,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,343.3452702,"rgb(179,30,58)",130110,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6136.374353,"rgb(28,129,154)",313625,,,
