Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
60 627,5 696, 157, 21,53 041,14 588,9 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,71,197074,36.02707612,,
2,Saguenay Lac St-Jean,371,277632,133.6301291,,
3,Capitale-Nationale,1972,755459,261.0333585,,
4,Mauricie et Centre-du-Québec,2097,522341,401.4618803,,
5,Estrie,1106,493163,224.2666218,,
6,Montréal,29244,2065657,1415.723908,,
7,Outaouais,715,401032,178.2900118,,
8,Abitibi-Témiscamingue,179,147616,121.260568,,
9,Côte-Nord,124,90033,137.7272778,,
10,Nord du Québec,9,13558,66.38147219,,
11,Gaspésie Îles de la Madeleine,210,89998,233.3385186,,
12,Chaudière-Appalaches,579,430309,134.5544713,,
13,Laval,6133,442745,1385.221742,,
14,Lanaudière,4635,520092,891.188482,,
15,Laurentides,4055,626968,646.7634712,,
16,Montérégie,9067,1432751,632.8385044,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,11,18385,59.83138428,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2005,,,,,
10-19 ans,3193,,,,,
20-29 ans,8606,,,,,
30-39 ans,7917,,,,,
40-49 ans,9030,,,,,
50-59 ans,8636,,,,,
60-69 ans,5242,,,,,
70-79 ans,4482,,,,,
80-89 ans,6732,,,,,
90 ans et plus,4709,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.1,"rgb(155,207, 229)",,,,
Femmes,57.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,345,,,,,
70-79 ans,1023,,,,,
80-89 ans,2283,,,,,
90 ans et plus,1912,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,76.9724885,"rgb(28,129,154)",3934,,,
