Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
65 554,5 785, 133, 23,57 628,18 332,14 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,199,197074,100.9772979,,
2,Saguenay Lac St-Jean,382,277632,137.5922084,,
3,Capitale-Nationale,2624,755459,347.3385055,,
4,Mauricie et Centre-du-Québec,2193,522341,419.8406788,,
5,Estrie,1472,493163,298.4814351,,
6,Montréal,30570,2065657,1479.916559,,
7,Outaouais,1014,401032,252.8476531,,
8,Abitibi-Témiscamingue,190,147616,128.7123347,,
9,Côte-Nord,140,90033,155.4985394,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,221,89998,245.5610125,,
12,Chaudière-Appalaches,795,430309,184.750958,,
13,Laval,6542,442745,1477.599973,,
14,Lanaudière,4998,520092,960.9838259,,
15,Laurentides,4388,626968,699.8762297,,
16,Montérégie,9749,1432751,680.4392389,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,12,18385,65.27060103,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2307,,,,,
10-19 ans,3854,,,,,
20-29 ans,9796,,,,,
30-39 ans,8635,,,,,
40-49 ans,9713,,,,,
50-59 ans,9168,,,,,
60-69 ans,5564,,,,,
70-79 ans,4740,,,,,
80-89 ans,6918,,,,,
90 ans et plus,4789,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.7,"rgb(155,207, 229)",,,,
Femmes,57.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1036,,,,,
80-89 ans,2320,,,,,
90 ans et plus,1940,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,142.4206263,"rgb(28,129,154)",7279,,,
Alberta,358.7690051,"rgb(28,129,154)",15833,,,
Saskatchewan,146.4880939,"rgb(28,129,154)",1731,,,
Manitoba,105.1892645,"rgb(28,129,154)",1449,,,
Ontario,304.6324566,"rgb(28,129,154)",44817,,,
Québec,767.6945729,"rgb(239,117,22)",65554,,,
Terre-Neuve et Labrador,51.9789399,"rgb(28,129,154)",271,,,
Nouveau-Brunswick,24.87201808,"rgb(28,129,154)",194,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,34.77535123,"rgb(28,129,154)",55,,,
Canada,364.9630125,"rgb(179,30,58)",138302,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,7013.359833,"rgb(28,129,154)",358447,,,
Alberta,19872.44474,"rgb(28,129,154)",877000,,,
Saskatchewan,11419.63973,"rgb(28,129,154)",134942,,,
Manitoba,11040.5897,"rgb(28,129,154)",152086,,,
Ontario,21974.56509,"rgb(28,129,154)",3232860,,,
Québec,14931.8433,"rgb(239,117,22)",1275041,,,
Terre-Neuve et Labrador,6803.295196,"rgb(28,129,154)",35470,,,
Nouveau-Brunswick,7484.426142,"rgb(28,129,154)",58378,,,
Nouvelle-Écosse,8668.514318,"rgb(28,129,154)",84731,,,
Île-du-Prince-Édouard,19894.6623,"rgb(28,129,154)",31465,,,
Canada,16490.96489,"rgb(179,30,58)",6249218,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,767.6945729,"rgb(239,117,22)",65554,,,
Canada,364.9630125,"rgb(179,30,58)",138302,,,
États-Unis,2039.82747,"rgb(28,129,154)",6751883,,,
Italie,477.592258,"rgb(28,129,154)",288761,,,
France,593.2758849,"rgb(28,129,154)",387252,,,
Espagne,1269.880909,"rgb(28,129,154)",593730,,,
Allemagne,314.7631798,"rgb(28,129,154)",263721,,,
Chine,5.919585393,"rgb(28,129,154)",85202,,,
Royaume-Uni,546.6884775,"rgb(28,129,154)",371125,,,
Suisse,551.739868,"rgb(28,129,154)",47751,,,
Portugal,637.6665255,"rgb(28,129,154)",65021,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,677.4740068,"rgb(239,117,22)",5785,,,
Canada,242.355158,"rgb(179,30,58)",9184,,,
États-Unis,601.6991084,"rgb(28,129,154)",199164,,,
Italie,589.1982157,"rgb(28,129,154)",35624,,,
France,474.1586522,"rgb(28,129,154)",30950,,,
Espagne,638.3946471,"rgb(28,129,154)",29848,,,
Allemagne,112.6349486,"rgb(28,129,154)",9437,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,613.3369657,"rgb(28,129,154)",41637,,,
Suisse,233.979023,"rgb(28,129,154)",2025,,,
Portugal,183.8828587,"rgb(28,129,154)",1875,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,1,0,,,,
30-39 ans,4,0, ,,,
40-49 ans,7,3,,,,
50-59 ans,9,5,,,,
60-69 ans,19,4,,,,
70-79 ans,46,9,,,,
80-89 ans,30,2,,,,
90 ans et plus,16,0,,,,
