Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
63 292,5 769, 94, 17,55 810,19 970,4 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,77,197074,39.07161777,,
2,Saguenay Lac St-Jean,379,277632,136.5116413,,
3,Capitale-Nationale,2201,755459,291.3460558,,
4,Mauricie et Centre-du-Québec,2156,522341,412.7571835,,
5,Estrie,1347,493163,273.1348459,,
6,Montréal,30028,2065657,1453.677934,,
7,Outaouais,886,401032,220.9300006,,
8,Abitibi-Témiscamingue,189,147616,128.0349014,,
9,Côte-Nord,129,90033,143.280797,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,214,89998,237.7830618,,
12,Chaudière-Appalaches,633,430309,147.103593,,
13,Laval,6374,442745,1439.65488,,
14,Lanaudière,4882,520092,938.6800797,,
15,Laurentides,4289,626968,684.0859502,,
16,Montérégie,9441,1432751,658.942133,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2157,,,,,
10-19 ans,3500,,,,,
20-29 ans,9254,,,,,
30-39 ans,8317,,,,,
40-49 ans,9409,,,,,
50-59 ans,8943,,,,,
60-69 ans,5421,,,,,
70-79 ans,4640,,,,,
80-89 ans,6832,,,,,
90 ans et plus,4748,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.4,"rgb(155,207, 229)",,,,
Femmes,57.6,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2313,,,,,
90 ans et plus,1934,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,120.5654484,"rgb(28,129,154)",6162,,,
