Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
56 316,5 612, 317, 24,25 675,10 452,9 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,62,197074,31.46026366,,
2,Saguenay Lac St-Jean,340,277632,122.4642692,,
3,Capitale-Nationale,1873,755459,247.9287427,,
4,Mauricie et Centre-du-Québec,2052,522341,392.8468185,,
5,Estrie,977,493163,198.1089417,,
6,Montréal,27528,2065657,1332.651065,,
7,Outaouais,618,401032,154.1024158,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,123,90033,136.6165739,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,192,89998,213.3380742,,
12,Chaudière-Appalaches,522,430309,121.3081762,,
13,Laval,5859,442745,1323.335103,,
14,Lanaudière,4281,520092,823.1236012,,
15,Laurentides,3571,626968,569.5665489,,
16,Montérégie,8088,1432751,564.5084177,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1728,,,,,
10-19 ans,2703,,,,,
20-29 ans,7251,,,,,
30-39 ans,7221,,,,,
40-49 ans,8485,,,,,
50-59 ans,8188,,,,,
60-69 ans,5030,,,,,
70-79 ans,4359,,,,,
80-89 ans,6624,,,,,
90 ans et plus,4653,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.2,"rgb(155,207, 229)",,,,
Femmes,58.8,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,100,,,,,
60-69 ans,336,,,,,
70-79 ans,1005,,,,,
80-89 ans,2255,,,,,
90 ans et plus,1887,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,59.24572831,"rgb(28,129,154)",3028,,,
Alberta,193.0368948,"rgb(28,129,154)",8519,,,
Saskatchewan,68.80116717,"rgb(28,129,154)",813,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,247.0665268,"rgb(28,129,154)",36348,,,
Québec,659.5095276,"rgb(239,117,22)",56316,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.28224228,"rgb(28,129,154)",166,,,
Nouvelle-Écosse,109.0585059,"rgb(28,129,154)",1066,,,
Île-du-Prince-Édouard,20.86521074,"rgb(28,129,154)",33,,,
Canada,282.1099539,"rgb(179,30,58)",106905,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3495.615366,"rgb(28,129,154)",178658,,,
Alberta,9997.335234,"rgb(28,129,154)",441197,,,
Saskatchewan,5318.67719,"rgb(28,129,154)",62849,,,
Manitoba,4851.119805,"rgb(28,129,154)",66825,,,
Ontario,10577.15673,"rgb(28,129,154)",1556093,,,
Québec,7771.674982,"rgb(239,117,22)",663629,,,
Terre-Neuve et Labrador,3789.859312,"rgb(28,129,154)",19759,,,
Nouveau-Brunswick,5161.200165,"rgb(28,129,154)",40257,,,
Nouvelle-Écosse,5867.368079,"rgb(28,129,154)",57351,,,
Île-du-Prince-Édouard,8640.094083,"rgb(28,129,154)",13665,,,
Canada,8194.646975,"rgb(179,30,58)",3105345,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,659.5095276,"rgb(239,117,22)",56316,,,
Canada,282.1099539,"rgb(179,30,58)",106905,,,
États-Unis,974.1112315,"rgb(28,129,154)",3224334,,,
Italie,400.8529283,"rgb(28,129,154)",242363,,,
France,260.5865647,"rgb(28,129,154)",170094,,,
Espagne,641.9365311,"rgb(28,129,154)",300136,,,
Allemagne,237.8224219,"rgb(28,129,154)",199257,,,
Chine,5.807240969,"rgb(28,129,154)",83585,,,
Royaume-Uni,424.4364866,"rgb(28,129,154)",288133,,,
Suisse,377.7172475,"rgb(28,129,154)",32690,,,
Portugal,444.0354236,"rgb(28,129,154)",45277,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,657.2141964,"rgb(239,117,22)",5612,,,
Canada,230.9551767,"rgb(179,30,58)",8752,,,
États-Unis,410.525413,"rgb(28,129,154)",135885,,,
Italie,577.6537414,"rgb(28,129,154)",34926,,,
France,459.2827862,"rgb(28,129,154)",29979,,,
Espagne,607.4459385,"rgb(28,129,154)",28401,,,
Allemagne,108.9230201,"rgb(28,129,154)",9126,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,657.7201892,"rgb(28,129,154)",44650,,,
Suisse,227.1618564,"rgb(28,129,154)",1966,,,
Portugal,161.2284905,"rgb(28,129,154)",1644,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,1,0,,,,
20-29 ans,5,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,12,1,,,,
50-59 ans,27,6,,,,
60-69 ans,48,8,,,,
70-79 ans,96,4,,,,
80-89 ans,88,4,,,,
