Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
57 616,5 657, 251, 17,50 190,13 074,19 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,64,197074,32.47511087,,
2,Saguenay Lac St-Jean,364,277632,131.1088059,,
3,Capitale-Nationale,1912,755459,253.0911671,,
4,Mauricie et Centre-du-Québec,2072,522341,396.6757348,,
5,Estrie,993,493163,201.3533051,,
6,Montréal,28074,2065657,1359.083333,,
7,Outaouais,636,401032,158.5908356,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,125,90033,138.8379816,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,194,89998,215.5603458,,
12,Chaudière-Appalaches,530,430309,123.1673054,,
13,Laval,5907,442745,1334.176558,,
14,Lanaudière,4400,520092,846.0041685,,
15,Laurentides,3684,626968,587.5897972,,
16,Montérégie,8428,1432751,588.2389892,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1796,,,,,
10-19 ans,2869,,,,,
20-29 ans,7697,,,,,
30-39 ans,7443,,,,,
40-49 ans,8633,,,,,
50-59 ans,8289,,,,,
60-69 ans,5090,,,,,
70-79 ans,4395,,,,,
80-89 ans,6661,,,,,
90 ans et plus,4667,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.5,"rgb(155,207, 229)",,,,
Femmes,58.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,103,,,,,
60-69 ans,341,,,,,
70-79 ans,1016,,,,,
80-89 ans,2267,,,,,
90 ans et plus,1901,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,62.57194159,"rgb(28,129,154)",3198,,,
Alberta,208.8985952,"rgb(28,129,154)",9219,,,
Saskatchewan,79.80258381,"rgb(28,129,154)",943,,,
Manitoba,24.89987419,"rgb(28,129,154)",343,,,
Ontario,255.6038757,"rgb(28,129,154)",37604,,,
Québec,674.7336625,"rgb(239,117,22)",57616,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
Nouveau-Brunswick,21.66686111,"rgb(28,129,154)",169,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,291.5650773,"rgb(179,30,58)",110488,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3903.780868,"rgb(28,129,154)",199519,,,
Alberta,11008.51864,"rgb(28,129,154)",485822,,,
Saskatchewan,6009.396902,"rgb(28,129,154)",71011,,,
Manitoba,5251.042274,"rgb(28,129,154)",72334,,,
Ontario,12270.44065,"rgb(28,129,154)",1805206,,,
Québec,8759.065533,"rgb(239,117,22)",747943,,,
Terre-Neuve et Labrador,4215.089237,"rgb(28,129,154)",21976,,,
Nouveau-Brunswick,5522.741871,"rgb(28,129,154)",43077,,,
Nouvelle-Écosse,6231.987699,"rgb(28,129,154)",60915,,,
Île-du-Prince-Édouard,10677.92967,"rgb(28,129,154)",16888,,,
Canada,9315.389165,"rgb(179,30,58)",3530048,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,674.7336625,"rgb(239,117,22)",57616,,,
Canada,291.5650773,"rgb(179,30,58)",110488,,,
États-Unis,1178.548265,"rgb(28,129,154)",3901026,,,
Italie,404.27823,"rgb(28,129,154)",244434,,,
France,267.6031936,"rgb(28,129,154)",174674,,,
Espagne,657.3338879,"rgb(28,129,154)",307335,,,
Allemagne,242.4629292,"rgb(28,129,154)",203145,,,
Chine,5.813980245,"rgb(28,129,154)",83682,,,
Royaume-Uni,434.2455768,"rgb(28,129,154)",294792,,,
Suisse,388.6247141,"rgb(28,129,154)",33634,,,
Portugal,478.3013814,"rgb(28,129,154)",48771,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,662.4840893,"rgb(239,117,22)",5657,,,
Canada,233.646839,"rgb(179,30,58)",8854,,,
États-Unis,432.9904899,"rgb(28,129,154)",143321,,,
Italie,579.6219254,"rgb(28,129,154)",35045,,,
France,461.9331722,"rgb(28,129,154)",30152,,,
Espagne,607.852314,"rgb(28,129,154)",28420,,,
Allemagne,109.3885031,"rgb(28,129,154)",9165,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,667.2950632,"rgb(28,129,154)",45300,,,
Suisse,227.508492,"rgb(28,129,154)",1969,,,
Portugal,165.8378208,"rgb(28,129,154)",1691,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,2,1,,,,
20-29 ans,8,1,,,,
30-39 ans,2,0, ,,,
40-49 ans,8,0,,,,
50-59 ans,22,4,,,,
60-69 ans,40,3,,,,
70-79 ans,76,6,,,,
80-89 ans,68,2,,,,
90 ans et plus,25,0,,,,
