Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
59 073,5 670, 190, 9,50 886,12 295,28 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,67,197074,33.99738169,,
2,Saguenay Lac St-Jean,367,277632,132.189373,,
3,Capitale-Nationale,1951,755459,258.2535915,,
4,Mauricie et Centre-du-Québec,2078,522341,397.8244097,,
5,Estrie,1042,493163,211.2891681,,
6,Montréal,28656,2065657,1387.258388,,
7,Outaouais,665,401032,165.8221788,,
8,Abitibi-Témiscamingue,178,147616,120.5831346,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,199,89998,221.1160248,,
12,Chaudière-Appalaches,547,430309,127.1179548,,
13,Laval,6028,442745,1361.506059,,
14,Lanaudière,4491,520092,863.5010729,,
15,Laurentides,3838,626968,612.1524544,,
16,Montérégie,8758,1432751,611.2716027,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,68.93087874,"rgb(28,129,154)",3523,,,
Alberta,237.2457199,"rgb(28,129,154)",10470,,,
Saskatchewan,103.0748113,"rgb(28,129,154)",1218,,,
Manitoba,29.40072609,"rgb(28,129,154)",405,,,
Ontario,264.4810872,"rgb(28,129,154)",38910,,,
Québec,691.7964046,"rgb(239,117,22)",59073,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,303.9203348,"rgb(179,30,58)",115170,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4254.168088,"rgb(28,129,154)",217427,,,
Alberta,12544.76965,"rgb(28,129,154)",553619,,,
Saskatchewan,6867.422774,"rgb(28,129,154)",81150,,,
Manitoba,6082.683553,"rgb(28,129,154)",83790,,,
Ontario,13721.75597,"rgb(28,129,154)",2018721,,,
Québec,9328.284229,"rgb(239,117,22)",796549,,,
