Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
63 876,5 770, 105, 15,56 162,11 159,7 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,78,197074,39.57904138,,
2,Saguenay Lac St-Jean,380,277632,136.8718303,,
3,Capitale-Nationale,2323,755459,307.4951784,,
4,Mauricie et Centre-du-Québec,2160,522341,413.5229668,,
5,Estrie,1366,493163,276.9875275,,
6,Montréal,30191,2065657,1461.568886,,
7,Outaouais,907,401032,226.1664905,,
8,Abitibi-Témiscamingue,190,147616,128.7123347,,
9,Côte-Nord,130,90033,144.3915009,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,215,89998,238.8941976,,
12,Chaudière-Appalaches,665,430309,154.5401095,,
13,Laval,6433,442745,1452.980835,,
14,Lanaudière,4909,520092,943.8714689,,
15,Laurentides,4319,626968,688.8708834,,
16,Montérégie,9541,1432751,665.9217128,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2203,,,,,
10-19 ans,3557,,,,,
20-29 ans,9386,,,,,
30-39 ans,8404,,,,,
40-49 ans,9489,,,,,
50-59 ans,9004,,,,,
60-69 ans,5454,,,,,
70-79 ans,4675,,,,,
80-89 ans,6864,,,,,
90 ans et plus,4769,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.5,"rgb(155,207, 229)",,,,
Femmes,57.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2314,,,,,
90 ans et plus,1934,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,120.5654484,"rgb(28,129,154)",6162,,,
Alberta,327.9746467,"rgb(28,129,154)",14474,,,
Saskatchewan,140.6488805,"rgb(28,129,154)",1662,,,
Manitoba,97.13128767,"rgb(28,129,154)",1338,,,
Ontario,293.3762068,"rgb(28,129,154)",43161,,,
Québec,748.0437279,"rgb(239,117,22)",63876,,,
Terre-Neuve et Labrador,51.78713569,"rgb(28,129,154)",270,,,
Nouveau-Brunswick,24.61560552,"rgb(28,129,154)",192,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,32.24623478,"rgb(28,129,154)",51,,,
Canada,349.1376218,"rgb(179,30,58)",132305,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6529.474065,"rgb(28,129,154)",333716,,,
Alberta,18498.68552,"rgb(28,129,154)",816374,,,
Saskatchewan,10788.15841,"rgb(28,129,154)",127480,,,
Manitoba,10004.15966,"rgb(28,129,154)",137809,,,
Ontario,20712.13181,"rgb(28,129,154)",3047133,,,
Québec,13810.04706,"rgb(239,117,22)",1179250,,,
Terre-Neuve et Labrador,6430.811428,"rgb(28,129,154)",33528,,,
Nouveau-Brunswick,7151.859055,"rgb(28,129,154)",55784,,,
Nouvelle-Écosse,8326.709001,"rgb(28,129,154)",81390,,,
Île-du-Prince-Édouard,18696.49338,"rgb(28,129,154)",29570,,,
Canada,15438.19245,"rgb(179,30,58)",5850272,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,748.0437279,"rgb(239,117,22)",63876,,,
Canada,349.1376218,"rgb(179,30,58)",132305,,,
États-Unis,1959.629622,"rgb(28,129,154)",6486426,,,
Italie,461.0909369,"rgb(28,129,154)",278784,,,
France,504.002305,"rgb(28,129,154)",328980,,,
Espagne,1124.054102,"rgb(28,129,154)",525549,,,
Allemagne,302.713138,"rgb(28,129,154)",253625,,,
Chine,5.915555723,"rgb(28,129,154)",85144,,,
Royaume-Uni,515.7174429,"rgb(28,129,154)",350100,,,
Suisse,518.0699977,"rgb(28,129,154)",44837,,,
Portugal,593.3973403,"rgb(28,129,154)",60507,,,
,,,,,,
,,,,,,
