Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
60 367,5 692, 155, 23,50 886,18 029,7 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,70,197074,35.51965252,,
2,Saguenay Lac St-Jean,369,277632,132.909751,,
3,Capitale-Nationale,1968,755459,260.5038791,,
4,Mauricie et Centre-du-Québec,2101,522341,402.2276635,,
5,Estrie,1095,493163,222.0361219,,
6,Montréal,29184,2065657,1412.819263,,
7,Outaouais,703,401032,175.2977319,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,576,430309,133.8572979,,
13,Laval,6117,442745,1381.607923,,
14,Lanaudière,4588,520092,882.1516193,,
15,Laurentides,4031,626968,642.9355246,,
16,Montérégie,8983,1432751,626.9756573,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,76.9724885,"rgb(28,129,154)",3934,,,
Alberta,258.9989092,"rgb(28,129,154)",11430,,,
Saskatchewan,119.2384312,"rgb(28,129,154)",1409,,,
Manitoba,35.64384323,"rgb(28,129,154)",491,,,
Ontario,271.1899752,"rgb(28,129,154)",39897,,,
Québec,706.9502743,"rgb(239,117,22)",60367,,,
Terre-Neuve et Labrador,51.21172307,"rgb(28,129,154)",267,,,
Nouveau-Brunswick,22.56430506,"rgb(28,129,154)",176,,,
Nouvelle-Écosse,109.5700374,"rgb(28,129,154)",1071,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,314.3201789,"rgb(179,30,58)",119111,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4641.965424,"rgb(28,129,154)",237247,,,
Alberta,13895.32547,"rgb(28,129,154)",613221,,,
Saskatchewan,7903.079212,"rgb(28,129,154)",93388,,,
Manitoba,7009.205694,"rgb(28,129,154)",96553,,,
Ontario,15427.81872,"rgb(28,129,154)",2269714,,,
Québec,10487.03999,"rgb(239,117,22)",895496,,,
Terre-Neuve et Labrador,5069.576976,"rgb(28,129,154)",26431,,,
Nouveau-Brunswick,6114.798466,"rgb(28,129,154)",47695,,,
Nouvelle-Écosse,6827.819536,"rgb(28,129,154)",66739,,,
Île-du-Prince-Édouard,13171.00621,"rgb(28,129,154)",20831,,,
Canada,11541.69468,"rgb(179,30,58)",4373702,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,706.9502743,"rgb(239,117,22)",60367,,,
Canada,314.3201789,"rgb(179,30,58)",119111,,,
États-Unis,1541.048081,"rgb(28,129,154)",5100910,,,
Italie,413.0804783,"rgb(28,129,154)",249756,,,
France,303.217947,"rgb(28,129,154)",197921,,,
Espagne,773.0589588,"rgb(28,129,154)",361442,,,
Allemagne,258.4767377,"rgb(28,129,154)",216562,,,
Chine,5.877482288,"rgb(28,129,154)",84596,,,
Royaume-Uni,456.2987211,"rgb(28,129,154)",309763,,,
Suisse,421.1737959,"rgb(28,129,154)",36451,,,
Portugal,515.2348665,"rgb(28,129,154)",52537,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,666.5828949,"rgb(239,117,22)",5692,,,
Canada,236.8398893,"rgb(179,30,58)",8975,,,
États-Unis,496.05645,"rgb(28,129,154)",164196,,,
Italie,582.0201328,"rgb(28,129,154)",35190,,,
France,464.5682381,"rgb(28,129,154)",30324,,,
Espagne,609.6275337,"rgb(28,129,154)",28503,,,
Allemagne,110.4865656,"rgb(28,129,154)",9257,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,685.1337899,"rgb(28,129,154)",46511,,,
Suisse,229.4727603,"rgb(28,129,154)",1986,,,
Portugal,171.6240014,"rgb(28,129,154)",1750,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,1,1,,,,
20-29 ans,7,3,,,,
30-39 ans,1,1, ,,,
40-49 ans,6,3,,,,
50-59 ans,16,4,,,,
60-69 ans,23,3,,,,
70-79 ans,49,7,,,,
80-89 ans,44,1,,,,
90 ans et plus,8,0,,,,
