Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
59 599,5 681,172,17,50 886,16 178,1er août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,68,197074,34.5048053,,
2,Saguenay Lac St-Jean,367,277632,132.189373,,
3,Capitale-Nationale,1958,755459,259.1801805,,
4,Mauricie et Centre-du-Québec,2083,522341,398.7816388,,
5,Estrie,1065,493163,215.9529405,,
6,Montréal,28904,2065657,1399.264253,,
7,Outaouais,680,401032,169.5625287,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,210,89998,233.3385186,,
12,Chaudière-Appalaches,567,430309,131.7657776,,
13,Laval,6069,442745,1370.766468,,
14,Lanaudière,4512,520092,867.5388201,,
15,Laurentides,3920,626968,625.2312718,,
16,Montérégie,8825,1432751,615.9479212,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45,"rgb(155,207, 229)",,,,
Femmes,55,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,71.23966208,"rgb(28,129,154)",3641,,,
Alberta,245.6977403,"rgb(28,129,154)",10843,,,
Saskatchewan,112.89146,"rgb(28,129,154)",1334,,,
Manitoba,30.27185871,"rgb(28,129,154)",417,,,
Ontario,267.3563249,"rgb(28,129,154)",39333,,,
Québec,697.9563238,"rgb(239,117,22)",59599,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
