Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
60 241,5 687, 152, 19,50 886,16 472,6 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,70,197074,35.51965252,,
2,Saguenay Lac St-Jean,368,277632,132.549562,,
3,Capitale-Nationale,1964,755459,259.9743997,,
4,Mauricie et Centre-du-Québec,2100,522341,402.0362177,,
5,Estrie,1090,493163,221.0222584,,
6,Montréal,29133,2065657,1410.350315,,
7,Outaouais,692,401032,172.5548086,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,126,90033,139.9486855,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,575,430309,133.6249068,,
13,Laval,6109,442745,1379.801014,,
14,Lanaudière,4577,520092,880.0366089,,
15,Laurentides,4022,626968,641.5000447,,
16,Montérégie,8959,1432751,625.3005582,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1871,,,,,
10-19 ans,2972,,,,,
20-29 ans,8078,,,,,
30-39 ans,7613,,,,,
40-49 ans,8792,,,,,
50-59 ans,8415,,,,,
60-69 ans,5132,,,,,
70-79 ans,4424,,,,,
80-89 ans,6681,,,,,
90 ans et plus,4674,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.7,"rgb(155,207, 229)",,,,
Femmes,58.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
