Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
62 352,5 758, 116, 16,55 300,14 027,29 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,74,197074,37.54934695,,
2,Saguenay Lac St-Jean,377,277632,135.7912633,,
3,Capitale-Nationale,2046,755459,270.828728,,
4,Mauricie et Centre-du-Québec,2139,522341,409.5026046,,
5,Estrie,1230,493163,249.4104383,,
6,Montréal,29815,2065657,1443.366445,,
7,Outaouais,821,401032,204.7218177,,
8,Abitibi-Témiscamingue,181,147616,122.6154346,,
9,Côte-Nord,127,90033,141.0593893,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,212,89998,235.5607902,,
12,Chaudière-Appalaches,605,430309,140.596641,,
13,Laval,6287,442745,1420.004743,,
14,Lanaudière,4839,520092,930.4123117,,
15,Laurentides,4227,626968,674.1970882,,
16,Montérégie,9304,1432751,649.3801086,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2097,,,,,
10-19 ans,3386,,,,,
20-29 ans,9053,,,,,
30-39 ans,8169,,,,,
40-49 ans,9285,,,,,
50-59 ans,8818,,,,,
60-69 ans,5348,,,,,
70-79 ans,4584,,,,,
80-89 ans,6806,,,,,
90 ans et plus,4734,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.3,"rgb(155,207, 229)",,,,
Femmes,57.7,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,349,,,,,
70-79 ans,1033,,,,,
80-89 ans,2304,,,,,
90 ans et plus,1933,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,107.5345188,"rgb(28,129,154)",5496,,,
Alberta,305.3603937,"rgb(28,129,154)",13476,,,
Saskatchewan,136.6714452,"rgb(28,129,154)",1615,,,
Manitoba,83.5561376,"rgb(28,129,154)",1151,,,
Ontario,286.1167413,"rgb(28,129,154)",42093,,,
Québec,730.1963574,"rgb(239,117,22)",62352,,,
Terre-Neuve et Labrador,51.59533149,"rgb(28,129,154)",269,,,
Nouveau-Brunswick,24.48739925,"rgb(28,129,154)",191,,,
Nouvelle-Écosse,110.7977128,"rgb(28,129,154)",1083,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,337.2309746,"rgb(179,30,58)",127793,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,5887.690996,"rgb(28,129,154)",300915,,,
Alberta,16859.9226,"rgb(28,129,154)",744053,,,
Saskatchewan,9926.578238,"rgb(28,129,154)",117299,,,
Manitoba,9416.508108,"rgb(28,129,154)",129714,,,
Ontario,19174.51857,"rgb(28,129,154)",2820922,,,
Québec,13001.29417,"rgb(239,117,22)",1110190,,,
Terre-Neuve et Labrador,6054.683379,"rgb(28,129,154)",31567,,,
Nouveau-Brunswick,6836.343403,"rgb(28,129,154)",53323,,,
Nouvelle-Écosse,7739.26628,"rgb(28,129,154)",75648,,,
Île-du-Prince-Édouard,17289.04007,"rgb(28,129,154)",27344,,,
Canada,14275.75853,"rgb(179,30,58)",5409770,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,730.1963574,"rgb(239,117,22)",62352,,,
Canada,337.2309746,"rgb(179,30,58)",127793,,,
États-Unis,1855.492994,"rgb(28,129,154)",6141731,,,
Italie,441.3578247,"rgb(28,129,154)",266853,,,
France,417.5200565,"rgb(28,129,154)",272530,,,
Espagne,974.4907782,"rgb(28,129,154)",455621,,,
Allemagne,290.0018717,"rgb(28,129,154)",242975,,,
Chine,5.907704814,"rgb(28,129,154)",85031,,,
Royaume-Uni,490.1628408,"rgb(28,129,154)",332752,,,
Suisse,485.4515888,"rgb(28,129,154)",42014,,,
Portugal,566.5357323,"rgb(28,129,154)",57768,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,674.3120711,"rgb(239,117,22)",5758,,,
Canada,240.5607165,"rgb(179,30,58)",9116,,,
États-Unis,564.5966866,"rgb(28,129,154)",186883,,,
Italie,586.7007722,"rgb(28,129,154)",35473,,,
France,468.8272399,"rgb(28,129,154)",30602,,,
Espagne,620.4927334,"rgb(28,129,154)",29011,,,
Allemagne,111.7517245,"rgb(28,129,154)",9363,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.2894157,"rgb(28,129,154)",41498,,,
Suisse,231.6681191,"rgb(28,129,154)",2005,,,
Portugal,178.3908906,"rgb(28,129,154)",1819,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,3,0,,,,
30-39 ans,3,1, ,,,
40-49 ans,5,1,,,,
50-59 ans,7,4,,,,
60-69 ans,19,2,,,,
70-79 ans,38,5,,,,
80-89 ans,31,2,,,,
90 ans et plus,10,1,,,,
