Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
61 673,5 740, 117, 14,54 682,14 102,22 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,74,197074,37.54934695,,
2,Saguenay Lac St-Jean,375,277632,135.0708852,,
3,Capitale-Nationale,2022,755459,267.6518514,,
4,Mauricie et Centre-du-Québec,2126,522341,407.013809,,
5,Estrie,1160,493163,235.2163483,,
6,Montréal,29595,2065657,1432.71608,,
7,Outaouais,764,401032,190.5084881,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,127,90033,141.0593893,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,595,430309,138.2727296,,
13,Laval,6229,442745,1406.904652,,
14,Lanaudière,4775,520092,918.1067965,,
15,Laurentides,4147,626968,661.4372663,,
16,Montérégie,9226,1432751,643.9360363,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2052,,,,,
10-19 ans,3322,,,,,
20-29 ans,8875,,,,,
30-39 ans,8055,,,,,
40-49 ans,9190,,,,,
50-59 ans,8753,,,,,
60-69 ans,5305,,,,,
70-79 ans,4541,,,,,
80-89 ans,6784,,,,,
90 ans et plus,4725,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.2,"rgb(155,207, 229)",,,,
Femmes,57.8,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,106,,,,,
60-69 ans,346,,,,,
70-79 ans,1029,,,,,
80-89 ans,2300,,,,,
90 ans et plus,1929,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,96.16669572,"rgb(28,129,154)",4915,,,
Alberta,288.8642252,"rgb(28,129,154)",12748,,,
Saskatchewan,135.1481722,"rgb(28,129,154)",1597,,,
Manitoba,63.30230407,"rgb(28,129,154)",872,,,
