Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
54 835,5 417, 520, 57,23 506,7 980,21 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,56,197074,28.41572201,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1806,755459,239.0599622,,
4,Mauricie et Centre-du-Québec,2041,522341,390.7409145,,
5,Estrie,959,493163,194.4590328,,
6,Montréal,27056,2065657,1309.801192,,
7,Outaouais,576,401032,143.6294361,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,187,89998,207.7823952,,
12,Chaudière-Appalaches,514,430309,119.4490471,,
13,Laval,5750,442745,1298.715965,,
14,Lanaudière,4150,520092,797.9357498,,
15,Laurentides,3311,626968,528.0971278,,
16,Montérégie,7750,1432751,540.9174379,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1629,,,,,
10-19 ans,2486,,,,,
20-29 ans,6955,,,,,
30-39 ans,7024,,,,,
40-49 ans,8302,,,,,
50-59 ans,8022,,,,,
60-69 ans,4921,,,,,
70-79 ans,4261,,,,,
80-89 ans,6548,,,,,
90 ans et plus,4613,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,95,,,,,
60-69 ans,320,,,,,
70-79 ans,971,,,,,
80-89 ans,2171,,,,,
90 ans et plus,1831,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,54.58902972,"rgb(28,129,154)",2790,,,
Alberta,174.5693435,"rgb(28,129,154)",7704,,,
Saskatchewan,63.13120628,"rgb(28,129,154)",746,,,
Manitoba,22.72204263,"rgb(28,129,154)",313,,,
Ontario,227.5448182,"rgb(28,129,154)",33476,,,
Québec,642.1657245,"rgb(239,117,22)",54835,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,267.5987277,"rgb(179,30,58)",101406,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2985.139457,"rgb(28,129,154)",152568,,,
Alberta,7839.124289,"rgb(28,129,154)",345952,,,
Saskatchewan,4525.898181,"rgb(28,129,154)",53481,,,
Manitoba,4126.773027,"rgb(28,129,154)",56847,,,
Ontario,7723.806159,"rgb(28,129,154)",1136313,,,
Québec,6456.813286,"rgb(239,117,22)",551352,,,
Terre-Neuve et Labrador,3061.195132,"rgb(28,129,154)",15960,,,
Nouveau-Brunswick,4663.50339,"rgb(28,129,154)",36375,,,
Nouvelle-Écosse,5343.355258,"rgb(28,129,154)",52229,,,
Île-du-Prince-Édouard,6202.658101,"rgb(28,129,154)",9810,,,
Canada,6374.069961,"rgb(179,30,58)",2415441,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,642.1657245,"rgb(239,117,22)",54835,,,
Canada,267.5987277,"rgb(179,30,58)",101406,,,
États-Unis,713.1643789,"rgb(28,129,154)",2360593,,,
Italie,394.462119,"rgb(28,129,154)",238499,,,
France,245.6999747,"rgb(28,129,154)",160377,,,
Espagne,627.4267841,"rgb(28,129,154)",293352,,,
Allemagne,228.8242776,"rgb(28,129,154)",191718,,,
Chine,5.794109803,"rgb(28,129,154)",83396,,,
Royaume-Uni,449.7082617,"rgb(28,129,154)",305289,,,
Suisse,361.7720104,"rgb(28,129,154)",31310,,,
Portugal,386.3207237,"rgb(28,129,154)",39392,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,634.377994,"rgb(239,117,22)",5417,,,
Canada,222.6954681,"rgb(179,30,58)",8439,,,
États-Unis,369.4260443,"rgb(28,129,154)",122281,,,
Italie,572.8242478,"rgb(28,129,154)",34634,,,
France,454.0892553,"rgb(28,129,154)",29640,,,
Espagne,605.7776598,"rgb(28,129,154)",28323,,,
Allemagne,106.9894754,"rgb(28,129,154)",8964,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,628.2148468,"rgb(28,129,154)",42647,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,150.4406961,"rgb(28,129,154)",1534,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,6,1,,,,
30-39 ans,4,1, ,,,
40-49 ans,11,3,,,,
50-59 ans,50,9,,,,
60-69 ans,78,15,,,,
70-79 ans,139,22,,,,
80-89 ans,160,5,,,,
90 ans et plus,72,1,,,,
