Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
62 232,5 755, 117, 17,55 235,16 344,28 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,74,197074,37.54934695,,
2,Saguenay Lac St-Jean,377,277632,135.7912633,,
3,Capitale-Nationale,2041,755459,270.1668787,,
4,Mauricie et Centre-du-Québec,2138,522341,409.3111588,,
5,Estrie,1213,493163,245.9633022,,
6,Montréal,29769,2065657,1441.13955,,
7,Outaouais,810,401032,201.9788945,,
8,Abitibi-Témiscamingue,181,147616,122.6154346,,
9,Côte-Nord,127,90033,141.0593893,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,603,430309,140.1318587,,
13,Laval,6284,442745,1419.327152,,
14,Lanaudière,4831,520092,928.8741223,,
15,Laurentides,4216,626968,672.4426127,,
16,Montérégie,9289,1432751,648.3331716,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2085,,,,,
10-19 ans,3376,,,,,
20-29 ans,9021,,,,,
30-39 ans,8145,,,,,
40-49 ans,9276,,,,,
50-59 ans,8808,,,,,
60-69 ans,5341,,,,,
70-79 ans,4577,,,,,
80-89 ans,6802,,,,,
90 ans et plus,4729,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.3,"rgb(155,207, 229)",,,,
Femmes,57.7,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,108,,,,,
60-69 ans,349,,,,,
70-79 ans,1031,,,,,
80-89 ans,2304,,,,,
90 ans et plus,1933,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,107.5345188,"rgb(28,129,154)",5496,,,
Alberta,305.3603937,"rgb(28,129,154)",13476,,,
Saskatchewan,136.3329401,"rgb(28,129,154)",1611,,,
Manitoba,79.5634464,"rgb(28,129,154)",1096,,,
Ontario,285.0427754,"rgb(28,129,154)",41935,,,
Québec,728.7910526,"rgb(239,117,22)",62232,,,
Terre-Neuve et Labrador,51.59533149,"rgb(28,129,154)",269,,,
Nouveau-Brunswick,24.48739925,"rgb(28,129,154)",191,,,
Nouvelle-Écosse,110.7977128,"rgb(28,129,154)",1083,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,336.3680594,"rgb(179,30,58)",127466,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,5816.510031,"rgb(28,129,154)",297277,,,
Alberta,16859.9226,"rgb(28,129,154)",744053,,,
