Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
64 244,5 773, 119, 12,56 624,17 833,9 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,90,197074,45.66812466,,
2,Saguenay Lac St-Jean,380,277632,136.8718303,,
3,Capitale-Nationale,2391,755459,316.4963287,,
4,Mauricie et Centre-du-Québec,2172,522341,415.8203166,,
5,Estrie,1393,493163,282.4623907,,
6,Montréal,30283,2065657,1466.022675,,
7,Outaouais,937,401032,233.6471902,,
8,Abitibi-Témiscamingue,189,147616,128.0349014,,
9,Côte-Nord,134,90033,148.8343163,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,217,89998,241.1164693,,
12,Chaudière-Appalaches,691,430309,160.5822792,,
13,Laval,6455,442745,1457.949836,,
14,Lanaudière,4920,520092,945.9864793,,
15,Laurentides,4332,626968,690.9443544,,
16,Montérégie,9590,1432751,669.341707,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2224,,,,,
10-19 ans,3614,,,,,
20-29 ans,9476,,,,,
30-39 ans,8457,,,,,
40-49 ans,9539,,,,,
50-59 ans,9034,,,,,
60-69 ans,5487,,,,,
70-79 ans,4690,,,,,
80-89 ans,6881,,,,,
90 ans et plus,4771,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.5,"rgb(155,207, 229)",,,,
Femmes,57.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,349,,,,,
70-79 ans,1034,,,,,
80-89 ans,2315,,,,,
90 ans et plus,1935,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,130.9158415,"rgb(28,129,154)",6691,,,
Alberta,344.2215599,"rgb(28,129,154)",15191,,,
Saskatchewan,141.3258907,"rgb(28,129,154)",1670,,,
Manitoba,99.09133608,"rgb(28,129,154)",1365,,,
Ontario,296.937967,"rgb(28,129,154)",43685,,,
Québec,752.3533292,"rgb(239,117,22)",64244,,,
Terre-Neuve et Labrador,51.78713569,"rgb(28,129,154)",270,,,
Nouveau-Brunswick,24.61560552,"rgb(28,129,154)",192,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,34.77535123,"rgb(28,129,154)",55,,,
Canada,354.8824734,"rgb(179,30,58)",134482,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6639.78695,"rgb(28,129,154)",339354,,,
Alberta,18853.12655,"rgb(28,129,154)",832016,,,
Saskatchewan,10905.28119,"rgb(28,129,154)",128864,,,
Manitoba,10572.64629,"rgb(28,129,154)",145640,,,
Ontario,20965.49259,"rgb(28,129,154)",3084407,,,
Québec,14060.40211,"rgb(239,117,22)",1200628,,,
Terre-Neuve et Labrador,6500.819963,"rgb(28,129,154)",33893,,,
Nouveau-Brunswick,7248.783002,"rgb(28,129,154)",56540,,,
Nouvelle-Écosse,8414.385492,"rgb(28,129,154)",82247,,,
Île-du-Prince-Édouard,19012.63294,"rgb(28,129,154)",30070,,,
Canada,15680.69539,"rgb(179,30,58)",5942168,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,752.3533292,"rgb(239,117,22)",64244,,,
Canada,354.8824734,"rgb(179,30,58)",134482,,,
États-Unis,1979.904989,"rgb(28,129,154)",6553538,,,
Italie,465.7203042,"rgb(28,129,154)",281583,,,
France,527.1679043,"rgb(28,129,154)",344101,,,
Espagne,1162.189242,"rgb(28,129,154)",543379,,,
Allemagne,306.5444211,"rgb(28,129,154)",256835,,,
Chine,5.916181016,"rgb(28,129,154)",85153,,,
Royaume-Uni,523.2580244,"rgb(28,129,154)",355219,,,
Suisse,528.1686479,"rgb(28,129,154)",45711,,,
Portugal,609.2750122,"rgb(28,129,154)",62126,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,676.0687021,"rgb(239,117,22)",5773,,,
Canada,241.6426592,"rgb(179,30,58)",9157,,,
États-Unis,590.0798662,"rgb(28,129,154)",195318,,,
Italie,588.4208658,"rgb(28,129,154)",35577,,,
France,471.7687087,"rgb(28,129,154)",30794,,,
Espagne,633.6892456,"rgb(28,129,154)",29628,,,
Allemagne,112.3365621,"rgb(28,129,154)",9412,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,612.703551,"rgb(28,129,154)",41594,,,
Suisse,233.401297,"rgb(28,129,154)",2020,,,
Portugal,181.6272289,"rgb(28,129,154)",1852,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,1,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,1,0, ,,,
40-49 ans,7,1,,,,
50-59 ans,12,3,,,,
60-69 ans,21,2,,,,
70-79 ans,35,5,,,,
80-89 ans,22,0,,,,
90 ans et plus,17,0,,,,
