Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
63 713,5 770, 105, 18,55 960,13 345,6 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,78,197074,39.57904138,,
2,Saguenay Lac St-Jean,380,277632,136.8718303,,
3,Capitale-Nationale,2284,755459,302.332754,,
4,Mauricie et Centre-du-Québec,2157,522341,412.9486293,,
5,Estrie,1362,493163,276.1764366,,
6,Montréal,30148,2065657,1459.487224,,
7,Outaouais,901,401032,224.6703505,,
8,Abitibi-Témiscamingue,190,147616,128.7123347,,
9,Côte-Nord,130,90033,144.3915009,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,215,89998,238.8941976,,
12,Chaudière-Appalaches,648,430309,150.5894601,,
13,Laval,6406,442745,1446.882517,,
14,Lanaudière,4905,520092,943.1023742,,
15,Laurentides,4317,626968,688.5518878,,
16,Montérégie,9523,1432751,664.6653885,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2191,,,,,
10-19 ans,3544,,,,,
20-29 ans,9353,,,,,
30-39 ans,8378,,,,,
40-49 ans,9461,,,,,
50-59 ans,8981,,,,,
60-69 ans,5448,,,,,
70-79 ans,4665,,,,,
80-89 ans,6857,,,,,
90 ans et plus,4764,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.5,"rgb(155,207, 229)",,,,
Femmes,57.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2314,,,,,
90 ans et plus,1934,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,120.5654484,"rgb(28,129,154)",6162,,,
Alberta,327.9746467,"rgb(28,129,154)",14474,,,
Saskatchewan,139.7179914,"rgb(28,129,154)",1651,,,
Manitoba,96.04237189,"rgb(28,129,154)",1323,,,
Ontario,293.3762068,"rgb(28,129,154)",43161,,,
Québec,746.1348556,"rgb(239,117,22)",63713,,,
Terre-Neuve et Labrador,51.78713569,"rgb(28,129,154)",270,,,
Nouveau-Brunswick,24.61560552,"rgb(28,129,154)",192,,,
Nouvelle-Écosse,111.0023254,"rgb(28,129,154)",1085,,,
Île-du-Prince-Édouard,29.71711832,"rgb(28,129,154)",47,,,
Canada,348.6256782,"rgb(179,30,58)",132111,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6449.449287,"rgb(28,129,154)",329626,,,
Alberta,17968.24759,"rgb(28,129,154)",792965,,,
Saskatchewan,10658.6802,"rgb(28,129,154)",125950,,,
Manitoba,10004.15966,"rgb(28,129,154)",137809,,,
Ontario,20556.14167,"rgb(28,129,154)",3024184,,,
Québec,13711.76942,"rgb(239,117,22)",1170858,,,
Terre-Neuve et Labrador,6392.066978,"rgb(28,129,154)",33326,,,
Nouveau-Brunswick,7151.859055,"rgb(28,129,154)",55784,,,
Nouvelle-Écosse,8276.374306,"rgb(28,129,154)",80898,,,
Île-du-Prince-Édouard,18619.98761,"rgb(28,129,154)",29449,,,
Canada,15276.7323,"rgb(179,30,58)",5789087,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,746.1348556,"rgb(239,117,22)",63713,,,
Canada,348.6256782,"rgb(179,30,58)",132111,,,
États-Unis,1952.598259,"rgb(28,129,154)",6463152,,,
Italie,459.1889104,"rgb(28,129,154)",277634,,,
France,497.5632458,"rgb(28,129,154)",324777,,,
Espagne,1106.053803,"rgb(28,129,154)",517133,,,
Allemagne,300.9586252,"rgb(28,129,154)",252155,,,
Chine,5.914860952,"rgb(28,129,154)",85134,,,
Royaume-Uni,511.3748693,"rgb(28,129,154)",347152,,,
Suisse,515.2391404,"rgb(28,129,154)",44592,,,
Portugal,593.3973403,"rgb(28,129,154)",60507,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,675.7173759,"rgb(239,117,22)",5770,,,
Canada,241.3523819,"rgb(179,30,58)",9146,,,
États-Unis,583.8774989,"rgb(28,129,154)",193265,,,
Italie,587.8254487,"rgb(28,129,154)",35541,,,
France,470.6962982,"rgb(28,129,154)",30724,,,
Espagne,629.1977261,"rgb(28,129,154)",29418,,,
Allemagne,112.205272,"rgb(28,129,154)",9401,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
