Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
54 383,5 340, 637, 65,22 754,8 752,17 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,49,197074,24.86375676,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1783,755459,236.0154555,,
4,Mauricie et Centre-du-Québec,2036,522341,389.7836854,,
5,Estrie,949,493163,192.4313057,,
6,Montréal,26872,2065657,1300.893614,,
7,Outaouais,576,401032,143.6294361,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,186,89998,206.6712594,,
12,Chaudière-Appalaches,512,430309,118.9842648,,
13,Laval,5702,442745,1287.87451,,
14,Lanaudière,4139,520092,795.8207394,,
15,Laurentides,3231,626968,515.3373059,,
16,Montérégie,7670,1432751,535.333774,,
17,Nunavik,16,14260,112.2019635,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1605,,,,,
10-19 ans,2465,,,,,
20-29 ans,6841,,,,,
30-39 ans,6967,,,,,
40-49 ans,8242,,,,,
50-59 ans,7965,,,,,
60-69 ans,4887,,,,,
70-79 ans,4229,,,,,
80-89 ans,6519,,,,,
90 ans et plus,4592,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,93,,,,,
60-69 ans,313,,,,,
70-79 ans,954,,,,,
80-89 ans,2135,,,,,
90 ans et plus,1816,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,54.29554031,"rgb(28,129,154)",2775,,,
Alberta,170.626578,"rgb(28,129,154)",7530,,,
Saskatchewan,58.64601334,"rgb(28,129,154)",693,,,
Manitoba,22.21388193,"rgb(28,129,154)",306,,,
Ontario,222.5692295,"rgb(28,129,154)",32744,,,
Québec,636.8724099,"rgb(239,117,22)",54383,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,263.8172062,"rgb(179,30,58)",99973,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2870.561193,"rgb(28,129,154)",146712,,,
Alberta,7211.997972,"rgb(28,129,154)",318276,,,
Saskatchewan,4326.687914,"rgb(28,129,154)",51127,,,
Manitoba,3934.906066,"rgb(28,129,154)",54204,,,
Ontario,7044.624709,"rgb(28,129,154)",1036393,,,
Québec,6310.029203,"rgb(239,117,22)",538818,,,
Terre-Neuve et Labrador,2894.517277,"rgb(28,129,154)",15091,,,
Nouveau-Brunswick,4486.194107,"rgb(28,129,154)",34992,,,
Nouvelle-Écosse,5206.674053,"rgb(28,129,154)",50893,,,
Île-du-Prince-Édouard,5793.573515,"rgb(28,129,154)",9163,,,
Canada,5964.317161,"rgb(179,30,58)",2260166,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,636.8724099,"rgb(239,117,22)",54383,,,
Canada,263.8172062,"rgb(179,30,58)",99973,,,
États-Unis,675.4260104,"rgb(28,129,154)",2235678,,,
Italie,393.3523278,"rgb(28,129,154)",237828,,,
France,242.3249456,"rgb(28,129,154)",158174,,,
Espagne,624.0282009,"rgb(28,129,154)",291763,,,
Allemagne,226.1817664,"rgb(28,129,154)",189504,,,
Chine,5.786953665,"rgb(28,129,154)",83293,,,
Royaume-Uni,440.8139403,"rgb(28,129,154)",299251,,,
Suisse,360.5010132,"rgb(28,129,154)",31200,,,
Portugal,373.5420909,"rgb(28,129,154)",38089,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,625.3606217,"rgb(239,117,22)",5340,,,
Canada,218.9218631,"rgb(179,30,58)",8296,,,
États-Unis,362.3989102,"rgb(28,129,154)",119955,,,
Italie,569.7479266,"rgb(28,129,154)",34448,,,
France,453.0934455,"rgb(28,129,154)",29575,,,
Espagne,580.3898802,"rgb(28,129,154)",27136,,,
Allemagne,106.5478633,"rgb(28,129,154)",8927,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,620.9379426,"rgb(28,129,154)",42153,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,149.4599875,"rgb(28,129,154)",1524,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,5,1,,,,
30-39 ans,6,1, ,,,
40-49 ans,19,2,,,,
50-59 ans,49,13,,,,
60-69 ans,91,20,,,,
70-79 ans,164,20,,,,
80-89 ans,199,7,,,,
90 ans et plus,104,1,,,,
