Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
64 463,5 774, 123, 12,56 843,22 930,10 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,109,197074,55.3091732,,
2,Saguenay Lac St-Jean,380,277632,136.8718303,,
3,Capitale-Nationale,2433,755459,322.0558627,,
4,Mauricie et Centre-du-Québec,2177,522341,416.7775457,,
5,Estrie,1410,493163,285.9095269,,
6,Montréal,30323,2065657,1467.959105,,
7,Outaouais,955,401032,238.1356101,,
8,Abitibi-Témiscamingue,189,147616,128.0349014,,
9,Côte-Nord,137,90033,152.1664279,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,218,89998,242.2276051,,
12,Chaudière-Appalaches,709,430309,164.7653198,,
13,Laval,6468,442745,1460.886063,,
14,Lanaudière,4931,520092,948.1014897,,
15,Laurentides,4342,626968,692.5393322,,
16,Montérégie,9610,1432751,670.7376229,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,11,18385,59.83138428,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2240,,,,,
10-19 ans,3642,,,,,
20-29 ans,9537,,,,,
30-39 ans,8487,,,,,
40-49 ans,9571,,,,,
50-59 ans,9057,,,,,
60-69 ans,5494,,,,,
70-79 ans,4699,,,,,
80-89 ans,6888,,,,,
90 ans et plus,4777,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.5,"rgb(155,207, 229)",,,,
Femmes,57.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,349,,,,,
70-79 ans,1034,,,,,
80-89 ans,2317,,,,,
90 ans et plus,1935,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,133.63551,"rgb(28,129,154)",6830,,,
Alberta,346.7820915,"rgb(28,129,154)",15304,,,
Saskatchewan,141.8336484,"rgb(28,129,154)",1676,,,
Manitoba,100.0350631,"rgb(28,129,154)",1378,,,
Ontario,298.0934999,"rgb(28,129,154)",43855,,,
Québec,754.9180104,"rgb(239,117,22)",64463,,,
Terre-Neuve et Labrador,51.78713569,"rgb(28,129,154)",270,,,
Nouveau-Brunswick,24.7438118,"rgb(28,129,154)",193,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,34.77535123,"rgb(28,129,154)",55,,,
Canada,356.6267761,"rgb(179,30,58)",135143,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6702.632815,"rgb(28,129,154)",342566,,,
Alberta,18998.53302,"rgb(28,129,154)",838433,,,
Saskatchewan,10975.35175,"rgb(28,129,154)",129692,,,
Manitoba,10665.20413,"rgb(28,129,154)",146915,,,
Ontario,21127.69542,"rgb(28,129,154)",3108270,,,
Québec,14281.07009,"rgb(239,117,22)",1219471,,,
Terre-Neuve et Labrador,6567.184218,"rgb(28,129,154)",34239,,,
