Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
56 621,5 628, 305, 21,25 911,9 353,12 juillet 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,62,197074,31.46026366,,
2,Saguenay Lac St-Jean,351,277632,126.4263485,,
3,Capitale-Nationale,1894,755459,250.7085097,,
4,Mauricie et Centre-du-Québec,2059,522341,394.1869392,,
5,Estrie,986,493163,199.9338961,,
6,Montréal,27627,2065657,1337.443729,,
7,Outaouais,624,401032,155.5985557,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,124,90033,137.7272778,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,193,89998,214.44921,,
12,Chaudière-Appalaches,522,430309,121.3081762,,
13,Laval,5871,442745,1326.045466,,
14,Lanaudière,4298,520092,826.3922537,,
15,Laurentides,3608,626968,575.4679665,,
16,Montérégie,8171,1432751,570.301469,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1746,,,,,
10-19 ans,2758,,,,,
20-29 ans,7340,,,,,
30-39 ans,7252,,,,,
40-49 ans,8518,,,,,
50-59 ans,8216,,,,,
60-69 ans,5045,,,,,
70-79 ans,4370,,,,,
80-89 ans,6641,,,,,
90 ans et plus,4662,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.3,"rgb(155,207, 229)",,,,
Femmes,58.7,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,101,,,,,
60-69 ans,340,,,,,
70-79 ans,1009,,,,,
80-89 ans,2259,,,,,
90 ans et plus,1890,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,59.73487732,"rgb(28,129,154)",3053,,,
Alberta,194.7816818,"rgb(28,129,154)",8596,,,
Saskatchewan,68.97041973,"rgb(28,129,154)",815,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,249.6154964,"rgb(28,129,154)",36723,,,
Québec,663.0813438,"rgb(239,117,22)",56621,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
Nouveau-Brunswick,21.28224228,"rgb(28,129,154)",166,,,
Nouvelle-Écosse,109.0585059,"rgb(28,129,154)",1066,,,
Île-du-Prince-Édouard,21.49748985,"rgb(28,129,154)",34,,,
Canada,284.1814783,"rgb(179,30,58)",107690,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3629.5248,"rgb(28,129,154)",185502,,,
Alberta,10132.93011,"rgb(28,129,154)",447181,,,
Saskatchewan,5506.632162,"rgb(28,129,154)",65070,,,
Manitoba,4915.075458,"rgb(28,129,154)",67706,,,
Ontario,11121.11365,"rgb(28,129,154)",1636119,,,
Québec,7866.474499,"rgb(239,117,22)",671724,,,
Terre-Neuve et Labrador,3913.38122,"rgb(28,129,154)",20403,,,
Nouveau-Brunswick,5274.02169,"rgb(28,129,154)",41137,,,
Nouvelle-Écosse,5976.631197,"rgb(28,129,154)",58419,,,
Île-du-Prince-Édouard,9181.957283,"rgb(28,129,154)",14522,,,
Canada,8478.416787,"rgb(179,30,58)",3212879,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,663.0813438,"rgb(239,117,22)",56621,,,
Canada,284.1814783,"rgb(179,30,58)",107690,,,
États-Unis,1032.64037,"rgb(28,129,154)",3418067,,,
Italie,402.0073757,"rgb(28,129,154)",243061,,,
France,261.5946306,"rgb(28,129,154)",170752,,,
Espagne,643.7588047,"rgb(28,129,154)",300988,,,
Allemagne,238.9240649,"rgb(28,129,154)",200180,,,
Chine,5.808422079,"rgb(28,129,154)",83602,,,
Royaume-Uni,426.6018812,"rgb(28,129,154)",289603,,,
Suisse,380.6752045,"rgb(28,129,154)",32946,,,
Portugal,459.1481428,"rgb(28,129,154)",46818,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,659.0879361,"rgb(239,117,22)",5628,,,
Canada,231.7996198,"rgb(179,30,58)",8784,,,
États-Unis,416.3229496,"rgb(28,129,154)",137804,,,
Italie,578.1168435,"rgb(28,129,154)",34954,,,
France,459.66579,"rgb(28,129,154)",30004,,,
Espagne,607.4887148,"rgb(28,129,154)",28403,,,
Allemagne,109.0543102,"rgb(28,129,154)",9137,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,660.2096564,"rgb(28,129,154)",44819,,,
Suisse,227.3929468,"rgb(28,129,154)",1968,,,
Portugal,162.9937659,"rgb(28,129,154)",1662,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,1,0,,,,
20-29 ans,9,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,9,1,,,,
50-59 ans,27,5,,,,
60-69 ans,46,6,,,,
70-79 ans,87,6,,,,
80-89 ans,87,3,,,,
90 ans et plus,34,0,,,,
