Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
61 803,5 746, 118, 12,54 850,8 709,24 août 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,74,197074,37.54934695,,
2,Saguenay Lac St-Jean,376,277632,135.4310742,,
3,Capitale-Nationale,2026,755459,268.1813308,,
4,Mauricie et Centre-du-Québec,2127,522341,407.2052548,,
5,Estrie,1177,493163,238.6634845,,
6,Montréal,29637,2065657,1434.749332,,
7,Outaouais,780,401032,194.4981947,,
8,Abitibi-Témiscamingue,180,147616,121.9380013,,
9,Côte-Nord,127,90033,141.0593893,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,211,89998,234.4496544,,
12,Chaudière-Appalaches,595,430309,138.2727296,,
13,Laval,6241,442745,1409.615015,,
14,Lanaudière,4790,520092,920.9909016,,
15,Laurentides,4160,626968,663.5107374,,
16,Montérégie,9234,1432751,644.4944027,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2057,,,,,
10-19 ans,3342,,,,,
20-29 ans,8909,,,,,
30-39 ans,8079,,,,,
40-49 ans,9203,,,,,
50-59 ans,8763,,,,,
60-69 ans,5316,,,,,
70-79 ans,4551,,,,,
80-89 ans,6786,,,,,
90 ans et plus,4726,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.2,"rgb(155,207, 229)",,,,
Femmes,57.8,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,106,,,,,
60-69 ans,347,,,,,
70-79 ans,1030,,,,,
80-89 ans,2303,,,,,
90 ans et plus,1930,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,101.4299391,"rgb(28,129,154)",5184,,,
Alberta,294.7103948,"rgb(28,129,154)",13006,,,
Saskatchewan,135.5713036,"rgb(28,129,154)",1602,,,
Manitoba,72.08622471,"rgb(28,129,154)",993,,,
Ontario,282.1335515,"rgb(28,129,154)",41507,,,
Québec,723.7670881,"rgb(239,117,22)",61803,,,
Terre-Neuve et Labrador,51.40352728,"rgb(28,129,154)",268,,,
Nouveau-Brunswick,24.23098669,"rgb(28,129,154)",189,,,
Nouvelle-Écosse,110.490794,"rgb(28,129,154)",1080,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,331.7315392,"rgb(179,30,58)",125709,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,5583.029425,"rgb(28,129,154)",285344,,,
Alberta,16258.56022,"rgb(28,129,154)",717514,,,
Saskatchewan,9512.078709,"rgb(28,129,154)",112401,,,
Manitoba,9009.616578,"rgb(28,129,154)",124109,,,
Ontario,18290.01252,"rgb(28,129,154)",2690795,,,
Québec,12379.5405,"rgb(239,117,22)",1057098,,,
Terre-Neuve et Labrador,5813.9691,"rgb(28,129,154)",30312,,,
Nouveau-Brunswick,6630.059501,"rgb(28,129,154)",51714,,,
Nouvelle-Écosse,7429.687444,"rgb(28,129,154)",72622,,,
Île-du-Prince-Édouard,16217.32698,"rgb(28,129,154)",25649,,,
Canada,13656.24607,"rgb(179,30,58)",5175007,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
