Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
62 746,5 764, 109, 20,55 515,11 762,1 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,74,197074,37.54934695,,
2,Saguenay Lac St-Jean,378,277632,136.1514523,,
3,Capitale-Nationale,2116,755459,280.094618,,
4,Mauricie et Centre-du-Québec,2150,522341,411.6085086,,
5,Estrie,1282,493163,259.9546195,,
6,Montréal,29894,2065657,1447.190894,,
7,Outaouais,853,401032,212.7012308,,
8,Abitibi-Témiscamingue,188,147616,127.357468,,
9,Côte-Nord,127,90033,141.0593893,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,213,89998,236.671926,,
12,Chaudière-Appalaches,614,430309,142.6881613,,
13,Laval,6321,442745,1427.684107,,
14,Lanaudière,4867,520092,935.7959746,,
15,Laurentides,4253,626968,678.3440303,,
16,Montérégie,9348,1432751,652.4511237,,
17,Nunavik,17,14260,119.2145863,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2122,,,,,
10-19 ans,3438,,,,,
20-29 ans,9143,,,,,
30-39 ans,8222,,,,,
40-49 ans,9334,,,,,
50-59 ans,8878,,,,,
60-69 ans,5380,,,,,
70-79 ans,4604,,,,,
80-89 ans,6817,,,,,
90 ans et plus,4736,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.4,"rgb(155,207, 229)",,,,
Femmes,57.6,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
