Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
65 857,5 788, 130, 26,57 804,21 113,15 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,212,197074,107.5738048,,
2,Saguenay Lac St-Jean,383,277632,137.9523974,,
3,Capitale-Nationale,2677,755459,354.3541079,,
4,Mauricie et Centre-du-Québec,2210,522341,423.0952577,,
5,Estrie,1500,493163,304.1590711,,
6,Montréal,30667,2065657,1484.612402,,
7,Outaouais,1039,401032,259.0815696,,
8,Abitibi-Témiscamingue,190,147616,128.7123347,,
9,Côte-Nord,140,90033,155.4985394,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,222,89998,246.6721483,,
12,Chaudière-Appalaches,811,430309,188.4692163,,
13,Laval,6561,442745,1481.891382,,
14,Lanaudière,5004,520092,962.137468,,
15,Laurentides,4401,626968,701.9497008,,
16,Montérégie,9764,1432751,681.4861759,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,12,18385,65.27060103,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2322,,,,,
10-19 ans,3906,,,,,
20-29 ans,9868,,,,,
30-39 ans,8677,,,,,
40-49 ans,9743,,,,,
50-59 ans,9194,,,,,
60-69 ans,5594,,,,,
70-79 ans,4760,,,,,
80-89 ans,6928,,,,,
90 ans et plus,4794,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.7,"rgb(155,207, 229)",,,,
Femmes,57.3,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1037,,,,,
80-89 ans,2320,,,,,
90 ans et plus,1942,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,144.3185244,"rgb(28,129,154)",7376,,,
Alberta,361.5787921,"rgb(28,129,154)",15957,,,
Saskatchewan,147.3343567,"rgb(28,129,154)",1741,,,
Manitoba,106.423369,"rgb(28,129,154)",1466,,,
Ontario,306.3385669,"rgb(28,129,154)",45068,,,
Québec,771.2429675,"rgb(239,117,22)",65857,,,
Terre-Neuve et Labrador,51.9789399,"rgb(28,129,154)",271,,,
Nouveau-Brunswick,24.87201808,"rgb(28,129,154)",194,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,36.03990946,"rgb(28,129,154)",57,,,
Canada,367.0846757,"rgb(179,30,58)",139106,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,7077.849239,"rgb(28,129,154)",361743,,,
Alberta,20066.2294,"rgb(28,129,154)",885552,,,
Saskatchewan,11529.31539,"rgb(28,129,154)",136238,,,
Manitoba,11163.4194,"rgb(28,129,154)",153778,,,
Ontario,22156.45276,"rgb(28,129,154)",3259619,,,
Québec,15141.7607,"rgb(239,117,22)",1292966,,,
Terre-Neuve et Labrador,6864.864346,"rgb(28,129,154)",35791,,,
Nouveau-Brunswick,7484.682555,"rgb(28,129,154)",58380,,,
Nouvelle-Écosse,8720.997445,"rgb(28,129,154)",85244,,,
Île-du-Prince-Édouard,20088.77199,"rgb(28,129,154)",31772,,,
Canada,16651.58588,"rgb(179,30,58)",6310085,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,771.2429675,"rgb(239,117,22)",65857,,,
Canada,367.0846757,"rgb(179,30,58)",139106,,,
États-Unis,2052.813468,"rgb(28,129,154)",6794867,,,
Italie,479.6249455,"rgb(28,129,154)",289990,,,
France,605.3052669,"rgb(28,129,154)",395104,,,
Espagne,1290.064943,"rgb(28,129,154)",603167,,,
Allemagne,317.4403038,"rgb(28,129,154)",265964,,,
Chine,5.920419118,"rgb(28,129,154)",85214,,,
Royaume-Uni,551.2593751,"rgb(28,129,154)",374228,,,
Suisse,557.6788911,"rgb(28,129,154)",48265,,,
Portugal,643.5998124,"rgb(28,129,154)",65626,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,677.825333,"rgb(239,117,22)",5788,,,
Canada,242.5398799,"rgb(179,30,58)",9191,,,
États-Unis,606.0918225,"rgb(28,129,154)",200618,,,
Italie,589.34707,"rgb(28,129,154)",35633,,,
France,474.9093396,"rgb(28,129,154)",30999,,,
Espagne,641.7312045,"rgb(28,129,154)",30004,,,
Allemagne,112.7543032,"rgb(28,129,154)",9447,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,613.7346912,"rgb(28,129,154)",41664,,,
Suisse,235.5966558,"rgb(28,129,154)",2039,,,
Portugal,184.1770712,"rgb(28,129,154)",1878,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,1,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,9,4,,,,
50-59 ans,11,6,,,,
60-69 ans,18,4,,,,
70-79 ans,43,10,,,,
80-89 ans,29,2,,,,
90 ans et plus,15,0,,,,
