Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
55 458,5 503, 435, 38,24 798,5 424,29 juin 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,60,197074,30.44541644,,
2,Saguenay Lac St-Jean,330,277632,118.862379,,
3,Capitale-Nationale,1845,755459,244.2223867,,
4,Mauricie et Centre-du-Québec,2045,522341,391.5066977,,
5,Estrie,960,493163,194.6618055,,
6,Montréal,27298,2065657,1321.516593,,
7,Outaouais,586,401032,146.1230027,,
8,Abitibi-Témiscamingue,172,147616,116.5185346,,
9,Côte-Nord,119,90033,132.1737585,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,189,89998,210.0046668,,
12,Chaudière-Appalaches,521,430309,121.0757851,,
13,Laval,5795,442745,1308.879829,,
14,Lanaudière,4217,520092,810.818086,,
15,Laurentides,3433,626968,547.5558561,,
16,Montérégie,7830,1432751,546.5011017,,
17,Nunavik,16,14260,112.2019635,,
18,Terres-Cries-de-la-Baie-James,10,18385,54.39216753,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,1669,,,,,
10-19 ans,2535,,,,,
20-29 ans,7086,,,,,
30-39 ans,7114,,,,,
40-49 ans,8393,,,,,
50-59 ans,8100,,,,,
60-69 ans,4975,,,,,
70-79 ans,4299,,,,,
80-89 ans,6585,,,,,
90 ans et plus,4628,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,41.1,"rgb(155,207, 229)",,,,
Femmes,58.9,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,0,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,97,,,,,
60-69 ans,331,,,,,
70-79 ans,986,,,,,
80-89 ans,2205,,,,,
90 ans et plus,1855,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,44.9,"rgb(155,207, 229)",,,,
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,56.81954921,"rgb(28,129,154)",2904,,,
Alberta,182.7947682,"rgb(28,129,154)",8067,,,
Saskatchewan,65.92387358,"rgb(28,129,154)",779,,,
Manitoba,23.52058087,"rgb(28,129,154)",324,,,
Ontario,237.2988753,"rgb(28,129,154)",34911,,,
Québec,649.4615985,"rgb(239,117,22)",55458,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.154036,"rgb(28,129,154)",165,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,274.4070499,"rgb(179,30,58)",103986,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3191.932094,"rgb(28,129,154)",163137,,,
Alberta,8830.140675,"rgb(28,129,154)",389687,,,
Saskatchewan,4894.953396,"rgb(28,129,154)",57842,,,
Manitoba,4492.213163,"rgb(28,129,154)",61881,,,
Ontario,9096.919098,"rgb(28,129,154)",1338323,,,
Québec,7030.201053,"rgb(239,117,22)",600314,,,
Terre-Neuve et Labrador,3365.972016,"rgb(28,129,154)",17549,,,
Nouveau-Brunswick,4882.864333,"rgb(28,129,154)",38086,,,
Nouvelle-Écosse,5563.620701,"rgb(28,129,154)",54382,,,
Île-du-Prince-Édouard,7152.34133,"rgb(28,129,154)",11312,,,
Canada,7223.394957,"rgb(179,30,58)",2737291,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,649.4615985,"rgb(239,117,22)",55458,,,
Canada,274.4070499,"rgb(179,30,58)",103986,,,
États-Unis,810.9500005,"rgb(28,129,154)",2684266,,,
Italie,397.6657933,"rgb(28,129,154)",240436,,,
France,251.648789,"rgb(28,129,154)",164260,,,
Espagne,633.1973173,"rgb(28,129,154)",296050,,,
Allemagne,233.2177209,"rgb(28,129,154)",195399,,,
Chine,5.803489207,"rgb(28,129,154)",83531,,,
Royaume-Uni,459.5423938,"rgb(28,129,154)",311965,,,
Suisse,366.4400363,"rgb(28,129,154)",31714,,,
Portugal,413.2804025,"rgb(28,129,154)",42141,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,644.4493448,"rgb(239,117,22)",5503,,,
Canada,226.5218507,"rgb(179,30,58)",8584,,,
États-Unis,389.2929546,"rgb(28,129,154)",128857,,,
Italie,574.6435776,"rgb(28,129,154)",34744,,,
France,456.7396413,"rgb(28,129,154)",29813,,,
Espagne,606.2695881,"rgb(28,129,154)",28346,,,
Allemagne,107.9085059,"rgb(28,129,154)",9041,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,641.8848207,"rgb(28,129,154)",43575,,,
Suisse,226.8152208,"rgb(28,129,154)",1963,,,
Portugal,154.5596721,"rgb(28,129,154)",1576,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,1,0,,,,
20-29 ans,5,0,,,,
30-39 ans,5,2, ,,,
40-49 ans,11,1,,,,
50-59 ans,39,8,,,,
60-69 ans,59,6,,,,
70-79 ans,119,13,,,,
80-89 ans,142,8,,,,
90 ans et plus,53,0,,,,
