Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
64 707,5 780, 125, 16,57 054,24 835,11 septembre 2020
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Graphique 5 et 6: Carte et tableaux des régions,,,,,,
Key,State,Cas,Population,Taux,,
1,Bas St-Laurent,138,197074,70.02445782,,
2,Saguenay Lac St-Jean,382,277632,137.5922084,,
3,Capitale-Nationale,2462,755459,325.8945886,,
4,Mauricie et Centre-du-Québec,2179,522341,417.1604373,,
5,Estrie,1437,493163,291.3843902,,
6,Montréal,30378,2065657,1470.621696,,
7,Outaouais,963,401032,240.1304634,,
8,Abitibi-Témiscamingue,190,147616,128.7123347,,
9,Côte-Nord,136,90033,151.055724,,
10,Nord du Québec,8,13558,59.00575306,,
11,Gaspésie Îles de la Madeleine,220,89998,244.4498767,,
12,Chaudière-Appalaches,727,430309,168.9483604,,
13,Laval,6479,442745,1463.370563,,
14,Lanaudière,4948,520092,951.3701422,,
15,Laurentides,4349,626968,693.6558166,,
16,Montérégie,9646,1432751,673.2502717,,
17,Nunavik,18,14260,126.227209,,
18,Terres-Cries-de-la-Baie-James,11,18385,59.83138428,,
Graphique 7: Répartitions des cas confirmés (Âge),,,,,,
Groupe d'âge,Proportion de cas confirmés,,,,,
0-9 ans,2256,,,,,
10-19 ans,3706,,,,,
20-29 ans,9589,,,,,
30-39 ans,8517,,,,,
40-49 ans,9605,,,,,
50-59 ans,9078,,,,,
60-69 ans,5509,,,,,
70-79 ans,4703,,,,,
80-89 ans,6894,,,,,
90 ans et plus,4779,,,,,
Graphique 7: Répartition des cas confirmés (Sexe),,,,,,
Sexe,Répartition de cas,Couleur,,,,
Hommes,42.5,"rgb(155,207, 229)",,,,
Femmes,57.5,"rgb(255,178,196)",,,,
Graphique 8: Répartition des décès (Âge),,,,,,
Groupe d'âge,Nombre de décès,,,,,
0-9 ans,0,,,,,
10-19 ans,1,,,,,
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,351,,,,,
70-79 ans,1034,,,,,
80-89 ans,2320,,,,,
90 ans et plus,1936,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.1,"rgb(155,207, 229)",,,,
Femmes,54.9,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,136.2182168,"rgb(28,129,154)",6962,,,
Alberta,349.297304,"rgb(28,129,154)",15415,,,
Saskatchewan,142.8491638,"rgb(28,129,154)",1688,,,
Manitoba,101.1239789,"rgb(28,129,154)",1393,,,
Ontario,299.5413146,"rgb(28,129,154)",44068,,,
Québec,757.7754634,"rgb(239,117,22)",64707,,,
Terre-Neuve et Labrador,51.78713569,"rgb(28,129,154)",270,,,
Nouveau-Brunswick,24.7438118,"rgb(28,129,154)",193,,,
Nouvelle-Écosse,111.1046317,"rgb(28,129,154)",1086,,,
Île-du-Prince-Édouard,34.77535123,"rgb(28,129,154)",55,,,
Canada,358.5452452,"rgb(179,30,58)",135870,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6783.420666,"rgb(28,129,154)",346695,,,
Alberta,19182.48343,"rgb(28,129,154)",846551,,,
Saskatchewan,11089.1741,"rgb(28,129,154)",131037,,,
Manitoba,10767.63481,"rgb(28,129,154)",148326,,,
Ontario,21341.38744,"rgb(28,129,154)",3139708,,,
Québec,14461.66346,"rgb(239,117,22)",1234892,,,
Terre-Neuve et Labrador,6617.820529,"rgb(28,129,154)",34503,,,
Nouveau-Brunswick,7339.040222,"rgb(28,129,154)",57244,,,
Nouvelle-Écosse,8526.615493,"rgb(28,129,154)",83344,,,
Île-du-Prince-Édouard,19487.47455,"rgb(28,129,154)",30821,,,
Canada,15996.26112,"rgb(179,30,58)",6061751,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,757.7754634,"rgb(239,117,22)",64707,,,
