"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Help prevent the spread","30.3","4","13196"
"2","Beaver County","Open","Help prevent the spread","9.8","1","10191"
"3","Big Lakes County","Open","Help prevent the spread","8.2","1","12234"
"4","Birch Hills County","Open","Help prevent the spread","0","0","1479"
"5","Brazeau County","Enhanced","Enhanced measures in place","95","16","16839"
"6","Calgary - Centre","Enhanced","Enhanced measures in place","302.1","200","66198"
"7","Calgary - Centre North","Enhanced","Enhanced measures in place","185.8","83","44663"
"8","Calgary - Centre West","Enhanced","Enhanced measures in place","150.2","98","65260"
"9","Calgary - East","Enhanced","Enhanced measures in place","168.4","122","72430"
"10","Calgary - Elbow","Enhanced","Enhanced measures in place","252.2","103","40835"
"11","Calgary - Fish Creek","Enhanced","Enhanced measures in place","141.6","159","112298"
"12","Calgary - Lower Ne","Enhanced","Enhanced measures in place","260.6","251","96301"
"13","Calgary - Lower Nw","Enhanced","Enhanced measures in place","164.6","103","62572"
"14","Calgary - North","Enhanced","Enhanced measures in place","267.3","306","114470"
"15","Calgary - Nosehill","Enhanced","Help prevent the spread","134.2","104","77497"
"16","Calgary - Se","Enhanced","Enhanced measures in place","162.7","213","130916"
"17","Calgary - Sw","Enhanced","Enhanced measures in place","154.3","177","114710"
"18","Calgary - Upper Ne","Enhanced","Enhanced measures in place","501","576","114978"
"19","Calgary - Upper Nw","Enhanced","Enhanced measures in place","201","245","121916"
"20","Calgary - West","Enhanced","Enhanced measures in place","153.8","141","91700"
"21","Calgary - West Bow","Enhanced","Enhanced measures in place","152.1","32","21039"
"22","Camrose County","Open","Help prevent the spread","69.5","6","8629"
"23","Cardston County","Enhanced","Enhanced measures in place The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","66.8","11","16459"
"24","City Of Airdrie","Enhanced","Enhanced measures in place","395.7","277","70009"
"25","City Of Beaumont","Enhanced","Enhanced measures in place","285.2","53","18586"
"26","City Of Brooks","Enhanced","Enhanced measures in place","222.8","43","19297"
"27","City Of Calgary","Enhanced","Enhanced measures in place","216","2911","1347732"
"28","City Of Camrose","Enhanced","Enhanced measures in place","102.1","22","21543"
"29","City Of Chestermere","Enhanced","Enhanced measures in place","287","60","20905"
"30","City Of Cold Lake","Enhanced","Enhanced measures in place","55.7","11","19763"
"31","City Of Edmonton","Enhanced","Enhanced measures in place","279.5","2855","1021628"
"32","City Of Fort Saskatchewan","Enhanced","Enhanced measures in place","228.1","61","26738"
"33","City Of Grande Prairie","Enhanced","Enhanced measures in place","114","84","73697"
"34","City Of Lacombe","Enhanced","Enhanced measures in place","107.3","20","18640"
"35","City Of Leduc","Enhanced","Enhanced measures in place","206","68","33017"
"36","City Of Lethbridge","Enhanced","Enhanced measures in place","175.8","174","98987"
"37","City Of Lloydminster","Open","Help prevent the spread","0","0","22277"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","50","34","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","88.7","94","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","124.1","46","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","158.1","109","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","166.7","28","16799"
"43","Clear Hills County","Open","Help prevent the spread","33.4","1","2998"
"44","Clearwater County","Open","Help prevent the spread","29.6","6","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","59.3","6","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","434.6","28","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","63.9","20","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","48.2","5","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","271.8","22","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","27","1","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","0","0","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","84.9","14","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","8","1","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","53.6","3","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","54.2","7","12907"
"56","County Of Warner No. 5","Enhanced","Enhanced measures in place","91","10","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","127.7","13","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","312","35","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","295.7","43","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","218.5","211","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","401.3","283","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","180.6","73","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","265.8","193","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","225.2","106","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","351.9","292","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","244.5","125","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","317.2","282","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","424.7","350","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","303.4","316","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","170.4","129","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","208.8","211","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","293.1","177","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","200.1","65","32479"
"74","Flagstaff County","Open","Help prevent the spread","23.4","2","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","85.2","19","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
