"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Gathering Restrictions          Public Health Orders","15.2","2","13196"
"2","Beaver County","Open","Gathering Restrictions          Public Health Orders","29.4","3","10191"
"3","Big Lakes County","Open","Gathering Restrictions          Public Health Orders","16.3","2","12234"
"4","Birch Hills County","Open","Gathering Restrictions          Public Health Orders","0","0","1479"
"5","Brazeau County","Open","Gathering Restrictions          Public Health Orders","11.9","2","16839"
"6","Calgary - Centre","Watch","Gathering Restrictions          Public Health Orders","84.6","56","66198"
"7","Calgary - Centre North","Watch","Gathering Restrictions          Public Health Orders","96.3","43","44663"
"8","Calgary - Centre West","Open","Gathering Restrictions          Public Health Orders","46","30","65260"
"9","Calgary - East","Open","Gathering Restrictions          Public Health Orders","42.8","31","72430"
"10","Calgary - Elbow","Watch","Gathering Restrictions          Public Health Orders","66.1","27","40835"
"11","Calgary - Fish Creek","Open","Gathering Restrictions          Public Health Orders","28.5","32","112298"
"12","Calgary - Lower Ne","Watch","Gathering Restrictions          Public Health Orders","109","105","96301"
"13","Calgary - Lower Nw","Open","Gathering Restrictions          Public Health Orders","43.2","27","62572"
"14","Calgary - North","Watch","Gathering Restrictions          Public Health Orders","75.1","86","114470"
"15","Calgary - Nosehill","Open","Gathering Restrictions          Public Health Orders","49","38","77497"
"16","Calgary - Se","Watch","Gathering Restrictions          Public Health Orders","52.7","69","130916"
"17","Calgary - Sw","Watch","Gathering Restrictions          Public Health Orders","50.6","58","114710"
"18","Calgary - Upper Ne","Watch","Gathering Restrictions          Public Health Orders","303.5","349","114978"
"19","Calgary - Upper Nw","Watch","Gathering Restrictions          Public Health Orders","86.1","105","121916"
"20","Calgary - West","Watch","Gathering Restrictions          Public Health Orders","55.6","51","91700"
"21","Calgary - West Bow","Open","Gathering Restrictions          Public Health Orders","42.8","9","21039"
"22","Camrose County","Open","Gathering Restrictions          Public Health Orders","11.6","1","8629"
"23","Cardston County","Open","Gathering Restrictions          Public Health Orders The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","12.2","2","16459"
"24","City Of Airdrie","Open","Gathering Restrictions          Public Health Orders","35.7","25","70009"
"25","City Of Beaumont","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","107.6","20","18586"
"26","City Of Brooks","Watch","Gathering Restrictions          Public Health Orders","77.7","15","19297"
"27","City Of Calgary","Watch","Gathering Restrictions          Public Health Orders","82.4","1110","1347732"
"28","City Of Camrose","Open","Gathering Restrictions          Public Health Orders","13.9","3","21543"
"29","City Of Chestermere","Watch","Gathering Restrictions          Public Health Orders","133.9","28","20905"
"30","City Of Cold Lake","Open","Gathering Restrictions          Public Health Orders","25.3","5","19763"
"31","City Of Edmonton","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","139.1","1421","1021628"
"32","City Of Fort Saskatchewan","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","37.4","10","26738"
"33","City Of Grande Prairie","Watch","Gathering Restrictions          Public Health Orders","80.1","59","73697"
"34","City Of Lacombe","Open","Gathering Restrictions          Public Health Orders","26.8","5","18640"
"35","City Of Leduc","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","42.4","14","33017"
"36","City Of Lethbridge","Watch","Gathering Restrictions          Public Health Orders","147.5","146","98987"
"37","City Of Lloydminster","Open","Gathering Restrictions          Public Health Orders","9","2","22277"
"38","City Of Medicine Hat","Open","Gathering Restrictions          Public Health Orders","7.3","5","68057"
"39","City Of Red Deer","Open","Gathering Restrictions          Public Health Orders","30.2","32","105939"
"40","City Of Spruce Grove","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","51.2","19","37076"
"41","City Of St. Albert","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","127.7","88","68923"
"42","City Of Wetaskiwin","Open","Gathering Restrictions          Public Health Orders","11.9","2","16799"
"43","Clear Hills County","Open","Gathering Restrictions          Public Health Orders","100.1","3","2998"
"44","Clearwater County","Open","Gathering Restrictions          Public Health Orders","9.9","2","20304"
"45","County Of Barrhead No. 11","Open","Gathering Restrictions          Public Health Orders","69.2","7","10116"
"46","County Of Forty Mile No. 8","Open","Gathering Restrictions          Public Health Orders","46.6","3","6443"
"47","County Of Grande Prairie No. 1","Open","Gathering Restrictions          Public Health Orders","25.5","8","31319"
"48","County Of Minburn No. 27","Open","Gathering Restrictions          Public Health Orders","9.6","1","10380"
"49","County Of Newell","Open","Gathering Restrictions          Public Health Orders","61.8","5","8093"
"50","County Of Northern Lights","Open","Gathering Restrictions          Public Health Orders","27","1","3702"
"51","County Of Paintearth No. 18","Open","Gathering Restrictions          Public Health Orders","0","0","3947"
"52","County Of St. Paul No. 19","Open","Gathering Restrictions          Public Health Orders","12.1","2","16493"
"53","County Of Stettler No. 6","Open","Gathering Restrictions          Public Health Orders","56.2","7","12449"
"54","County Of Two Hills No. 21","Open","Gathering Restrictions          Public Health Orders","0","0","5596"
"55","County Of Vermilion River","Open","Gathering Restrictions          Public Health Orders","7.7","1","12907"
"56","County Of Warner No. 5","Open","Gathering Restrictions          Public Health Orders","9.1","1","10994"
"57","County Of Wetaskiwin No. 10","Open","Gathering Restrictions          Public Health Orders","9.8","1","10181"
"58","Cypress County","Open","Gathering Restrictions          Public Health Orders","26.7","3","11218"
"59","Edmonton - Abbottsfield","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","178.8","26","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","84.9","82","96574"
"61","Edmonton - Castle Downs","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","231.1","163","70526"
"62","Edmonton - Duggan","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","98.9","40","40428"
"63","Edmonton - Eastwood","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","126.7","92","72600"
"64","Edmonton - Jasper Place","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","106.2","50","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","147","122","82983"
"66","Edmonton - Mill Woods West","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","136.9","70","51122"
"67","Edmonton - Ne","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","144","128","88901"
"68","Edmonton - Northgate","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","177.2","146","82404"
"69","Edmonton - Rutherford","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","129.6","135","104153"
"70","Edmonton - Twin Brooks","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","93.8","71","75685"
"71","Edmonton - West Jasper Place","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","132.6","134","101046"
