"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Gathering Restrictions          Public Health Orders","0","0","13196"
"2","Beaver County","Open","Gathering Restrictions          Public Health Orders","29.4","3","10191"
"3","Big Lakes County","Open","Gathering Restrictions          Public Health Orders","24.5","3","12234"
"4","Birch Hills County","Open","Gathering Restrictions          Public Health Orders","135.2","2","1479"
"5","Brazeau County","Open","Gathering Restrictions          Public Health Orders","5.9","1","16839"
"6","Calgary - Centre","Watch","Gathering Restrictions          Public Health Orders","69.5","46","66198"
"7","Calgary - Centre North","Open","Gathering Restrictions          Public Health Orders","29.1","13","44663"
"8","Calgary - Centre West","Open","Gathering Restrictions          Public Health Orders","26","17","65260"
"9","Calgary - East","Open","Gathering Restrictions          Public Health Orders","20.7","15","72430"
"10","Calgary - Elbow","Open","Gathering Restrictions          Public Health Orders","41.6","17","40835"
"11","Calgary - Fish Creek","Open","Gathering Restrictions          Public Health Orders","18.7","21","112298"
"12","Calgary - Lower Ne","Watch","Gathering Restrictions          Public Health Orders","87.2","84","96301"
"13","Calgary - Lower Nw","Open","Gathering Restrictions          Public Health Orders","25.6","16","62572"
"14","Calgary - North","Watch","Gathering Restrictions          Public Health Orders","62.9","72","114470"
"15","Calgary - Nosehill","Open","Gathering Restrictions          Public Health Orders","37.4","29","77497"
"16","Calgary - Se","Open","Gathering Restrictions          Public Health Orders","26.7","35","130916"
"17","Calgary - Sw","Open","Gathering Restrictions          Public Health Orders","17.4","20","114710"
"18","Calgary - Upper Ne","Watch","Gathering Restrictions          Public Health Orders","158.3","182","114978"
"19","Calgary - Upper Nw","Open","Gathering Restrictions          Public Health Orders","46.8","57","121916"
"20","Calgary - West","Open","Gathering Restrictions          Public Health Orders","29.4","27","91700"
"21","Calgary - West Bow","Open","Gathering Restrictions          Public Health Orders","42.8","9","21039"
"22","Camrose County","Open","Gathering Restrictions          Public Health Orders","0","0","8629"
"23","Cardston County","Open","Gathering Restrictions          Public Health Orders The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","18.2","3","16459"
"24","City Of Airdrie","Open","Gathering Restrictions          Public Health Orders","40","28","70009"
"25","City Of Beaumont","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","53.8","10","18586"
"26","City Of Brooks","Open","Gathering Restrictions          Public Health Orders","15.5","3","19297"
"27","City Of Calgary","Open","Gathering Restrictions          Public Health Orders","49","660","1347732"
"28","City Of Camrose","Open","Gathering Restrictions          Public Health Orders","4.6","1","21543"
"29","City Of Chestermere","Watch","Gathering Restrictions          Public Health Orders","100.5","21","20905"
"30","City Of Cold Lake","Open","Gathering Restrictions          Public Health Orders","0","0","19763"
"31","City Of Edmonton","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","120.9","1235","1021628"
