"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Enhanced","Enhanced measures in place","144","19","13196"
"2","Beaver County","Enhanced","Enhanced measures in place","98.1","10","10191"
"3","Big Lakes County","Open","Help prevent the spread","24.5","3","12234"
"4","Birch Hills County","Open","Help prevent the spread","67.6","1","1479"
"5","Brazeau County","Enhanced","Enhanced measures in place","302.9","51","16839"
"6","Calgary - Centre","Enhanced","Enhanced measures in place","347.4","230","66198"
"7","Calgary - Centre North","Enhanced","Enhanced measures in place","277.6","124","44663"
"8","Calgary - Centre West","Enhanced","Enhanced measures in place","260.5","170","65260"
"9","Calgary - East","Enhanced","Enhanced measures in place","350.7","254","72430"
"10","Calgary - Elbow","Enhanced","Enhanced measures in place","286.5","117","40835"
"11","Calgary - Fish Creek","Enhanced","Enhanced measures in place","192.3","216","112298"
"12","Calgary - Lower Ne","Enhanced","Enhanced measures in place","391.5","377","96301"
"13","Calgary - Lower Nw","Enhanced","Enhanced measures in place","118.3","74","62572"
"14","Calgary - North","Enhanced","Enhanced measures in place","265.6","304","114470"
"15","Calgary - Nosehill","Enhanced","Help prevent the spread","212.9","165","77497"
"16","Calgary - Se","Enhanced","Enhanced measures in place","239.8","314","130916"
"17","Calgary - Sw","Enhanced","Enhanced measures in place","227.5","261","114710"
"18","Calgary - Upper Ne","Enhanced","Enhanced measures in place","870.6","1001","114978"
"19","Calgary - Upper Nw","Enhanced","Enhanced measures in place","184.6","225","121916"
"20","Calgary - West","Enhanced","Enhanced measures in place","237.7","218","91700"
"21","Calgary - West Bow","Enhanced","Enhanced measures in place","242.4","51","21039"
"22","Camrose County","Enhanced","Enhanced measures in place","278.1","24","8629"
"23","Cardston County","Enhanced","Enhanced measures in place The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","230.9","38","16459"
"24","City Of Airdrie","Enhanced","Enhanced measures in place","377.1","264","70009"
"25","City Of Beaumont","Enhanced","Enhanced measures in place","521.9","97","18586"
"26","City Of Brooks","Enhanced","Enhanced measures in place","217.7","42","19297"
"27","City Of Calgary","Enhanced","Enhanced measures in place","304.2","4100","1347732"
"28","City Of Camrose","Enhanced","Enhanced measures in place","292.4","63","21543"
"29","City Of Chestermere","Enhanced","Enhanced measures in place","315.7","66","20905"
"30","City Of Cold Lake","Enhanced","Enhanced measures in place","323.8","64","19763"
"31","City Of Edmonton","Enhanced","Enhanced measures in place","496.4","5071","1021628"
"32","City Of Fort Saskatchewan","Enhanced","Enhanced measures in place","220.7","59","26738"
"33","City Of Grande Prairie","Enhanced","Enhanced measures in place","103.1","76","73697"
"34","City Of Lacombe","Enhanced","Enhanced measures in place","123.4","23","18640"
"35","City Of Leduc","Enhanced","Enhanced measures in place","390.7","129","33017"
"36","City Of Lethbridge","Enhanced","Enhanced measures in place","197","195","98987"
"37","City Of Lloydminster","Open","Help prevent the spread","9","2","22277"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","149.9","102","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","149.1","158","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","299.4","111","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","346.8","239","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","452.4","76","16799"
"43","Clear Hills County","Open","Help prevent the spread","0","0","2998"
