"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Gathering Restrictions          Public Health Orders","0","0","13196"
"2","Beaver County","Open","Gathering Restrictions          Public Health Orders","0","0","10191"
"3","Big Lakes County","Open","Gathering Restrictions          Public Health Orders","0","0","12234"
"4","Birch Hills County","Open","Gathering Restrictions          Public Health Orders","0","0","1479"
"5","Brazeau County","Open","Gathering Restrictions          Public Health Orders","0","0","16839"
"6","Calgary - Centre","Open","Gathering Restrictions          Public Health Orders","34.7","23","66198"
"7","Calgary - Centre North","Open","Gathering Restrictions          Public Health Orders","24.6","11","44663"
"8","Calgary - Centre West","Open","Gathering Restrictions          Public Health Orders","16.9","11","65260"
"9","Calgary - East","Open","Gathering Restrictions          Public Health Orders","41.4","30","72430"
"10","Calgary - Elbow","Open","Gathering Restrictions          Public Health Orders","41.6","17","40835"
"11","Calgary - Fish Creek","Open","Gathering Restrictions          Public Health Orders","22.3","25","112298"
"12","Calgary - Lower Ne","Watch","Gathering Restrictions          Public Health Orders","90.3","87","96301"
"13","Calgary - Lower Nw","Open","Gathering Restrictions          Public Health Orders","25.6","16","62572"
"14","Calgary - North","Open","Gathering Restrictions          Public Health Orders","40.2","46","114470"
"15","Calgary - Nosehill","Open","Gathering Restrictions          Public Health Orders","28.4","22","77497"
"16","Calgary - Se","Open","Gathering Restrictions          Public Health Orders","23.7","31","130916"
"17","Calgary - Sw","Open","Gathering Restrictions          Public Health Orders","20.9","24","114710"
"18","Calgary - Upper Ne","Watch","Gathering Restrictions          Public Health Orders","93.9","108","114978"
"19","Calgary - Upper Nw","Open","Gathering Restrictions          Public Health Orders","27.1","33","121916"
"20","Calgary - West","Open","Gathering Restrictions          Public Health Orders","25.1","23","91700"
"21","Calgary - West Bow","Open","Gathering Restrictions          Public Health Orders","19","4","21039"
"22","Camrose County","Open","Gathering Restrictions          Public Health Orders","0","0","8629"
"23","Cardston County","Open","Gathering Restrictions          Public Health Orders The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","12.2","2","16459"
"24","City Of Airdrie","Open","Gathering Restrictions          Public Health Orders","15.7","11","70009"
"25","City Of Beaumont","Open","Gathering Restrictions          Public Health Orders","26.9","5","18586"
"26","City Of Brooks","Open","Gathering Restrictions          Public Health Orders","20.7","4","19297"
"27","City Of Calgary","Open","Gathering Restrictions          Public Health Orders","37.8","510","1347732"
"28","City Of Camrose","Open","Gathering Restrictions          Public Health Orders","0","0","21543"
"29","City Of Chestermere","Open","Gathering Restrictions          Public Health Orders","19.1","4","20905"
"30","City Of Cold Lake","Open","Gathering Restrictions          Public Health Orders","5.1","1","19763"
"31","City Of Edmonton","Watch","Gathering Restrictions          Public Health Orders","72.2","738","1021628"
