"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Gathering Restrictions          Public Health Orders","15.2","2","13196"
"2","Beaver County","Open","Gathering Restrictions          Public Health Orders","0","0","10191"
"3","Big Lakes County","Open","Gathering Restrictions          Public Health Orders","0","0","12234"
"4","Birch Hills County","Open","Gathering Restrictions          Public Health Orders","0","0","1479"
"5","Brazeau County","Open","Gathering Restrictions          Public Health Orders","0","0","16839"
"6","Calgary - Centre","Watch","Gathering Restrictions          Public Health Orders","52.9","35","66198"
"7","Calgary - Centre North","Open","Gathering Restrictions          Public Health Orders","31.3","14","44663"
"8","Calgary - Centre West","Open","Gathering Restrictions          Public Health Orders","32.2","21","65260"
"9","Calgary - East","Watch","Gathering Restrictions          Public Health Orders","73.2","53","72430"
"10","Calgary - Elbow","Open","Gathering Restrictions          Public Health Orders","39.2","16","40835"
"11","Calgary - Fish Creek","Open","Gathering Restrictions          Public Health Orders","15.1","17","112298"
"12","Calgary - Lower Ne","Watch","Gathering Restrictions          Public Health Orders","114.2","110","96301"
"13","Calgary - Lower Nw","Open","Gathering Restrictions          Public Health Orders","3.2","2","62572"
"14","Calgary - North","Open","Gathering Restrictions          Public Health Orders","45.4","52","114470"
"15","Calgary - Nosehill","Open","Gathering Restrictions          Public Health Orders","31","24","77497"
"16","Calgary - Se","Open","Gathering Restrictions          Public Health Orders","17.6","23","130916"
"17","Calgary - Sw","Open","Gathering Restrictions          Public Health Orders","20.9","24","114710"
"18","Calgary - Upper Ne","Watch","Gathering Restrictions          Public Health Orders","111.3","128","114978"
"19","Calgary - Upper Nw","Open","Gathering Restrictions          Public Health Orders","9.8","12","121916"
"20","Calgary - West","Open","Gathering Restrictions          Public Health Orders","25.1","23","91700"
"21","Calgary - West Bow","Open","Gathering Restrictions          Public Health Orders","4.8","1","21039"
"22","Camrose County","Open","Gathering Restrictions          Public Health Orders","11.6","1","8629"
"23","Cardston County","Open","Gathering Restrictions          Public Health Orders The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","12.2","2","16459"
"24","City Of Airdrie","Open","Gathering Restrictions          Public Health Orders","31.4","22","70009"
"25","City Of Beaumont","Open","Gathering Restrictions          Public Health Orders","10.8","2","18586"
"26","City Of Brooks","Open","Gathering Restrictions          Public Health Orders","10.4","2","19297"
"27","City Of Calgary","Open","Gathering Restrictions          Public Health Orders","41.2","555","1347732"
"28","City Of Camrose","Open","Gathering Restrictions          Public Health Orders","0","0","21543"
"29","City Of Chestermere","Open","Gathering Restrictions          Public Health Orders","33.5","7","20905"
"30","City Of Cold Lake","Open","Gathering Restrictions          Public Health Orders","0","0","19763"
"31","City Of Edmonton","Open","Gathering Restrictions          Public Health Orders","47.8","488","1021628"
"32","City Of Fort Saskatchewan","Open","Gathering Restrictions          Public Health Orders","11.2","3","26738"
"33","City Of Grande Prairie","Open","Gathering Restrictions          Public Health Orders","25.8","19","73697"
"34","City Of Lacombe","Open","Gathering Restrictions          Public Health Orders","5.4","1","18640"
"35","City Of Leduc","Open","Gathering Restrictions          Public Health Orders","6.1","2","33017"
"36","City Of Lethbridge","Open","Gathering Restrictions          Public Health Orders","15.2","15","98987"
"37","City Of Lloydminster","Open","Gathering Restrictions          Public Health Orders","0","0","22277"
"38","City Of Medicine Hat","Open","Gathering Restrictions          Public Health Orders","2.9","2","68057"
"39","City Of Red Deer","Open","Gathering Restrictions          Public Health Orders","9.4","10","105939"
"40","City Of Spruce Grove","Open","Gathering Restrictions          Public Health Orders","8.1","3","37076"
"41","City Of St. Albert","Open","Gathering Restrictions          Public Health Orders","18.9","13","68923"
"42","City Of Wetaskiwin","Open","Gathering Restrictions          Public Health Orders","11.9","2","16799"
"43","Clear Hills County","Watch","Gathering Restrictions          Public Health Orders","800.6","24","2998"
"44","Clearwater County","Open","Gathering Restrictions          Public Health Orders","0","0","20304"
"45","County Of Barrhead No. 11","Open","Gathering Restrictions          Public Health Orders","0","0","10116"
"46","County Of Forty Mile No. 8","Open","Gathering Restrictions          Public Health Orders","62.1","4","6443"
"47","County Of Grande Prairie No. 1","Open","Gathering Restrictions          Public Health Orders","19.2","6","31319"
"48","County Of Minburn No. 27","Open","Gathering Restrictions          Public Health Orders","0","0","10380"
"49","County Of Newell","Open","Gathering Restrictions          Public Health Orders","12.4","1","8093"
"50","County Of Northern Lights","Open","Gathering Restrictions          Public Health Orders","81","3","3702"
"51","County Of Paintearth No. 18","Open","Gathering Restrictions          Public Health Orders","0","0","3947"
"52","County Of St. Paul No. 19","Open","Gathering Restrictions          Public Health Orders","6.1","1","16493"
"53","County Of Stettler No. 6","Open","Gathering Restrictions          Public Health Orders","0","0","12449"
"54","County Of Two Hills No. 21","Open","Gathering Restrictions          Public Health Orders","71.5","4","5596"
"55","County Of Vermilion River","Open","Gathering Restrictions          Public Health Orders","7.7","1","12907"
"56","County Of Warner No. 5","Open","Gathering Restrictions          Public Health Orders","0","0","10994"
"57","County Of Wetaskiwin No. 10","Open","Gathering Restrictions          Public Health Orders","19.6","2","10181"
"58","Cypress County","Open","Gathering Restrictions          Public Health Orders","0","0","11218"
"59","Edmonton - Abbottsfield","Open","Gathering Restrictions          Public Health Orders","41.3","6","14540"
"60","Edmonton - Bonnie Doon","Open","Gathering Restrictions          Public Health Orders","28","27","96574"
"61","Edmonton - Castle Downs","Watch","Gathering Restrictions          Public Health Orders","75.1","53","70526"
"62","Edmonton - Duggan","Open","Gathering Restrictions          Public Health Orders","49.5","20","40428"
"63","Edmonton - Eastwood","Watch","Gathering Restrictions          Public Health Orders","67.5","49","72600"
"64","Edmonton - Jasper Place","Open","Gathering Restrictions          Public Health Orders","34","16","47069"
"65","Edmonton - Mill Woods South & East","Open","Gathering Restrictions          Public Health Orders","45.8","38","82983"
"66","Edmonton - Mill Woods West","Open","Gathering Restrictions          Public Health Orders","39.1","20","51122"
"67","Edmonton - Ne","Watch","Gathering Restrictions          Public Health Orders","83.2","74","88901"
"68","Edmonton - Northgate","Watch","Gathering Restrictions          Public Health Orders","92.2","76","82404"
"69","Edmonton - Rutherford","Open","Gathering Restrictions          Public Health Orders","31.7","33","104153"
"70","Edmonton - Twin Brooks","Open","Gathering Restrictions          Public Health Orders","30.4","23","75685"
"71","Edmonton - West Jasper Place","Open","Gathering Restrictions          Public Health Orders","28.7","29","101046"
"72","Edmonton - Woodcroft East","Open","Gathering Restrictions          Public Health Orders","29.8","18","60381"
"73","Edmonton - Woodcroft West","Open","Gathering Restrictions          Public Health Orders","18.5","6","32479"
"74","Flagstaff County","Open","Gathering Restrictions          Public Health Orders","0","0","8560"
"75","Foothills County","Open","Gathering Restrictions          Public Health Orders","17.9","4","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
