"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Help prevent the spread","53","7","13196"
"2","Beaver County","Open","Help prevent the spread","49.1","5","10191"
"3","Big Lakes County","Open","Help prevent the spread","16.3","2","12234"
"4","Birch Hills County","Open","Help prevent the spread","0","0","1479"
"5","Brazeau County","Enhanced","Enhanced measures in place","166.3","28","16839"
"6","Calgary - Centre","Enhanced","Enhanced measures in place","321.8","213","66198"
"7","Calgary - Centre North","Enhanced","Enhanced measures in place","235.1","105","44663"
"8","Calgary - Centre West","Enhanced","Enhanced measures in place","239","156","65260"
"9","Calgary - East","Enhanced","Enhanced measures in place","278.9","202","72430"
"10","Calgary - Elbow","Enhanced","Enhanced measures in place","257.1","105","40835"
"11","Calgary - Fish Creek","Enhanced","Enhanced measures in place","179","201","112298"
"12","Calgary - Lower Ne","Enhanced","Enhanced measures in place","293.9","283","96301"
"13","Calgary - Lower Nw","Enhanced","Enhanced measures in place","132.6","83","62572"
"14","Calgary - North","Enhanced","Enhanced measures in place","261.2","299","114470"
"15","Calgary - Nosehill","Enhanced","Help prevent the spread","178.1","138","77497"
"16","Calgary - Se","Enhanced","Enhanced measures in place","229.9","301","130916"
"17","Calgary - Sw","Enhanced","Enhanced measures in place","215.3","247","114710"
"18","Calgary - Upper Ne","Enhanced","Enhanced measures in place","634.9","730","114978"
"19","Calgary - Upper Nw","Enhanced","Enhanced measures in place","145.2","177","121916"
"20","Calgary - West","Enhanced","Enhanced measures in place","212.6","195","91700"
"21","Calgary - West Bow","Enhanced","Enhanced measures in place","218.6","46","21039"
"22","Camrose County","Enhanced","Enhanced measures in place","173.8","15","8629"
"23","Cardston County","Enhanced","Enhanced measures in place The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","139.7","23","16459"
"24","City Of Airdrie","Enhanced","Enhanced measures in place","392.8","275","70009"
"25","City Of Beaumont","Enhanced","Enhanced measures in place","419.7","78","18586"
"26","City Of Brooks","Enhanced","Enhanced measures in place","207.3","40","19297"
"27","City Of Calgary","Enhanced","Enhanced measures in place","258.2","3480","1347732"
"28","City Of Camrose","Enhanced","Enhanced measures in place","181","39","21543"
"29","City Of Chestermere","Enhanced","Enhanced measures in place","325.3","68","20905"
"30","City Of Cold Lake","Enhanced","Enhanced measures in place","177.1","35","19763"
"31","City Of Edmonton","Enhanced","Enhanced measures in place","381.3","3895","1021628"
"32","City Of Fort Saskatchewan","Enhanced","Enhanced measures in place","198.2","53","26738"
"33","City Of Grande Prairie","Enhanced","Enhanced measures in place","111.3","82","73697"
"34","City Of Lacombe","Enhanced","Enhanced measures in place","59","11","18640"
"35","City Of Leduc","Enhanced","Enhanced measures in place","333.2","110","33017"
"36","City Of Lethbridge","Enhanced","Enhanced measures in place","166.7","165","98987"
"37","City Of Lloydminster","Open","Help prevent the spread","13.5","3","22277"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","119","81","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","105.7","112","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","210.4","78","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","258.3","178","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","267.9","45","16799"
"43","Clear Hills County","Open","Help prevent the spread","0","0","2998"
"44","Clearwater County","Open","Help prevent the spread","34.5","7","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","59.3","6","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","357","23","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","118.1","37","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","67.4","7","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","296.6","24","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","135.1","5","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","0","0","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","212.2","35","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","8","1","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","17.9","1","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","7.7","1","12907"
"56","County Of Warner No. 5","Open","Help prevent the spread","81.9","9","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","196.4","20","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","392.2","44","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","275.1","40","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","270.3","261","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","612.5","432","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","227.6","92","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","360.9","262","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","320.8","151","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","503.7","418","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","383.4","196","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","478.1","425","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","483","398","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","410.9","428","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","214","162","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","284","287","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","384.2","232","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","335.6","109","32479"
"74","Flagstaff County","Open","Help prevent the spread","58.4","5","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","255.7","57","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","779.9","108","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","100.8","11","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","197","20","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","127","21","16534"
