"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"1","Athabasca County","Open","Help prevent the spread","53","7","13196"
"2","Beaver County","Open","Help prevent the spread","19.6","2","10191"
"3","Big Lakes County","Open","Help prevent the spread","8.2","1","12234"
"4","Birch Hills County","Open","Help prevent the spread","0","0","1479"
"5","Brazeau County","Enhanced","Enhanced measures in place","148.5","25","16839"
"6","Calgary - Centre","Enhanced","Enhanced measures in place","349","231","66198"
"7","Calgary - Centre North","Enhanced","Enhanced measures in place","223.9","100","44663"
"8","Calgary - Centre West","Enhanced","Enhanced measures in place","236","154","65260"
"9","Calgary - East","Enhanced","Enhanced measures in place","255.4","185","72430"
"10","Calgary - Elbow","Enhanced","Enhanced measures in place","264.5","108","40835"
"11","Calgary - Fish Creek","Enhanced","Enhanced measures in place","165.6","186","112298"
"12","Calgary - Lower Ne","Enhanced","Enhanced measures in place","305.3","294","96301"
"13","Calgary - Lower Nw","Enhanced","Enhanced measures in place","161.4","101","62572"
"14","Calgary - North","Enhanced","Enhanced measures in place","270.8","310","114470"
"15","Calgary - Nosehill","Enhanced","Help prevent the spread","180.7","140","77497"
"16","Calgary - Se","Enhanced","Enhanced measures in place","222.3","291","130916"
"17","Calgary - Sw","Enhanced","Enhanced measures in place","203.1","233","114710"
"18","Calgary - Upper Ne","Enhanced","Enhanced measures in place","570.5","656","114978"
"19","Calgary - Upper Nw","Enhanced","Enhanced measures in place","164","200","121916"
"20","Calgary - West","Enhanced","Enhanced measures in place","175.6","161","91700"
"21","Calgary - West Bow","Enhanced","Enhanced measures in place","199.6","42","21039"
"22","Camrose County","Enhanced","Enhanced measures in place","150.7","13","8629"
"23","Cardston County","Enhanced","Enhanced measures in place The Blood Tribe, situated in Cardston County, has chosen to maintain maximum gathering limits of 15 people indoors and 50 outdoors within their community at this time.","115.4","19","16459"
"24","City Of Airdrie","Enhanced","Enhanced measures in place","425.7","298","70009"
"25","City Of Beaumont","Enhanced","Enhanced measures in place","344.3","64","18586"
"26","City Of Brooks","Enhanced","Enhanced measures in place","176.2","34","19297"
"27","City Of Calgary","Enhanced","Enhanced measures in place","251.6","3391","1347732"
"28","City Of Camrose","Enhanced","Enhanced measures in place","125.3","27","21543"
"29","City Of Chestermere","Enhanced","Enhanced measures in place","315.7","66","20905"
"30","City Of Cold Lake","Enhanced","Enhanced measures in place","126.5","25","19763"
"31","City Of Edmonton","Enhanced","Enhanced measures in place","320.9","3278","1021628"
"32","City Of Fort Saskatchewan","Enhanced","Enhanced measures in place","224.4","60","26738"
"33","City Of Grande Prairie","Enhanced","Enhanced measures in place","112.6","83","73697"
"34","City Of Lacombe","Enhanced","Enhanced measures in place","91.2","17","18640"
"35","City Of Leduc","Enhanced","Enhanced measures in place","284.7","94","33017"
"36","City Of Lethbridge","Enhanced","Enhanced measures in place","175.8","174","98987"
"37","City Of Lloydminster","Open","Help prevent the spread","0","0","22277"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","74.9","51","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","102.9","109","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","164.5","61","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","229.2","158","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","261.9","44","16799"
"43","Clear Hills County","Open","Help prevent the spread","33.4","1","2998"
"44","Clearwater County","Open","Help prevent the spread","29.6","6","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","49.4","5","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","403.5","26","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","102.2","32","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","57.8","6","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","284.2","23","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","108.1","4","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","0","0","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","121.3","20","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","8","1","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","53.6","3","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","31","4","12907"
"56","County Of Warner No. 5","Open","Help prevent the spread","81.9","9","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","176.8","18","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","347.6","39","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","233.8","34","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","236.1","228","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","527.5","372","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","180.6","73","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","298.9","217","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","286.8","135","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","419.4","348","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","291.5","149","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","384.7","342","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","430.8","355","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","346.6","361","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","198.2","150","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","224.7","227","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","342.8","207","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","243.2","79","32479"
"74","Flagstaff County","Open","Help prevent the spread","23.4","2","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","201.9","45","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
