Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-17,"October 17, 2020",All,All,All,222371.0,2683.0,3258,1648,1572,38,85.0,28.0,5.0,,237.6,1
2020-10-17,"October 17, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,262,109,152,1,4.0,3.0,0.0,,208.84,2
2020-10-17,"October 17, 2020",Northern,Northern,Northern,,,38,28,10,0,4.0,3.0,0.0,,49.5,3
2020-10-17,"October 17, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,558,26,528,4,4.0,2.0,2.0,,326.21,4
2020-10-17,"October 17, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,446,67,366,13,5.0,0.0,0.0,,214.82,5
2020-10-17,"October 17, 2020",Winnipeg,Winnipeg,Winnipeg,,,1954,1418,516,20,68.0,20.0,3.0,,247.24,6
2020-10-17,"October 17, 2020",Interlake-Eastern,IE11,Selkirk,,,2,0,2,0,,,,,18.74,7
2020-10-17,"October 17, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,35,5,29,1,,,,,209.23,8
2020-10-17,"October 17, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,25,5,20,0,,,,,146.57,9
2020-10-17,"October 17, 2020",Interlake-Eastern,IE23,St. Clements,,,4,2,2,0,,,,,47.61,10
2020-10-17,"October 17, 2020",Interlake-Eastern,IE24,Springfield,,,37,4,33,0,,,,,302.73,11
2020-10-17,"October 17, 2020",Interlake-Eastern,IE31,Beausejour,,,16,1,15,0,,,,,163.4,12
2020-10-17,"October 17, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-17,"October 17, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-17,"October 17, 2020",Interlake-Eastern,IE41,Gimli,,,1,0,1,0,,,,,15.92,15
2020-10-17,"October 17, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-17,"October 17, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-17,"October 17, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,5,2,3,0,,,,,81.05,18
2020-10-17,"October 17, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,42,27,15,0,,,,,602.41,19
2020-10-17,"October 17, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,3,3,0,0,,,,,43.08,20
2020-10-17,"October 17, 2020",Interlake-Eastern,IE61,Northern Remote,,,57,57,0,0,,,,,1388.89,21
2020-10-17,"October 17, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,0,0,0,0,,,,,0.0,22
2020-10-17,"October 17, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,1,0,1,0,,,,,13.14,23
2020-10-17,"October 17, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,2,2,0,0,,,,,84.71,24
2020-10-17,"October 17, 2020",Northern,NO14,Thompson/Mystery Lake,,,13,7,6,0,,,,,88.35,25
2020-10-17,"October 17, 2020",Northern,NO15,Bay Line,,,1,0,1,0,,,,,82.71,26
2020-10-17,"October 17, 2020",Northern,NO16,Gillam/Fox Lake CN,,,1,0,1,0,,,,,74.68,27
2020-10-17,"October 17, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,0,0,0,0,,,,,0.0,28
2020-10-17,"October 17, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-10-17,"October 17, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,0,0,0,0,,,,,0.0,30
2020-10-17,"October 17, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,1,1,0,0,,,,,37.55,31
