Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-07,"October 07, 2020",All,All,All,197988.0,2395.0,2278,803,1448,27,32.0,25.0,6.0,,166.13,1
2020-10-07,"October 07, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,190,63,126,1,5.0,0.0,0.0,,151.45,2
2020-10-07,"October 07, 2020",Northern,Northern,Northern,,,18,12,6,0,0.0,3.0,0.0,,23.45,3
2020-10-07,"October 07, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,529,15,510,4,2.0,4.0,2.0,,309.26,4
2020-10-07,"October 07, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,355,22,322,11,3.0,2.0,0.0,,170.99,5
2020-10-07,"October 07, 2020",Winnipeg,Winnipeg,Winnipeg,,,1186,691,484,11,22.0,12.0,3.0,,150.07,6
2020-10-07,"October 07, 2020",Interlake-Eastern,IE11,Selkirk,,,1,0,1,0,,,,,9.37,7
2020-10-07,"October 07, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,31,2,28,1,,,,,185.32,8
2020-10-07,"October 07, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,18,3,15,0,,,,,105.53,9
2020-10-07,"October 07, 2020",Interlake-Eastern,IE23,St. Clements,,,1,0,1,0,,,,,11.9,10
2020-10-07,"October 07, 2020",Interlake-Eastern,IE24,Springfield,,,35,4,31,0,,,,,286.37,11
2020-10-07,"October 07, 2020",Interlake-Eastern,IE31,Beausejour,,,16,2,14,0,,,,,163.4,12
2020-10-07,"October 07, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,2,4,0,,,,,74.27,13
2020-10-07,"October 07, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-07,"October 07, 2020",Interlake-Eastern,IE41,Gimli,,,1,1,0,0,,,,,15.92,15
2020-10-07,"October 07, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,19,3,16,0,,,,,356.74,16
2020-10-07,"October 07, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
