Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-06,"November 06, 2020",All,All,All,275342.0,2212.0,7419,4286,3037,96,243.0,161.0,20.0,,541.05,1
2020-11-06,"November 06, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,604,375,224,5,17.0,11.0,4.0,,481.46,2
2020-11-06,"November 06, 2020",Northern,Northern,Northern,,,326,223,102,1,23.0,10.0,1.0,,424.63,3
2020-11-06,"November 06, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,678,83,591,4,15.0,3.0,0.0,,396.37,4
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,1083,428,639,16,52.0,21.0,3.0,,521.63,5
2020-11-06,"November 06, 2020",Winnipeg,Winnipeg,Winnipeg,,,4728,3177,1481,70,136.0,116.0,12.0,,598.24,6
2020-11-06,"November 06, 2020",Interlake-Eastern,IE11,Selkirk,,,10,6,4,0,,,,,93.7,7
2020-11-06,"November 06, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,59,18,39,2,,,,,352.7,8
2020-11-06,"November 06, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,44,18,25,1,,,,,257.96,9
2020-11-06,"November 06, 2020",Interlake-Eastern,IE23,St. Clements,,,17,9,8,0,,,,,202.33,10
2020-11-06,"November 06, 2020",Interlake-Eastern,IE24,Springfield,,,54,17,37,0,,,,,441.83,11
2020-11-06,"November 06, 2020",Interlake-Eastern,IE31,Beausejour,,,22,4,18,0,,,,,224.67,12
2020-11-06,"November 06, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,8,1,7,0,,,,,99.02,13
2020-11-06,"November 06, 2020",Interlake-Eastern,IE33,Whiteshell,,,4,4,0,0,,,,,143.06,14
2020-11-06,"November 06, 2020",Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-11-06,"November 06, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,22,2,20,0,,,,,413.07,16
2020-11-06,"November 06, 2020",Interlake-Eastern,IE43,St. Laurent,,,4,1,3,0,,,,,102.88,17
2020-11-06,"November 06, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,15,8,7,0,,,,,243.15,18
2020-11-06,"November 06, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,193,172,21,0,,,,,2768.22,19
2020-11-06,"November 06, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,56,54,1,1,,,,,804.25,20
2020-11-06,"November 06, 2020",Interlake-Eastern,IE61,Northern Remote,,,64,45,18,1,,,,,1559.45,21
2020-11-06,"November 06, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,127,94,33,0,,,,,1140.45,22
2020-11-06,"November 06, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,4,1,3,0,,,,,52.56,23
2020-11-06,"November 06, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,6,4,2,0,,,,,254.13,24
2020-11-06,"November 06, 2020",Northern,NO14,Thompson/Mystery Lake,,,53,19,34,0,,,,,360.2,25
2020-11-06,"November 06, 2020",Northern,NO15,Bay Line,,,3,1,2,0,,,,,248.14,26
2020-11-06,"November 06, 2020",Northern,NO16,Gillam/Fox Lake CN,,,2,0,2,0,,,,,149.37,27
2020-11-06,"November 06, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,7,7,0,0,,,,,167.87,28
2020-11-06,"November 06, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-11-06,"November 06, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,1,1,0,0,,,,,61.35,30
2020-11-06,"November 06, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,7,2,5,0,,,,,262.86,31
2020-11-06,"November 06, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,11,1,10,0,,,,,316.64,32
2020-11-06,"November 06, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,5,4,1,0,,,,,115.15,33
2020-11-06,"November 06, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,61,59,2,0,,,,,1131.31,34
2020-11-06,"November 06, 2020",Northern,NO28,Norway House/Norway House CN,,,1,1,0,0,,,,,17.14,35
2020-11-06,"November 06, 2020",Northern,NO31,Island Lake,,,7,6,0,1,,,,,77.71,36
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,15,1,14,0,,,,,238.7,37
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,13,3,10,0,,,,,282.55,38
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO13,Rural Portage,,,35,9,25,1,,,,,535.41,39
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO14,Cartier/St. Francçois Xavier,,,118,27,91,0,,,,,1323.17,40
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO15,City of Portage La Prairie,,,63,20,42,1,,,,,378.95,41
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO21,Grey,,,6,0,5,1,,,,,207.4,42
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO22,Carman,,,14,7,7,0,,,,,238.83,43
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO23,MacDonald,,,19,8,11,0,,,,,232.05,44
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO24,Morris,,,19,5,14,0,,,,,353.03,45
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO25,St. Pierre,,,7,4,3,0,,,,,170.19,46
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO26,Red River South,,,14,6,8,0,,,,,312.57,47
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO31,Lorne/Louise/Pembina,,,50,19,31,0,,,,,608.49,48
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO32,Stanley,,,3,0,3,0,,,,,68.51,49
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO33,Altona,,,31,21,10,0,,,,,312.31,50
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO34,Morden,,,6,3,3,0,,,,,54.45,51
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO35,Winkler,,,20,2,17,1,,,,,105.94,52
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO36,Roland/Thompson,,,15,0,14,1,,,,,711.57,53
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO41,Niverville/Ritchot,,,110,37,72,1,,,,,777.33,54
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO42,Tache,,,39,19,20,0,,,,,372.53,55
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO43,Ste Anne/La Broquerie,,,74,34,38,2,,,,,565.06,56
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO44,Steinbach,,,236,118,112,6,,,,,1075.46,57
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO45,Hanover,,,99,45,53,1,,,,,642.9,58
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,SO46,Rural East,,,13,9,3,1,,,,,313.25,59
2020-11-06,"November 06, 2020",Winnipeg,Unknown Community Area,Unknown Community Area,,,84,55,28,1,,,,,,60
2020-11-06,"November 06, 2020",Southern Health-Santé Sud,Unknown District,Unknown District,,,64,31,33,0,,,,,,61
2020-11-06,"November 06, 2020",Interlake-Eastern,Unknown District,Unknown District,,,30,16,14,0,,,,,,62
2020-11-06,"November 06, 2020",Northern,Unknown District,Unknown District,,,31,23,8,0,,,,,,63
2020-11-06,"November 06, 2020",Prairie Mountain Health,Unknown District,Unknown District,,,21,6,15,0,,,,,,64
2020-11-06,"November 06, 2020",Winnipeg,W01,St. James - Assiniboia,,,242,164,75,3,,,,,391.7,65
2020-11-06,"November 06, 2020",Winnipeg,W02,Assiniboine South,,,175,102,68,5,,,,,472.82,66
2020-11-06,"November 06, 2020",Winnipeg,W03,Fort Garry,,,494,310,179,5,,,,,498.91,67
2020-11-06,"November 06, 2020",Winnipeg,W04,St. Vital,,,347,246,98,3,,,,,489.97,68
2020-11-06,"November 06, 2020",Winnipeg,W05,St. Boniface,,,315,234,77,4,,,,,488.75,69
