Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-31,"October 31, 2020",All,All,All,255942.0,2320.0,5723,3010,2646,67,349.0,0.0,0.0,,417.37,1
2020-10-31,"October 31, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,468,260,204,4,33.0,0.0,0.0,,373.05,2
2020-10-31,"October 31, 2020",Northern,Northern,Northern,,,188,116,72,0,35.0,0.0,0.0,,244.88,3
2020-10-31,"October 31, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,625,48,573,4,16.0,0.0,0.0,,365.38,4
2020-10-31,"October 31, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,800,263,523,14,34.0,0.0,0.0,,385.32,5
2020-10-31,"October 31, 2020",Winnipeg,Winnipeg,Winnipeg,,,3642,2323,1274,45,231.0,0.0,0.0,,460.83,6
2020-10-31,"October 31, 2020",Interlake-Eastern,IE11,Selkirk,,,8,5,3,0,,,,,74.96,7
2020-10-31,"October 31, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,49,9,38,2,,,,,292.92,8
2020-10-31,"October 31, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,35,10,24,1,,,,,205.19,9
2020-10-31,"October 31, 2020",Interlake-Eastern,IE23,St. Clements,,,11,3,8,0,,,,,130.92,10
2020-10-31,"October 31, 2020",Interlake-Eastern,IE24,Springfield,,,47,11,36,0,,,,,384.55,11
2020-10-31,"October 31, 2020",Interlake-Eastern,IE31,Beausejour,,,21,3,18,0,,,,,214.46,12
2020-10-31,"October 31, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,7,1,6,0,,,,,86.64,13
2020-10-31,"October 31, 2020",Interlake-Eastern,IE33,Whiteshell,,,2,2,0,0,,,,,71.53,14
2020-10-31,"October 31, 2020",Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-10-31,"October 31, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-31,"October 31, 2020",Interlake-Eastern,IE43,St. Laurent,,,4,1,3,0,,,,,102.88,17
2020-10-31,"October 31, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,15,9,6,0,,,,,243.15,18
2020-10-31,"October 31, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,134,115,19,0,,,,,1921.97,19
2020-10-31,"October 31, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,29,29,0,0,,,,,416.49,20
2020-10-31,"October 31, 2020",Interlake-Eastern,IE61,Northern Remote,,,66,56,9,1,,,,,1608.19,21
2020-10-31,"October 31, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,68,55,13,0,,,,,610.63,22
2020-10-31,"October 31, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,4,2,2,0,,,,,52.56,23
2020-10-31,"October 31, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,4,2,2,0,,,,,169.42,24
2020-10-31,"October 31, 2020",Northern,NO14,Thompson/Mystery Lake,,,41,10,31,0,,,,,278.65,25
2020-10-31,"October 31, 2020",Northern,NO15,Bay Line,,,3,1,2,0,,,,,248.14,26
