Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-03,"October 03, 2020",All,All,All,190061.0,1963.0,2108,677,1409,22,38.0,0.0,0.0,,153.73,1
2020-10-03,"October 03, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,145,27,118,0,3.0,0.0,0.0,,115.58,2
2020-10-03,"October 03, 2020",Northern,Northern,Northern,,,17,12,5,0,0.0,0.0,0.0,,22.14,3
2020-10-03,"October 03, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,530,21,506,3,2.0,0.0,0.0,,309.85,4
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,341,26,304,11,0.0,0.0,0.0,,164.24,5
2020-10-03,"October 03, 2020",Winnipeg,Winnipeg,Winnipeg,,,1075,591,476,8,33.0,0.0,0.0,,136.02,6
2020-10-03,"October 03, 2020",Interlake-Eastern,IE11,Selkirk,,,1,0,1,0,,,,,9.37,7
2020-10-03,"October 03, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,29,2,27,0,,,,,173.36,8
2020-10-03,"October 03, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,18,6,12,0,,,,,105.53,9
2020-10-03,"October 03, 2020",Interlake-Eastern,IE23,St. Clements,,,1,0,1,0,,,,,11.9,10
2020-10-03,"October 03, 2020",Interlake-Eastern,IE24,Springfield,,,33,2,31,0,,,,,270.0,11
2020-10-03,"October 03, 2020",Interlake-Eastern,IE31,Beausejour,,,14,1,13,0,,,,,142.97,12
2020-10-03,"October 03, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,2,4,0,,,,,74.27,13
2020-10-03,"October 03, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-03,"October 03, 2020",Interlake-Eastern,IE41,Gimli,,,0,0,0,0,,,,,0.0,15
2020-10-03,"October 03, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,17,1,16,0,,,,,319.19,16
2020-10-03,"October 03, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-03,"October 03, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,5,2,3,0,,,,,81.05,18
2020-10-03,"October 03, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,15,10,5,0,,,,,215.15,19
2020-10-03,"October 03, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,0,0,0,0,,,,,0.0,20
2020-10-03,"October 03, 2020",Interlake-Eastern,IE61,Northern Remote,,,1,1,0,0,,,,,24.37,21
2020-10-03,"October 03, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,0,0,0,0,,,,,0.0,22
2020-10-03,"October 03, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,1,0,1,0,,,,,13.14,23
2020-10-03,"October 03, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,0,0,0,0,,,,,0.0,24
2020-10-03,"October 03, 2020",Northern,NO14,Thompson/Mystery Lake,,,2,0,2,0,,,,,13.59,25
2020-10-03,"October 03, 2020",Northern,NO15,Bay Line,,,1,1,0,0,,,,,82.71,26
2020-10-03,"October 03, 2020",Northern,NO16,Gillam/Fox Lake CN,,,1,0,1,0,,,,,74.68,27
2020-10-03,"October 03, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,0,0,0,0,,,,,0.0,28
2020-10-03,"October 03, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-10-03,"October 03, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,0,0,0,0,,,,,0.0,30
2020-10-03,"October 03, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,0,0,0,0,,,,,0.0,31
2020-10-03,"October 03, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,8,8,0,0,,,,,230.28,32
2020-10-03,"October 03, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,2,2,0,0,,,,,46.06,33
2020-10-03,"October 03, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,0,0,0,0,,,,,0.0,34
2020-10-03,"October 03, 2020",Northern,NO28,Norway House/Norway House CN,,,0,0,0,0,,,,,0.0,35
2020-10-03,"October 03, 2020",Northern,NO31,Island Lake,,,1,1,0,0,,,,,11.1,36
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,14,2,12,0,,,,,222.79,37
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,11,0,11,0,,,,,239.08,38
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO13,Rural Portage,,,22,1,20,1,,,,,336.55,39
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO14,Cartier/St. Francçois Xavier,,,37,2,35,0,,,,,414.89,40
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO15,City of Portage La Prairie,,,30,1,28,1,,,,,180.45,41
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO21,Grey,,,6,0,5,1,,,,,207.4,42
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO22,Carman,,,7,0,7,0,,,,,119.41,43
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO23,MacDonald,,,10,0,10,0,,,,,122.13,44
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO24,Morris,,,10,0,10,0,,,,,185.8,45
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO25,St. Pierre,,,0,0,0,0,,,,,0.0,46
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO26,Red River South,,,0,0,0,0,,,,,0.0,47
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO31,Lorne/Louise/Pembina,,,18,1,17,0,,,,,219.06,48
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO32,Stanley,,,3,0,3,0,,,,,68.51,49
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO33,Altona,,,7,0,7,0,,,,,70.52,50
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO34,Morden,,,1,0,1,0,,,,,9.08,51
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO35,Winkler,,,13,1,12,0,,,,,68.86,52
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO36,Roland/Thompson,,,15,0,14,1,,,,,711.57,53
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO41,Niverville/Ritchot,,,58,5,52,1,,,,,409.87,54
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO42,Tache,,,8,1,7,0,,,,,76.42,55
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO43,Ste Anne/La Broquerie,,,12,2,10,0,,,,,91.63,56
2020-10-03,"October 03, 2020",Southern Health-Santé Sud,SO44,Steinbach,,,42,7,30,5,,,,,191.4,57
