Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-23,"November 23, 2020",All,All,All,333694.0,2798.0,14087,8498,5353,236,546.0,296.0,52.0,,1027.34,1
2020-11-23,"November 23, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,969,521,437,11,21.0,24.0,8.0,,772.41,2
2020-11-23,"November 23, 2020",Northern,Northern,Northern,,,756,449,302,5,27.0,10.0,0.0,,984.73,3
2020-11-23,"November 23, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,932,266,657,9,12.0,4.0,1.0,,544.86,4
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,2688,1168,1480,40,118.0,77.0,11.0,,1294.69,5
2020-11-23,"November 23, 2020",Winnipeg,Winnipeg,Winnipeg,,,8742,6094,2477,171,368.0,181.0,32.0,,1106.13,6
2020-11-23,"November 23, 2020",Interlake-Eastern,IE11,Selkirk,,,28,20,7,1,,,,,262.37,7
2020-11-23,"November 23, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,96,45,49,2,,,,,573.89,8
2020-11-23,"November 23, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,78,46,31,1,,,,,457.29,9
2020-11-23,"November 23, 2020",Interlake-Eastern,IE23,St. Clements,,,39,22,17,0,,,,,464.18,10
2020-11-23,"November 23, 2020",Interlake-Eastern,IE24,Springfield,,,86,44,42,0,,,,,703.65,11
2020-11-23,"November 23, 2020",Interlake-Eastern,IE31,Beausejour,,,34,15,19,0,,,,,347.22,12
2020-11-23,"November 23, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,29,20,9,0,,,,,358.96,13
2020-11-23,"November 23, 2020",Interlake-Eastern,IE33,Whiteshell,,,8,7,1,0,,,,,286.12,14
2020-11-23,"November 23, 2020",Interlake-Eastern,IE41,Gimli,,,8,6,2,0,,,,,127.35,15
2020-11-23,"November 23, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,36,12,24,0,,,,,675.93,16
2020-11-23,"November 23, 2020",Interlake-Eastern,IE43,St. Laurent,,,9,2,7,0,,,,,231.48,17
2020-11-23,"November 23, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,18,6,12,0,,,,,291.78,18
2020-11-23,"November 23, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,264,123,139,2,,,,,3786.57,19
2020-11-23,"November 23, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,97,79,14,4,,,,,1393.08,20
2020-11-23,"November 23, 2020",Interlake-Eastern,IE61,Northern Remote,,,76,30,45,1,,,,,1851.85,21
2020-11-23,"November 23, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,321,196,123,2,,,,,2882.54,22
2020-11-23,"November 23, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,11,5,6,0,,,,,144.53,23
2020-11-23,"November 23, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,9,4,5,0,,,,,381.19,24
2020-11-23,"November 23, 2020",Northern,NO14,Thompson/Mystery Lake,,,74,16,58,0,,,,,502.92,25
2020-11-23,"November 23, 2020",Northern,NO15,Bay Line,,,3,0,3,0,,,,,248.14,26
2020-11-23,"November 23, 2020",Northern,NO16,Gillam/Fox Lake CN,,,2,0,2,0,,,,,149.37,27
2020-11-23,"November 23, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,109,95,13,1,,,,,2613.91,28
2020-11-23,"November 23, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,5,5,0,0,,,,,264.69,29
2020-11-23,"November 23, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,5,3,2,0,,,,,306.75,30
2020-11-23,"November 23, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,9,1,8,0,,,,,337.96,31
2020-11-23,"November 23, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,32,21,11,0,,,,,921.13,32
2020-11-23,"November 23, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,7,1,5,1,,,,,161.22,33
2020-11-23,"November 23, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,80,49,31,0,,,,,1483.68,34
2020-11-23,"November 23, 2020",Northern,NO28,Norway House/Norway House CN,,,1,0,1,0,,,,,17.14,35
2020-11-23,"November 23, 2020",Northern,NO31,Island Lake,,,48,43,4,1,,,,,532.86,36
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,18,4,14,0,,,,,286.44,37
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,16,2,14,0,,,,,347.75,38
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO13,Rural Portage,,,48,10,36,2,,,,,734.28,39
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO14,Cartier/St. Francçois Xavier,,,206,35,171,0,,,,,2309.93,40
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO15,City of Portage La Prairie,,,85,25,59,1,,,,,511.28,41
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO21,Grey,,,12,2,8,2,,,,,414.79,42
2020-11-23,"November 23, 2020",Southern Health-Santé Sud,SO22,Carman,,,33,14,18,1,,,,,562.95,43
