Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-24,24-Oct-20,All,All,All,,,4088,1922,2116,50,153.0,65.0,10.0,,298.13,1
2020-10-24,24-Oct-20,Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,325,145,178,2,15.0,2.0,0.0,,259.06,2
2020-10-24,24-Oct-20,Northern,Northern,Northern,,,90,58,32,0,15.0,5.0,0.0,,117.23,3
2020-10-24,24-Oct-20,Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,593,39,550,4,8.0,3.0,2.0,,346.68,4
2020-10-24,24-Oct-20,Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,566,127,426,13,24.0,5.0,1.0,,272.62,5
2020-10-24,24-Oct-20,Winnipeg,Winnipeg,Winnipeg,,,2514,1553,930,31,91.0,50.0,7.0,,318.1,6
2020-10-24,24-Oct-20,Interlake-Eastern,IE11,Selkirk,,,2,0,2,0,,,,,18.74,7
2020-10-24,24-Oct-20,Interlake-Eastern,IE21,Stonewall/Teulon,,,41,9,31,1,,,,,245.1,8
2020-10-24,24-Oct-20,Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,27,5,22,0,,,,,158.29,9
2020-10-24,24-Oct-20,Interlake-Eastern,IE23,St. Clements,,,8,4,4,0,,,,,95.22,10
2020-10-24,24-Oct-20,Interlake-Eastern,IE24,Springfield,,,40,7,33,0,,,,,327.28,11
2020-10-24,24-Oct-20,Interlake-Eastern,IE31,Beausejour,,,17,1,16,0,,,,,173.61,12
2020-10-24,24-Oct-20,Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-24,24-Oct-20,Interlake-Eastern,IE33,Whiteshell,,,1,1,0,0,,,,,35.77,14
2020-10-24,24-Oct-20,Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-10-24,24-Oct-20,Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-24,24-Oct-20,Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-24,24-Oct-20,Interlake-Eastern,IE51,Powerview/Pine Falls,,,10,5,5,0,,,,,162.1,18
2020-10-24,24-Oct-20,Interlake-Eastern,IE52,Fisher/Peguis,,,71,53,18,0,,,,,1018.36,19
2020-10-24,24-Oct-20,Interlake-Eastern,IE53,Eriksdale/Ashern,,,2,2,0,0,,,,,28.72,20
2020-10-24,24-Oct-20,Interlake-Eastern,IE61,Northern Remote,,,64,54,9,1,,,,,1559.45,21
