Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-25,"October 25, 2020",All,All,All,240639.0,2252.0,4249,2053,2142,54,161.0,77.0,15.0,,309.87,1
2020-10-25,"October 25, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,334,153,179,2,10.0,2.0,0.0,,266.24,2
2020-10-25,"October 25, 2020",Northern,Northern,Northern,,,96,61,35,0,7.0,4.0,0.0,,125.05,3
2020-10-25,"October 25, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,596,39,553,4,4.0,3.0,2.0,,348.43,4
2020-10-25,"October 25, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,596,155,428,13,30.0,7.0,3.0,,287.07,5
2020-10-25,"October 25, 2020",Winnipeg,Winnipeg,Winnipeg,,,2627,1645,947,35,110.0,61.0,10.0,,332.4,6
2020-10-25,"October 25, 2020",Interlake-Eastern,IE11,Selkirk,,,2,0,2,0,,,,,18.74,7
2020-10-25,"October 25, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,42,10,31,1,,,,,251.08,8
2020-10-25,"October 25, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,27,4,23,0,,,,,158.29,9
2020-10-25,"October 25, 2020",Interlake-Eastern,IE23,St. Clements,,,9,5,4,0,,,,,107.12,10
2020-10-25,"October 25, 2020",Interlake-Eastern,IE24,Springfield,,,41,8,33,0,,,,,335.46,11
2020-10-25,"October 25, 2020",Interlake-Eastern,IE31,Beausejour,,,17,1,16,0,,,,,173.61,12
2020-10-25,"October 25, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-25,"October 25, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-25,"October 25, 2020",Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-10-25,"October 25, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-25,"October 25, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-25,"October 25, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,10,5,5,0,,,,,162.1,18
2020-10-25,"October 25, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,76,58,18,0,,,,,1090.07,19
2020-10-25,"October 25, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,4,4,0,0,,,,,57.45,20
2020-10-25,"October 25, 2020",Interlake-Eastern,IE61,Northern Remote,,,64,54,9,1,,,,,1559.45,21
2020-10-25,"October 25, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,21,20,1,0,,,,,188.58,22
2020-10-25,"October 25, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,3,1,2,0,,,,,39.42,23
2020-10-25,"October 25, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,4,3,1,0,,,,,169.42,24
2020-10-25,"October 25, 2020",Northern,NO14,Thompson/Mystery Lake,,,32,15,17,0,,,,,217.48,25
2020-10-25,"October 25, 2020",Northern,NO15,Bay Line,,,3,2,1,0,,,,,248.14,26
2020-10-25,"October 25, 2020",Northern,NO16,Gillam/Fox Lake CN,,,2,0,2,0,,,,,149.37,27
2020-10-25,"October 25, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,0,0,0,0,,,,,0.0,28
2020-10-25,"October 25, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-10-25,"October 25, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,0,0,0,0,,,,,0.0,30
2020-10-25,"October 25, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,4,3,1,0,,,,,150.21,31
