Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-23,"October 23, 2020",All,All,All,236023.0,2642.0,3935,1855,2032,48,163.0,51.0,8.0,,286.97,1
2020-10-23,"October 23, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,309,136,171,2,8.0,3.0,0.0,,246.31,2
2020-10-23,"October 23, 2020",Northern,Northern,Northern,,,76,47,29,0,7.0,4.0,0.0,,98.99,3
2020-10-23,"October 23, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,592,42,546,4,1.0,2.0,2.0,,346.09,4
2020-10-23,"October 23, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,543,112,418,13,19.0,3.0,0.0,,261.54,5
2020-10-23,"October 23, 2020",Winnipeg,Winnipeg,Winnipeg,,,2415,1518,868,29,128.0,39.0,6.0,,305.57,6
2020-10-23,"October 23, 2020",Interlake-Eastern,IE11,Selkirk,,,2,0,2,0,,,,,18.74,7
2020-10-23,"October 23, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,41,11,29,1,,,,,245.1,8
2020-10-23,"October 23, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,27,6,21,0,,,,,158.29,9
2020-10-23,"October 23, 2020",Interlake-Eastern,IE23,St. Clements,,,7,4,3,0,,,,,83.31,10
2020-10-23,"October 23, 2020",Interlake-Eastern,IE24,Springfield,,,39,6,33,0,,,,,319.1,11
2020-10-23,"October 23, 2020",Interlake-Eastern,IE31,Beausejour,,,17,1,16,0,,,,,173.61,12
2020-10-23,"October 23, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-23,"October 23, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-23,"October 23, 2020",Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-10-23,"October 23, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-23,"October 23, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-23,"October 23, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,9,4,5,0,,,,,145.89,18
2020-10-23,"October 23, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,60,42,18,0,,,,,860.59,19
2020-10-23,"October 23, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,2,2,0,0,,,,,28.72,20
2020-10-23,"October 23, 2020",Interlake-Eastern,IE61,Northern Remote,,,64,57,6,1,,,,,1559.45,21
2020-10-23,"October 23, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,7,7,0,0,,,,,62.86,22
2020-10-23,"October 23, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,3,2,1,0,,,,,39.42,23
